generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score,issue_with_summaries,
DABIGATRAN ETEXILATE MESYLATE,"The provided drug label for PRADAXA (dabigatran etexilate) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects of the drug, including indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and drug interactions, but there is no specific information related to ototoxicity or auditory risks.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: The drug label does not discuss any risks related to ototoxicity or auditory issues.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions associated with PRADAXA in the provided drug label.
 

 Therefore, based on the provided information, PRADAXA is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
VALRUBICIN,"The provided drug label for VALSTAR (valrubicin) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and specific population use, but there is no information related to ototoxicity or auditory risks associated with VALSTAR.
 

 To summarize:
 - **Indications and Usage**: No mention of ototoxicity.
 - **Dosage and Administration**: No mention of ototoxicity.
 - **Dosage Forms and Strengths**: No mention of ototoxicity.
 - **Contraindications**: No mention of ototoxicity.
 - **Warnings and Precautions**: No mention of ototoxicity.
 - **Adverse Reactions**: No mention of ototoxicity.
 - **Drug Interactions**: No mention of ototoxicity.
 - **Use in Specific Populations**: No mention of ototoxicity.
 - **Overdosage**: No mention of ototoxicity.
 - **Description**: No mention of ototoxicity.
 - **Clinical Pharmacology**: No mention of ototoxicity.
 - **Nonclinical Toxicology**: No mention of ototoxicity.
 - **Clinical Studies**: No mention of ototoxicity.
 - **References**: No mention of ototoxicity.
 - **How Supplied/Storage and Handling**: No mention of ototoxicity.
 - **Patient Counseling Information**: No mention of ototoxicity.
 

 In conclusion, the drug label for VALSTAR does not associate the drug with ototoxicity or auditory risks.",No,No,1,1,,
DEXAMETHASONE; DEXAMETHASONE INTENSOL,"The provided drug label for Dexamethasone does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label covers a wide range of potential adverse reactions, drug interactions, and precautions, but it does not specifically address any risks related to hearing or auditory function.
 

 Here is a summary of the relevant sections that might indirectly relate to auditory risks, but none of them explicitly state that the drug itself is associated with or causes ototoxicity:
 

 1. **Adverse Reactions - Neurological/Psychiatric**:
  - The label lists various neurological and psychiatric adverse reactions such as convulsions, depression, emotional instability, euphoria, headache, increased intracranial pressure with papilledema (pseudotumor cerebri), insomnia, mood swings, neuritis, neuropathy, paresthesia, personality changes, psychic disorders, and vertigo. 
  - **Summary**: None of these reactions are directly related to ototoxicity or auditory risks.
 

 2. **Warnings - General**:
  - The label mentions that corticosteroids, including dexamethasone, can cause various systemic effects and complications, but it does not specifically mention ototoxicity.
  - **Summary**: No direct association with ototoxicity or auditory risks is mentioned.
 

 3. **Precautions - Neuro-Psychiatric**:
  - The label discusses the potential for acute myopathy, psychic derangements, and other neuro-psychiatric effects but does not mention ototoxicity.
  - **Summary**: No direct association with ototoxicity or auditory risks is mentioned.
 

 4. **Drug Interactions**:
  - The label lists numerous drug interactions that could potentially alter the effects of dexamethasone or other drugs, but none are specifically related to ototoxicity.
  - **Summary**: No direct association with ototoxicity or auditory risks is mentioned.
 

 5. **Adverse Reactions - Other**:
  - The label includes a general category for other adverse reactions such as abnormal fat deposits, decreased resistance to infection, hiccups, increased or decreased motility and number of spermatozoa, malaise, moon face, and weight gain.
  - **Summary**: No direct association with ototoxicity or auditory risks is mentioned.
 

 In conclusion, the drug label for Dexamethasone does not provide any information indicating that the drug itself is associated with or causes ototoxicity or auditory risks.",No,No,1,1,,
CLINDAMYCIN IN 5 PERCENT DEXTROSE; CLINDAMYCIN IN PERCENT DEXTROSE,"The provided drug label for Clindamycin in 5% Dextrose Injection does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on other adverse reactions, such as gastrointestinal issues, hypersensitivity reactions, nephrotoxicity, and general warnings about the use of the drug. 
 

 Here is a summary of the relevant sections that discuss adverse reactions and risks, none of which specifically mention ototoxicity:
 

 1. **BOXED WARNING**: Discusses Clostridioides difficile-associated diarrhea (CDAD) and severe colitis but does not mention ototoxicity.
 2. **WARNINGS**: Includes warnings about CDAD, anaphylactic reactions, severe hypersensitivity reactions, and nephrotoxicity. No mention of ototoxicity.
 3. **ADVERSE REACTIONS**: Lists various adverse reactions such as gastrointestinal issues, hypersensitivity reactions, skin reactions, liver function abnormalities, renal issues, hematopoietic issues, local reactions, musculoskeletal issues, and cardiovascular issues. Ototoxicity is not mentioned.
 4. **PRECAUTIONS**: Advises caution in patients with gastrointestinal disease, atopic individuals, and those with liver disease. No mention of ototoxicity.
 5. **CONTRAINDICATIONS**: States that the drug is contraindicated in individuals with a history of hypersensitivity to clindamycin or lincomycin. No mention of ototoxicity.
 

 In summary, the drug label for Clindamycin in 5% Dextrose Injection does not associate the drug with ototoxicity or auditory risks. There are no sections or sentences in the label that discuss ototoxic reactions caused by this drug.",No,No,1,1,,
CYCLOBENZAPRINE; CYCLOBENZAPRINE HYDROCHLORIDE,"The drug label for Cyclobenzaprine Hydrochloride does not explicitly mention ototoxicity or auditory risks as a primary concern. However, there are a few mentions of auditory-related adverse reactions. Here is a summary of those parts:
 

 1. **Special Senses:**
  - **Tinnitus:** The label lists tinnitus as an adverse reaction reported in post-marketing experience. 
  - **Summary:** Tinnitus was reported, but it is not explicitly stated that Cyclobenzaprine Hydrochloride caused this condition.
 

 2. **Nervous System and Psychiatric:**
  - **Abnormal Sensations:** This includes a broad category that could potentially encompass auditory sensations.
  - **Summary:** Abnormal sensations were reported, but it is not explicitly stated that Cyclobenzaprine Hydrochloride caused these sensations.
 

 Overall, the drug label does not provide specific evidence or detailed discussion that Cyclobenzaprine Hydrochloride is directly associated with or causes ototoxicity or significant auditory risks. The mention of tinnitus and abnormal sensations are the closest references, but causality is not clearly established.",Less,No,1,2,,
PRAZOSIN HCL,"The drug label for Prazosin HCL does not explicitly mention ototoxicity or auditory risks. However, it does list some adverse reactions related to the ear and auditory system. Here is a summary of those parts:
 

 1. **EENT (Eye, Ear, Nose, and Throat) Reactions:**
  - **Tinnitus:** The label mentions tinnitus (ringing in the ears) as an adverse reaction reported by fewer than 1% of patients. It is not explicitly stated that prazosin itself caused tinnitus, but it is listed as a potential adverse reaction.
 

 2. **Post-Marketing Experience:**
  - **Vision: Eye Pain:** The label mentions eye pain under the vision category in post-marketing experience. This is not directly related to ototoxicity but is included in the broader category of sensory effects. It is not explicitly stated that prazosin itself caused eye pain, but it is listed as a potential adverse reaction.
 

 In summary, the drug label does not provide specific information on ototoxicity or auditory risks directly caused by prazosin. The only related mention is tinnitus, which is listed as a potential adverse reaction but without a clear causal relationship to the drug.",Less,No,1,2,,
PRETOMANID,"The drug label for Pretomanid Tablets does not explicitly mention ototoxicity or auditory risks and reactions. The sections discussing adverse reactions, warnings, and precautions do not include any references to ototoxicity or auditory issues. Here is a summary of the relevant sections that might typically include such information, confirming the absence of ototoxicity-related content:
 

 1. **Warnings and Precautions (Section 5)**:
  - **Hepatotoxicity**: Discusses liver-related adverse reactions but does not mention ototoxicity.
  - **Myelosuppression**: Focuses on blood cell counts and does not mention ototoxicity.
  - **Peripheral and Optic Neuropathy**: Discusses nerve problems in the arms, legs, and eyes but does not mention auditory nerves or ototoxicity.
  - **QT Prolongation**: Discusses heart rhythm issues but does not mention ototoxicity.
  - **Reproductive Effects**: Discusses testicular atrophy and fertility but does not mention ototoxicity.
  - **Lactic Acidosis**: Discusses acid build-up in the blood but does not mention ototoxicity.
 

 2. **Adverse Reactions (Section 6)**:
  - Lists common adverse reactions such as peripheral neuropathy, acne, anemia, nausea, vomiting, headache, increased transaminases, dyspepsia, decreased appetite, rash, pruritus, abdominal pain, pleuritic pain, increased gamma-glutamyltransferase, lower respiratory tract infection, hyperamylasemia, hemoptysis, back pain, cough, visual impairment, hypoglycemia, abnormal loss of weight, and diarrhea. None of these include ototoxicity or auditory risks.
 

 3. **Clinical Trials Experience (Section 6.1)**:
  - Summarizes adverse reactions observed in clinical trials but does not mention ototoxicity or auditory risks.
 

 4. **Patient Counseling Information (Section 17)**:
  - Advises patients on various safety concerns and adverse reactions but does not mention ototoxicity or auditory risks.
 

 In conclusion, the drug label for Pretomanid Tablets does not associate the drug with ototoxicity or auditory risks and reactions. There are no mentions of ototoxicity in the warnings, precautions, adverse reactions, or patient counseling sections.",No,No,1,1,,
"TESTOSTERONE GEL, 1%","The provided drug label for Testosterone Gel, 1% does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects such as indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, use in specific populations, drug abuse and dependence, overdosage, description, clinical pharmacology, nonclinical toxicology, clinical studies, and patient counseling information. However, none of these sections include information related to ototoxicity or auditory risks associated with the use of Testosterone Gel, 1%.",No,No,1,1,,
CEFUROXIME AXETIL,"The provided drug label for Cefuroxime Axetil Tablets does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The sections of the label that discuss adverse reactions, warnings, and precautions do not include any information about ototoxicity or auditory risks associated with the drug. 
 

 Here is a summary of the relevant sections that typically would include such information if it were present:
 

 1. **Adverse Reactions (Section 6)**:
  - The most common adverse reactions listed are diarrhea, nausea/vomiting, Jarisch-Herxheimer reaction, and vaginitis. There is no mention of ototoxicity or auditory risks.
 

 2. **Warnings and Precautions (Section 5)**:
  - This section discusses serious hypersensitivity reactions, Clostridioides difficile-associated diarrhea, potential for microbial overgrowth, development of drug-resistant bacteria, and interference with glucose tests. There is no mention of ototoxicity or auditory risks.
 

 3. **Postmarketing Experience (Section 6.2)**:
  - This section lists various adverse reactions identified during post-approval use, including hemolytic anemia, leukopenia, pancytopenia, thrombocytopenia, pseudomembranous colitis, hepatic impairment, anaphylaxis, serum sickness-like reaction, increased prothrombin time, seizure, encephalopathy, renal dysfunction, angioedema, erythema multiforme, Stevens-Johnson syndrome, toxic epidermal necrolysis, and urticaria. Ototoxicity or auditory risks are not mentioned.
 

 4. **Clinical Trials Experience (Section 6.1)**:
  - The clinical trials experience section lists adverse reactions observed in clinical trials, such as gastrointestinal disturbances, eosinophilia, transient elevation in liver enzymes, headache, chest pain, shortness of breath, rash, itch, dysuria, vaginitis, vulvar itch, chills, sleepiness, and thirst. There is no mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label for Cefuroxime Axetil Tablets does not associate the drug with ototoxicity or auditory risks. There are no mentions or discussions of ototoxic reactions in the provided label.",No,No,1,1,,
GANCICLOVIR SODIUM,"The drug label for Ganciclovir Injection mentions ototoxicity and auditory risks in the following sections:
 

 1. **Adverse Reactions in Clinical Trials in Patients with CMV Retinitis and in Transplant Recipients**:
  - **Ear and labyrinth disorders**: The label lists ""tinnitus, ear pain, deafness"" as adverse reactions. 
  - **Summary**: These auditory issues were observed in clinical trials, but the label does not explicitly state that Ganciclovir Injection caused these reactions. It only lists them as observed adverse reactions.
 

 2. **Postmarketing Experience**:
  - **Ear and labyrinth disorders**: The label mentions ""cataracts, dry eyes"" under eye disorders and ""tinnitus, ear pain, deafness"" under ear and labyrinth disorders.
  - **Summary**: These auditory issues were reported during post-approval use of Ganciclovir Injection. The label does not explicitly state that Ganciclovir Injection caused these reactions, but it implies a potential association since these were reported after the drug was marketed.
 

 In summary, the drug label lists tinnitus, ear pain, and deafness as observed adverse reactions in clinical trials and postmarketing experience. However, it does not explicitly state that Ganciclovir Injection caused these ototoxic reactions, only that they were observed or reported in association with the drug.",Less,Yes,3,1,,More
ATAZANAVIR,"The provided drug label for REYATAZ (atazanavir) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label includes extensive information on indications, usage, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, and specific population use, but there is no direct reference to ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 

 1. **Ototoxicity and Auditory Risks**: 
  - **Not Mentioned**: The drug label does not discuss ototoxicity or auditory risks.
 

 2. **Ototoxic Reactions**:
  - **Not Mentioned**: There are no references to ototoxic reactions in the adverse reactions or any other sections of the label.
 

 In conclusion, based on the provided drug label, REYATAZ (atazanavir) is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
ILOPERIDONE,"The provided drug label for FANAPT (iloperidone) does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The sections of the label that discuss adverse reactions, warnings, and precautions do not include any references to ototoxicity or auditory issues. Therefore, based on the information provided in the drug label, FANAPT itself is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,not enough evidence to make a conclusion
AVELUMAB,"The provided drug label for BAVENCIO (avelumab) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various adverse reactions, immune-mediated adverse reactions, infusion-related reactions, and other potential side effects, but there is no specific mention of ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: The drug label does not discuss any ototoxicity or auditory risks associated with BAVENCIO.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions caused by BAVENCIO in the provided drug label.
 

 Therefore, based on the provided information, BAVENCIO does not appear to be associated with or cause ototoxicity or auditory risks.",No,No,1,1,,not enough evidence to make a conclusion
BUSULFAN,"The provided drug label for BUSULFEX (busulfan) does not explicitly mention ototoxicity or auditory risks and reactions. The label extensively covers various adverse reactions, warnings, precautions, and specific populations, but there is no direct reference to ototoxicity or auditory risks associated with the drug itself.
 

 To summarize:
 

 1. **Adverse Reactions**: The label lists numerous adverse reactions, including myelosuppression, seizures, hepatic veno-occlusive disease, embryo-fetal toxicity, cardiac tamponade, bronchopulmonary dysplasia, and cellular dysplasia. However, ototoxicity or auditory risks are not mentioned.
 

 2. **Warnings and Precautions**: The warnings and precautions section discusses several serious risks such as myelosuppression, seizures, hepatic veno-occlusive disease, embryo-fetal toxicity, cardiac tamponade, bronchopulmonary dysplasia, and cellular dysplasia. Again, there is no mention of ototoxicity or auditory risks.
 

 3. **Clinical Trials Experience**: The clinical trials experience section provides detailed information on the adverse reactions observed in clinical trials, but it does not include any mention of ototoxicity or auditory risks.
 

 4. **Postmarketing Experience**: The postmarketing experience section lists adverse reactions identified during post-approval use, including febrile neutropenia, tooth hypoplasia, tumor lysis syndrome, thrombotic microangiopathy, and severe infections. Ototoxicity or auditory risks are not mentioned.
 

 5. **Specific Populations**: The sections on use in specific populations (e.g., pediatric, geriatric, pregnancy, lactation) do not mention ototoxicity or auditory risks.
 

 In conclusion, the drug label for BUSULFEX does not discuss ototoxicity or auditory risks and reactions. Therefore, there is no indication from the provided label that BUSULFEX is associated with or causes ototoxicity.",No,No,1,1,,
CEMIPLIMAB-RWLC,"The provided drug label for LIBTAYO (cemiplimab-rwlc) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various adverse reactions, including immune-mediated adverse reactions, infusion-related reactions, and complications related to allogeneic hematopoietic stem cell transplantation (HSCT), but there is no specific mention of ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 

 - **No mention of ototoxicity or auditory risks**: The drug label does not discuss any risks or adverse reactions related to hearing or auditory functions. There are no sections or sentences that associate LIBTAYO with ototoxicity or auditory risks.
 

 If you have any specific concerns about ototoxicity or auditory risks related to LIBTAYO, it would be advisable to consult with a healthcare provider or refer to additional medical literature for more detailed information.",No,No,1,1,,
SILTUXIMAB,"The provided drug label for SYLVANT (siltuximab) does not contain any specific sections or sentences that discuss ototoxicity, auditory risks, or ototoxic reactions. The label includes detailed information on indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and other clinical and pharmacological details, but there is no mention of ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 - **Ototoxicity and auditory risks**: There are no mentions or discussions of ototoxicity or auditory risks in the provided drug label for SYLVANT.
 - **Ototoxic reactions**: The label does not report any ototoxic reactions caused by SYLVANT.
 

 Therefore, based on the provided drug label, SYLVANT is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
BELINOSTAT,"The provided drug label for Beleodaq (belinostat) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on other types of toxicities and adverse reactions, such as hematologic toxicity, infections, hepatotoxicity, tumor lysis syndrome, gastrointestinal toxicity, and embryo-fetal toxicity. There is no information indicating that Beleodaq is associated with or causes ototoxicity or auditory risks.",No,No,1,1,,
LINACLOTIDE,"The drug label for LINZESS (linaclotide) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific concerns. Therefore, it can be concluded that the drug itself is not associated with or does not cause ototoxicity risks based on the information provided in the label.",No,No,1,1,,
COPPER CU 64 DOTATATE,"The provided drug label for Detectnet (copper Cu 64 dotatate injection) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, radiation safety, hypersensitivity reactions, and other warnings and precautions, but it does not include any information related to ototoxicity or auditory risks. Therefore, there is no information in the label that associates the drug with or indicates that it causes ototoxicity risks.",No,No,1,1,,
RIVASTIGMINE TRANSDERMAL SYSTEM,"The provided drug label for Rivastigmine Transdermal System does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and other pharmacological details. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although none explicitly state that the drug itself is associated with or causes ototoxicity:
 

 1. **Warnings and Precautions (Section 5)**:
  - **Neurologic Effects**: This section mentions that cholinomimetics, including rivastigmine, may exacerbate or induce extrapyramidal symptoms and seizures. However, it does not specifically mention ototoxicity or auditory risks.
 

 2. **Adverse Reactions (Section 6)**:
  - **Clinical Trials Experience**: Lists common adverse reactions such as nausea, vomiting, diarrhea, and weight loss, but does not mention ototoxicity or auditory risks.
  - **Postmarketing Experience**: Includes adverse reactions like tachycardia, abnormal liver function tests, hepatitis, worsening of Parkinson’s disease, seizures, tremor, nightmares, allergic dermatitis, application site hypersensitivity, blister, disseminated allergic dermatitis, Stevens-Johnson syndrome, urticaria, and hypertension. Again, there is no mention of ototoxicity or auditory risks.
 

 3. **Drug Interactions (Section 7)**:
  - Discusses interactions with metoclopramide, cholinomimetic and anticholinergic medications, and beta-blockers, but does not mention any interactions leading to ototoxicity or auditory risks.
 

 4. **Use in Specific Populations (Section 8)**:
  - Discusses considerations for pregnant women, lactating women, pediatric use, geriatric use, hepatic impairment, and body weight variations, but does not mention ototoxicity or auditory risks.
 

 5. **Overdosage (Section 10)**:
  - Describes symptoms of overdose such as severe nausea, vomiting, salivation, sweating, bradycardia, hypotension, respiratory depression, convulsions, and muscle weakness, but does not mention ototoxicity or auditory risks.
 

 6. **Clinical Pharmacology (Section 12)**:
  - Provides details on the mechanism of action, pharmacodynamics, and pharmacokinetics of rivastigmine, but does not mention ototoxicity or auditory risks.
 

 7. **Nonclinical Toxicology (Section 13)**:
  - Discusses carcinogenesis, mutagenesis, and impairment of fertility, but does not mention ototoxicity or auditory risks.
 

 8. **Patient Counseling Information (Section 17)**:
  - Advises on the importance of correct usage, potential gastrointestinal adverse reactions, skin reactions, and concomitant use of drugs with cholinergic action, but does not mention ototoxicity or auditory risks.
 

 In summary, the drug label for Rivastigmine Transdermal System does not associate the drug with ototoxicity or auditory risks. There are no explicit mentions or warnings about ototoxic reactions in the provided label.",No,No,1,1,,
SEMAGLUTIDE,"The provided drug label for WEGOVY (semaglutide) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects of the drug, including its indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and clinical studies, but there is no specific mention of any risks or adverse effects related to hearing or auditory function.
 

 To summarize:
 - **Ototoxicity and auditory risks**: There are no mentions or discussions of ototoxicity or auditory risks associated with WEGOVY in the provided drug label.
 - **Ototoxic reactions**: The label does not report any ototoxic reactions caused by WEGOVY.
 

 Therefore, based on the provided drug label, WEGOVY is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
