generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score,issue_with_summaries,
TESAMORELIN,"The provided drug label for EGRIFTA SV (tesamorelin) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label includes detailed information on indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, and use in specific populations, but there is no reference to any ototoxic effects or auditory risks associated with the use of EGRIFTA SV.
 

 To summarize:
 - **Ototoxicity and auditory risks**: Not mentioned in the drug label.
 - **Ototoxic reactions**: Not mentioned in the drug label.
 

 Therefore, there is no information in the drug label indicating that EGRIFTA SV is associated with or causes ototoxicity or auditory risks.",No,No,1,1,,
CLARITHROMYCIN,"The drug label for BIAXIN® (clarithromycin) includes several mentions of ototoxicity and auditory risks. Here is a summary of those parts:
 

 1. **Post-Marketing Experience**:
  - **Hearing Loss**: ""There have been isolated reports of hearing loss, which is usually reversible, occurring chiefly in elderly women.""
  - **Summary**: The drug itself has been associated with hearing loss, which is typically reversible and has been reported mainly in elderly women.
 

 2. **Adverse Reactions**:
  - **Hearing Loss**: ""There have been isolated reports of hearing loss, which is usually reversible, occurring chiefly in elderly women.""
  - **Summary**: The drug itself has been associated with hearing loss, which is usually reversible and primarily reported in elderly women.
 

 These sections indicate that clarithromycin has been associated with hearing loss, particularly in elderly women, and that this hearing loss is generally reversible.",Less,Yes,1,1,,
UBLITUXIMAB,"The provided drug label for BRIUMVI (ublituximab-xiiy) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the label that discuss these specific adverse effects. Therefore, based on the provided information, BRIUMVI is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
TERBINAFINE HYDROCHLORIDE,"The drug label for terbinafine tablets includes several mentions of ototoxicity and auditory risks. Here is a summary of those parts:
 

 1. **Section 6.2 Postmarketing Experience:**
  - **Ear and labyrinth disorders:** ""Hearing impairment, vertigo, tinnitus"" were reported. 
  - **Summary:** The drug itself was associated with these auditory risks as they were reported during post-approval use of terbinafine tablets.
 

 2. **Section 17 Patient Counseling Information:**
  - **Advisory:** Patients are advised to report any new symptoms, including ""hearing impairment.""
  - **Summary:** This implies that the drug itself may cause or be associated with hearing impairment, as patients are specifically advised to monitor and report this symptom.
 

 In summary, the drug label indicates that terbinafine tablets have been associated with auditory risks such as hearing impairment, vertigo, and tinnitus based on postmarketing reports. Patients are advised to be vigilant about these potential side effects.",Most,Yes,1,1,,
BUPIVACAINE HCL,"The provided drug label for Sensorcaine® (Bupivacaine HCl Injection, USP) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the pharmacology, indications, contraindications, warnings, precautions, adverse reactions, and dosage and administration of the drug. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although they do not explicitly mention such risks:
 

 1. **Adverse Reactions - Central Nervous System Reactions**:
  - ""Restlessness, anxiety, dizziness, tinnitus, blurred vision, or tremors may occur, possibly proceeding to convulsions.""
  - **Summary**: Tinnitus (ringing in the ears) is mentioned as a possible adverse reaction, but it does not explicitly state that the drug causes ototoxicity.
 

 2. **Precautions - Use in Head and Neck Area**:
  - ""Small doses of local anesthetics injected into the head and neck area, including retrobulbar, dental and stellate ganglion blocks, may produce adverse reactions similar to systemic toxicity seen with unintentional intravascular injections of larger doses.""
  - **Summary**: This section discusses the potential for systemic toxicity when the drug is used in the head and neck area, but it does not specifically mention ototoxicity or auditory risks.
 

 3. **Precautions - Use in Ophthalmic Surgery**:
  - ""Clinicians who perform retrobulbar blocks should be aware that there have been reports of respiratory arrest following local anesthetic injection.""
  - **Summary**: This section mentions serious adverse reactions but does not specifically address ototoxicity or auditory risks.
 

 4. **Adverse Reactions - Allergic**:
  - ""Allergic-type reactions are rare and may occur as a result of sensitivity to the local anesthetic or to other formulation ingredients.""
  - **Summary**: Allergic reactions are mentioned, but there is no specific mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label for Sensorcaine® (Bupivacaine HCl Injection, USP) does not provide any specific information or warnings about ototoxicity or auditory risks directly associated with the drug. The mention of tinnitus as a possible adverse reaction is the closest reference to an auditory issue, but it does not explicitly link the drug to ototoxicity.",Less,No,1,1,,
PEGCETACOPLAN,"The provided drug label for SYFOVRE (pegcetacoplan injection) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, administration, contraindications, warnings, precautions, adverse reactions, and other relevant information related to its use for treating geographic atrophy secondary to age-related macular degeneration.
 

 To summarize:
 - **Indications and Usage**: No mention of ototoxicity.
 - **Dosage and Administration**: No mention of ototoxicity.
 - **Contraindications**: No mention of ototoxicity.
 - **Warnings and Precautions**: No mention of ototoxicity.
 - **Adverse Reactions**: No mention of ototoxicity.
 - **Use in Specific Populations**: No mention of ototoxicity.
 - **Clinical Pharmacology**: No mention of ototoxicity.
 - **Nonclinical Toxicology**: No mention of ototoxicity.
 - **Clinical Studies**: No mention of ototoxicity.
 - **How Supplied/Storage and Handling**: No mention of ototoxicity.
 - **Patient Counseling Information**: No mention of ototoxicity.
 

 In conclusion, the drug label for SYFOVRE does not associate the drug with ototoxicity or auditory risks.",No,No,1,1,,
ISENTRESS,"The drug label for ISENTRESS (raltegravir) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The provided text does not include any sections or sentences that discuss these specific adverse effects. Therefore, based on the information given, ISENTRESS is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
HEPARIN SODIUM INJECTION,"The provided drug label for Heparin Sodium Injection does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the anticoagulant properties of heparin, its indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and specific population use. 
 

 Here is a summary of the relevant sections that were reviewed for any mention of ototoxicity or auditory risks:
 

 1. **Warnings and Precautions**:
  - The label discusses various risks such as hemorrhage, heparin-induced thrombocytopenia, and hypersensitivity reactions but does not mention ototoxicity or auditory risks.
 

 2. **Adverse Reactions**:
  - The adverse reactions listed include hemorrhage, thrombocytopenia, heparin-induced thrombocytopenia and thrombosis, injection site irritation, general hypersensitivity reactions, and elevations of aminotransferase levels. There is no mention of ototoxicity or auditory risks.
 

 3. **Use in Specific Populations**:
  - The label provides information on the use of heparin in pregnant women, lactating women, pediatric patients, and geriatric patients, but it does not mention any ototoxicity or auditory risks associated with the drug.
 

 4. **Patient Counseling Information**:
  - The counseling information advises patients about the risks of hemorrhage, heparin-induced thrombocytopenia, hypersensitivity reactions, and the importance of informing healthcare providers about heparin use before surgery. There is no mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label for Heparin Sodium Injection does not associate the drug with ototoxicity or auditory risks, nor does it mention any ototoxic reactions caused by the drug.",No,No,1,1,,
NAPROXEN,"The drug label for NAPROSYN (naproxen) suspension includes several mentions of ototoxicity and auditory risks. Here is a summary of those parts:
 

 1. **Adverse Reactions - Special Senses:**
  - **Tinnitus**: The label mentions that tinnitus (ringing in the ears) was reported in approximately 1% to 10% of patients taking naproxen. This indicates that the drug itself is associated with this auditory risk.
  - **Hearing Disturbances**: The label also lists hearing disturbances as an adverse reaction in approximately 1% to 10% of patients. This suggests that the drug itself is associated with these auditory risks.
 

 2. **Postmarketing Experience - Special Senses:**
  - **Hearing Impairment**: The label reports hearing impairment as an adverse reaction observed through postmarketing reports. This indicates that the drug itself was associated with this ototoxic reaction.
  - **Papillitis, Retrobulbar Optic Neuritis, Papilledema**: These conditions are listed under special senses but are related to visual disturbances rather than auditory risks.
 

 In summary, the drug label for NAPROSYN suspension indicates that the drug itself is associated with tinnitus, hearing disturbances, and hearing impairment based on both clinical trials and postmarketing reports.",Most,Yes,2,1,,
FINGOLIMOD LAURYL SULFATE,"The provided drug label for TASCENSO ODT (fingolimod) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various other risks and adverse reactions, including cardiac effects, infections, liver injury, macular edema, and respiratory effects, but there is no specific mention of any auditory or ototoxic risks associated with the drug.
 

 To summarize:
 

 - **No mention of ototoxicity or auditory risks**: The drug label does not discuss any risks related to hearing loss, tinnitus, or other auditory issues.
 - **No association with ototoxic reactions**: There are no statements indicating that TASCENSO ODT (fingolimod) is associated with or causes ototoxicity or any auditory side effects.
 

 If you have concerns about ototoxicity or auditory risks, it is advisable to consult with a healthcare professional for more detailed information and guidance.",No,No,1,1,,
DEFERIPRONE,"The provided drug label for FERRIPROX (deferiprone) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the risks of agranulocytosis, neutropenia, liver enzyme elevations, zinc deficiency, and embryo-fetal toxicity. It also provides detailed information on dosage, administration, contraindications, and other adverse reactions, but there is no specific mention of ototoxicity or auditory risks associated with the drug itself.
 

 If you have any other questions or need further assistance, feel free to ask!",No,No,1,1,,
"GONADOTROPHIN, CHORIONIC","The provided drug label for NOVAREL (chorionic gonadotropin) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's description, clinical pharmacology, indications, contraindications, warnings, precautions, adverse reactions, dosage, administration, and storage instructions. 
 

 Here is a summary of the relevant sections that might indirectly relate to general adverse reactions or precautions, but none specifically mention ototoxicity:
 

 1. **Adverse Reactions**:
  - The label lists several adverse reactions such as headache, irritability, restlessness, depression, fatigue, edema, precocious puberty, gynecomastia, and pain at the site of injection. It also mentions hypersensitivity reactions including erythema, urticaria, rash, angioedema, dyspnea, and shortness of breath. 
  - **Summary**: None of these adverse reactions are associated with or caused by ototoxicity or auditory risks.
 

 2. **Warnings**:
  - The label warns about serious adverse reactions such as ovarian hyperstimulation, enlargement or rupture of ovarian cysts, multiple births, and arterial thromboembolism.
  - **Summary**: These warnings do not mention ototoxicity or auditory risks.
 

 3. **Precautions**:
  - The label advises caution in patients with cardiac or renal disease, epilepsy, migraine, or asthma due to the potential for fluid retention induced by HCG.
  - **Summary**: These precautions do not mention ototoxicity or auditory risks.
 

 4. **Contraindications**:
  - The label lists contraindications such as precocious puberty, prostatic carcinoma, other androgen-dependent neoplasms, and prior allergic reactions to HCG.
  - **Summary**: These contraindications do not mention ototoxicity or auditory risks.
 

 In conclusion, the drug label for NOVAREL does not discuss ototoxicity, auditory risks, or ototoxic reactions. Therefore, there is no information provided that associates the drug itself with causing ototoxicity or auditory risks.",No,No,1,1,,
HYDROXYCHLOROQUINESULFATE,"The drug label for Hydroxychloroquine Sulfate Tablets, USP mentions ototoxicity and auditory risks in the following sections:
 

 1. **Adverse Reactions - Ear and labyrinth disorders**:
  - **Vertigo**: The drug itself is associated with vertigo.
  - **Tinnitus**: The drug itself is associated with tinnitus.
  - **Nystagmus**: The drug itself is associated with nystagmus.
  - **Nerve deafness**: The drug itself is associated with nerve deafness.
  - **Deafness**: The drug itself is associated with deafness.
 

 In summary, the drug label indicates that Hydroxychloroquine Sulfate is associated with several auditory risks, including vertigo, tinnitus, nystagmus, nerve deafness, and deafness.",Most,Yes,1,1,,
IBRUTINIB,"The provided drug label for IMBRUVICA (ibrutinib) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects such as indications, dosage, administration, warnings, precautions, adverse reactions, and other clinical information, but there is no specific mention of ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 

 1. **Warnings and Precautions**: The label does not list ototoxicity or auditory risks under the warnings and precautions section.
 2. **Adverse Reactions**: The adverse reactions section does not include any mention of ototoxicity or auditory issues.
 3. **Clinical Trials Experience**: There is no mention of ototoxicity or auditory risks in the clinical trials experience section.
 4. **Postmarketing Experience**: The postmarketing experience section does not report any ototoxicity or auditory risks.
 

 In conclusion, based on the provided drug label, IMBRUVICA (ibrutinib) is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
FOSAPREPITANT,"The provided drug label for FOCINVEZ (fosaprepitant injection) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and drug interactions, but there is no specific information related to ototoxicity or auditory risks associated with the use of FOCINVEZ. 
 

 Therefore, based on the provided drug label, there are no documented associations or causations of ototoxicity or auditory risks linked to FOCINVEZ.",No,No,1,1,,
ELETRIPTAN HYDROBROMIDE,"The provided drug label for RELPAX (eletriptan hydrobromide) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label includes detailed information on indications, usage, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, and specific population use, but there is no specific mention of ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 

 - **Indications and Usage**: No mention of ototoxicity.
 - **Dosage and Administration**: No mention of ototoxicity.
 - **Dosage Forms and Strengths**: No mention of ototoxicity.
 - **Contraindications**: No mention of ototoxicity.
 - **Warnings and Precautions**: No mention of ototoxicity.
 - **Adverse Reactions**: No mention of ototoxicity.
 - **Drug Interactions**: No mention of ototoxicity.
 - **Use in Specific Populations**: No mention of ototoxicity.
 - **Overdosage**: No mention of ototoxicity.
 - **Description**: No mention of ototoxicity.
 - **Clinical Pharmacology**: No mention of ototoxicity.
 - **Nonclinical Toxicology**: No mention of ototoxicity.
 - **Clinical Studies**: No mention of ototoxicity.
 - **How Supplied/Storage and Handling**: No mention of ototoxicity.
 - **Patient Counseling Information**: No mention of ototoxicity.
 

 In conclusion, the drug label for RELPAX does not associate the drug with ototoxicity or auditory risks, nor does it mention any ototoxic reactions caused by the drug.",No,No,1,1,,
MAGNESIUM SULFATE IN DEXTROSE,"The provided drug label for Magnesium Sulfate in 5% Dextrose Injection does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, and specific populations related to the use of the drug. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although they do not explicitly mention such risks:
 

 1. **Adverse Reactions (Section 6)**:
  - The adverse reactions listed include cardiovascular, central nervous system, metabolic, neurologic, neuromuscular, and pulmonary effects. However, there is no mention of ototoxicity or auditory risks directly associated with the drug.
 

 2. **Warnings and Precautions (Section 5)**:
  - This section discusses various risks such as fetal-neonatal toxicity, magnesium toxicity, elevated blood glucose, co-administration with unapproved tocolytics, aluminum toxicity, and exacerbation of myasthenia gravis. None of these warnings specifically mention ototoxicity or auditory risks.
 

 3. **Drug Interactions (Section 7)**:
  - The drug interactions listed include neuromuscular blocking agents, narcotics and/or propofol, dihydropyridine calcium channel blockers, and drugs that may induce magnesium loss. These interactions do not mention ototoxicity or auditory risks.
 

 4. **Use in Specific Populations (Section 8)**:
  - This section addresses the use of the drug in pregnant women, lactating women, pediatric use, and patients with renal impairment. There is no mention of ototoxicity or auditory risks in these populations.
 

 5. **Overdosage (Section 10)**:
  - The manifestations of magnesium toxicity include a drop in blood pressure, difficulty breathing, and disappearance of the patellar reflex. Other signs and symptoms include flushing, sweating, hypotension, weakness, hypothermia, circulatory collapse, cardiac and central nervous system depression proceeding to respiratory paralysis, and cardiac arrest. There is no mention of ototoxicity or auditory risks in the context of overdosage.
 

 In conclusion, the drug label for Magnesium Sulfate in 5% Dextrose Injection does not provide any information or warnings specifically related to ototoxicity or auditory risks. Therefore, it cannot be stated that the drug itself is associated with or causes ototoxicity based on the provided label.",No,No,1,1,,
THEOPHYLLINE ANHYDROUS,"The provided drug label for Theophylline Extended-Release Tablets does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the pharmacology, pharmacokinetics, indications, contraindications, warnings, precautions, drug interactions, adverse reactions, and dosage and administration of theophylline. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although they do not explicitly mention these risks:
 

 1. **Adverse Reactions**:
  - The label lists various adverse reactions associated with theophylline, such as nausea, vomiting, headache, and insomnia, but does not mention ototoxicity or auditory risks. Therefore, the drug itself is not associated with or causing ototoxicity risk according to this section.
 

 2. **Warnings**:
  - The warnings section discusses the need for caution in patients with certain conditions (e.g., seizure disorders, cardiac arrhythmias) and the potential for severe theophylline toxicity if not properly monitored. However, it does not mention ototoxicity or auditory risks. Thus, the drug itself is not associated with or causing ototoxicity risk according to this section.
 

 3. **Drug Interactions**:
  - The label details numerous drug interactions that can affect theophylline clearance and serum concentration, but none of these interactions are specifically linked to ototoxicity or auditory risks. Therefore, the drug itself is not associated with or causing ototoxicity risk according to this section.
 

 4. **Overdosage**:
  - The overdosage section describes symptoms and management of theophylline overdose, including seizures and cardiac arrhythmias, but does not mention ototoxicity or auditory risks. Thus, the drug itself is not associated with or causing ototoxicity risk according to this section.
 

 5. **Precautions**:
  - The precautions section advises monitoring serum theophylline concentrations and adjusting doses based on various factors, but it does not mention ototoxicity or auditory risks. Therefore, the drug itself is not associated with or causing ototoxicity risk according to this section.
 

 In conclusion, the drug label for Theophylline Extended-Release Tablets does not discuss ototoxicity, auditory risks, or ototoxic reactions. Therefore, based on the provided label, the drug itself is not associated with or causing ototoxicity risk.",No,No,1,1,,
PERFLUOROHEXYLOCTANE,"The provided drug label for MIEBO (perfluorohexyloctane ophthalmic solution) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label focuses on the indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, use in specific populations, description, clinical pharmacology, nonclinical toxicology, clinical studies, and storage and handling of the drug. 
 

 To summarize:
 - **Indications and Usage**: No mention of ototoxicity.
 - **Dosage and Administration**: No mention of ototoxicity.
 - **Dosage Forms and Strengths**: No mention of ototoxicity.
 - **Contraindications**: No mention of ototoxicity.
 - **Warnings and Precautions**: No mention of ototoxicity.
 - **Adverse Reactions**: No mention of ototoxicity.
 - **Use in Specific Populations**: No mention of ototoxicity.
 - **Description**: No mention of ototoxicity.
 - **Clinical Pharmacology**: No mention of ototoxicity.
 - **Nonclinical Toxicology**: No mention of ototoxicity.
 - **Clinical Studies**: No mention of ototoxicity.
 - **Storage and Handling**: No mention of ototoxicity.
 

 In conclusion, the drug label for MIEBO does not associate the drug with any ototoxicity risks or auditory reactions.",No,No,1,1,,
DEXMEDETOMIDINE HYDROCHLORIDE,"The provided drug label for PRECEDEX (dexmedetomidine hydrochloride) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label includes detailed information on indications, usage, dosage, administration, warnings, precautions, adverse reactions, and other clinical and pharmacological data, but there is no specific reference to ototoxicity or auditory risks associated with the drug.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: The drug label does not discuss any ototoxicity or auditory risks.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions caused by PRECEDEX in the provided drug label.
 

 Therefore, based on the provided information, PRECEDEX is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
FAM-TRASTUZUMAB DERUXTECAN-NXKI,"The provided drug label for ENHERTU (fam-trastuzumab deruxtecan-nxki) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on other serious side effects such as interstitial lung disease, neutropenia, left ventricular dysfunction, and embryo-fetal toxicity. 
 

 Here is a summary of the key sections reviewed for ototoxicity information:
 

 1. **Warnings and Precautions**:
  - No mention of ototoxicity or auditory risks.
 

 2. **Adverse Reactions**:
  - No specific mention of ototoxicity or auditory risks among the listed adverse reactions.
 

 3. **Clinical Trials Experience**:
  - No reports of ototoxicity or auditory risks in the clinical trials data provided.
 

 4. **Use in Specific Populations**:
  - No mention of ototoxicity or auditory risks in special populations.
 

 5. **Patient Counseling Information**:
  - No advice or warnings related to ototoxicity or auditory risks.
 

 6. **Medication Guide**:
  - No mention of ototoxicity or auditory risks in the patient-directed information.
 

 Based on the provided drug label, there is no information indicating that ENHERTU is associated with or causes ototoxicity or auditory risks.",No,No,1,1,,
