generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
MOSUNETUZUMAB,"The drug label for LUNSUMIO (mosunetuzumab-axgb) does not explicitly mention pulmonary toxicity risks or pulmonary reactions directly associated with the drug itself. However, there are a few references to respiratory symptoms in the context of other adverse reactions:
 

 1. **Cytokine Release Syndrome (CRS)**:
  - **Sentence**: ""Clinical signs and symptoms of CRS included, but were not limited to, fever, chills, hypotension, tachycardia, hypoxia, and headache.""
  - **Summary**: CRS, which can be caused by LUNSUMIO, includes hypoxia as a symptom. Hypoxia is a condition where there is a deficiency in the amount of oxygen reaching the tissues, which can be related to pulmonary function.
 

 2. **Tumor Flare**:
  - **Sentence**: ""Manifestations included new or worsening pleural effusions, localized pain and swelling at the sites of lymphoma lesions, and tumor inflammation.""
  - **Summary**: Tumor flare, which can be caused by LUNSUMIO, includes pleural effusions as a manifestation. Pleural effusion is the buildup of excess fluid between the layers of the pleura outside the lungs, which is a pulmonary reaction.
 

 3. **Medication Guide**:
  - **Sentence**: ""Tell your healthcare provider if you develop any of these signs or symptoms of tumor flare during your treatment with LUNSUMIO: tender or swollen lymph nodes, chest pain, cough, trouble breathing, and pain or swelling at the site of the tumor.""
  - **Summary**: The Medication Guide advises patients to report symptoms of tumor flare, including chest pain, cough, and trouble breathing. These symptoms can be associated with pulmonary reactions, and tumor flare can be caused by LUNSUMIO.
 

 In summary, while the drug label does not explicitly state that LUNSUMIO directly causes pulmonary toxicity, it does indicate that certain adverse reactions associated with the drug, such as CRS and tumor flare, can include pulmonary-related symptoms like hypoxia, pleural effusions, chest pain, cough, and trouble breathing.",Less,No,1,1
ELOTUZUMAB,"The drug label for EMPLICITI (elotuzumab) does not explicitly mention pulmonary toxicity risks or pulmonary reactions directly associated with the drug itself. However, there are references to respiratory-related adverse events in the context of clinical trials and treatment regimens. Here is a summary of the relevant sentences:
 

 1. **Infusion Reactions**:
  - ""The most common symptoms of an infusion reaction included fever, chills, and hypertension. Bradycardia and hypotension also developed during infusions.""
  - **Summary**: This sentence does not directly associate EMPLICITI with pulmonary toxicity but mentions infusion reactions, which can include symptoms like fever and chills that might indirectly affect respiratory function.
 

 2. **ELOQUENT-2 Trial**:
  - ""The most frequent serious adverse reactions in the EMPLICITI arm compared to the control arm were: pneumonia (15% vs. 11%), pyrexia (7% vs. 5%), respiratory tract infection (3.1% vs. 1.3%), anemia (2.8% vs. 1.9%), pulmonary embolism (3.1% vs. 2.5%), and acute renal failure (2.5% vs. 1.9%).""
  - **Summary**: This sentence indicates that pneumonia, respiratory tract infections, and pulmonary embolism were more frequent in the EMPLICITI arm, suggesting an association with these pulmonary risks.
 

 3. **ELOQUENT-3 Trial**:
  - ""The most frequent serious adverse reactions in the EMPLICITI arm compared to the control arm were: pneumonia (13% vs. 11%) and respiratory tract infection (7% vs. 3.6%).""
  - **Summary**: This sentence indicates that pneumonia and respiratory tract infections were more frequent in the EMPLICITI arm, suggesting an association with these pulmonary risks.
 

 4. **Patient Information**:
  - ""People with multiple myeloma who receive EMPLICITI with REVLIMID and dexamethasone or EMPLICITI with POMALYST and dexamethasone may develop infections that can be serious. Tell your healthcare provider right away if you have any signs and symptoms of an infection, including: fever, flu-like symptoms, cough, shortness of breath, burning with urination, a painful skin rash.""
  - **Summary**: This sentence advises patients to report symptoms such as cough and shortness of breath, which are respiratory-related, but it does not directly attribute these symptoms to EMPLICITI itself.
 

 In summary, while the drug label does not explicitly state that EMPLICITI causes pulmonary toxicity, it does indicate an association with increased risks of pneumonia, respiratory tract infections, and pulmonary embolism in clinical trials. Additionally, patients are advised to report respiratory symptoms, which could be indicative of underlying infections or reactions.",Most,Yes,1,1
NEPAFENAC,"The provided drug label for ILEVRO® (nepafenac ophthalmic suspension) does not mention any pulmonary toxicity risks or pulmonary reactions. The label primarily focuses on the ophthalmic use of the drug, its indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and other relevant information related to its use in treating pain and inflammation associated with cataract surgery. There are no sentences in the label that discuss pulmonary toxicity risks or pulmonary reactions associated with this drug.",No,No,1,1
DRONEDARONE,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for MULTAQ (dronedarone):
 

 1. **Sentence:** ""Cases of interstitial lung disease including pneumonitis and pulmonary fibrosis have been reported in patients treated with MULTAQ in the postmarketing setting.""
  - **Summary:** The drug itself (MULTAQ) was associated with cases of interstitial lung disease, including pneumonitis and pulmonary fibrosis, as reported in the postmarketing setting.
 

 2. **Sentence:** ""Onset of dyspnea or non-productive cough may be related to pulmonary toxicity and patients should be carefully evaluated clinically.""
  - **Summary:** The drug itself (MULTAQ) may cause dyspnea or a non-productive cough, which could be related to pulmonary toxicity.
 

 3. **Sentence:** ""If pulmonary toxicity is confirmed, MULTAQ should be discontinued.""
  - **Summary:** If pulmonary toxicity is confirmed, it is recommended to discontinue the drug itself (MULTAQ).
 

 4. **Sentence:** ""Interstitial lung disease including pneumonitis and pulmonary fibrosis have been reported in patients treated with MULTAQ in the postmarketing setting.""
  - **Summary:** The drug itself (MULTAQ) was associated with interstitial lung disease, including pneumonitis and pulmonary fibrosis, as reported in the postmarketing setting.
 

 5. **Sentence:** ""MULTAQ may cause serious side effects, including: Inflammation of the lungs, including scarring and thickening.""
  - **Summary:** The drug itself (MULTAQ) may cause serious side effects, including inflammation of the lungs, scarring, and thickening.
 

 6. **Sentence:** ""Call your healthcare provider if you develop shortness of breath or a dry cough during treatment with MULTAQ.""
  - **Summary:** The drug itself (MULTAQ) may cause shortness of breath or a dry cough, and patients are advised to contact their healthcare provider if these symptoms develop.
 

 In summary, MULTAQ (dronedarone) is associated with pulmonary toxicity risks, including interstitial lung disease, pneumonitis, pulmonary fibrosis, inflammation of the lungs, scarring, and thickening. Patients are advised to be vigilant for symptoms such as dyspnea and non-productive cough, and to discontinue the drug if pulmonary toxicity is confirmed.",Most,Yes,1,1
BENAZEPRIL HYDROCHLORIDE,"The drug label for Lotensin (benazepril hydrochloride) does not explicitly mention pulmonary toxicity risks or pulmonary reactions. The label primarily focuses on other types of adverse reactions, such as angioedema, renal impairment, hypotension, hyperkalemia, and hepatic failure. 
 

 Here is a summary of the relevant sections that might indirectly relate to pulmonary issues, but none of these explicitly state that the drug itself is associated with or causes pulmonary toxicity:
 

 1. **Angioedema and Anaphylactoid Reactions**:
  - ""Angioedema of the face, extremities, lips, tongue, glottis, and/or larynx including some fatal reactions, have occurred in patients treated with Lotensin."" 
  - **Summary**: This indicates that Lotensin can cause angioedema, which may involve the larynx and potentially lead to airway obstruction, but it does not directly mention pulmonary toxicity.
 

 2. **Other Adverse Reactions**:
  - ""Other: Fatigue, asthma, bronchitis, dyspnea, sinusitis, urinary tract infection, frequent urination, infection, arthritis, impotence, alopecia, arthralgia, myalgia, asthenia, sweating.""
  - **Summary**: This lists dyspnea (difficulty breathing) and asthma as adverse reactions, but it does not specify that these are caused by pulmonary toxicity directly related to Lotensin.
 

 In conclusion, the drug label does not provide specific information on pulmonary toxicity risks or reactions directly caused by Lotensin. The closest related adverse reactions mentioned are angioedema involving the larynx and general respiratory issues like dyspnea and asthma, but these are not explicitly linked to pulmonary toxicity.",No,No,1,1
SUCCIMER,"The drug label for NEPHROSCAN™ does not explicitly mention any pulmonary toxicity risks or pulmonary reactions. The provided text does not include any sentences that discuss pulmonary toxicity or reactions associated with the drug. Therefore, there are no statements to summarize regarding pulmonary risks or reactions for this drug.",No,No,1,1
REMIFENTANIL HYDROCHLORIDE,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for Ultiva (remifentanil hydrochloride):
 

 1. **Life-Threatening Respiratory Depression**:
  - **Sentence**: ""Serious, life-threatening, or fatal respiratory depression may occur with use of ULTIVA, especially during initiation or following a dosage increase.""
  - **Summary**: The drug itself is associated with the risk of serious, life-threatening, or fatal respiratory depression.
 

 2. **Risks from Use as Postoperative Analgesia with Concomitant Benzodiazepines or Other CNS Depressants**:
  - **Sentence**: ""Hypotension, profound sedation, respiratory depression, coma, and death may result from the concomitant use of ULTIVA with benzodiazepines and/or other CNS depressants, including alcohol.""
  - **Summary**: The drug itself, when used with benzodiazepines or other CNS depressants, is associated with the risk of respiratory depression.
 

 3. **Respiration**:
  - **Sentence**: ""ULTIVA depresses respiration in a dose-related fashion.""
  - **Summary**: The drug itself is associated with dose-related respiratory depression.
 

 4. **Respiration**:
  - **Sentence**: ""Unlike other fentanyl analogs, the duration of action of ULTIVA at a given dose does not increase with increasing duration of administration, due to lack of drug accumulation.""
  - **Summary**: The drug itself does not cause prolonged respiratory depression with increasing duration of administration.
 

 5. **Respiration**:
  - **Sentence**: ""When ULTIVA and alfentanil were dosed to equal levels of respiratory depression, recovery of respiratory drive after 3-hour infusions was more rapid and less variable with ULTIVA.""
  - **Summary**: The drug itself is associated with respiratory depression, but recovery is more rapid compared to alfentanil.
 

 6. **Respiration**:
  - **Sentence**: ""Spontaneous respiration occurs at blood concentrations of 4 to 5 ng/mL in the absence of other anesthetic agents; for example, after discontinuation of a 0.25 mcg/kg/min infusion of remifentanil, these blood concentrations would be reached in 2 to 4 minutes.""
  - **Summary**: The drug itself allows for the return of spontaneous respiration after discontinuation.
 

 7. **Respiration**:
  - **Sentence**: ""In patients undergoing general anesthesia, the rate of respiratory recovery depends upon the concurrent anesthetic; N2O < propofol < isoflurane.""
  - **Summary**: The drug itself is associated with respiratory recovery rates that vary depending on the concurrent anesthetic used.
 

 8. **Respiration**:
  - **Sentence**: ""There was no case of remifentanil-induced delayed respiratory depression occurring more than 30 minutes after discontinuation of remifentanil.""
  - **Summary**: The drug itself is not associated with delayed respiratory depression beyond 30 minutes after discontinuation.
 

 9. **Respiration**:
  - **Sentence**: ""In a double-blind, randomized study, administration of morphine sulfate (0.15 mg/kg) intravenously 20 minutes before the anticipated end of surgery to 98 patients did not delay recovery of respiratory drive in patients undergoing major surgery with remifentanil-propofol total IV anesthesia.""
  - **Summary**: The drug itself, when used with morphine sulfate, does not delay recovery of respiratory drive.
 

 10. **Respiration**:
  - **Sentence**: ""In patients receiving ULTIVA and nitrous oxide anesthesia, cerebrovascular reactivity to carbon dioxide remained intact.""
  - **Summary**: The drug itself does not impair cerebrovascular reactivity to carbon dioxide.
 

 11. **Respiration**:
  - **Sentence**: ""In humans, no epileptiform activity was seen on the EEG (n = 44) at remifentanil doses up to 8 mcg/kg/min.""
  - **Summary**: The drug itself does not cause epileptiform activity at doses up to 8 mcg/kg/min.
 

 12. **Respiration**:
  - **Sentence**: ""The pharmacodynamics of ULTIVA (ventilatory response to hypercarbia) are unaltered in patients with end stage renal disease (creatinine clearance < 10 mL/min).""
  - **Summary**: The drug itself does not alter the ventilatory response to hypercarbia in patients with end-stage renal disease.
 

 13. **Respiration**:
  - **Sentence**: ""The pharmacodynamics of ULTIVA (ventilatory response to hypercarbia) are unaltered in patients with severe hepatic dysfunction awaiting liver transplant.""
  - **Summary**: The drug itself does not alter the ventilatory response to hypercarbia in patients with severe hepatic dysfunction.
 

 14. **Respiration**:
  - **Sentence**: ""In the ULTIVA group, median time from discontinuation of anesthesia to spontaneous purposeful movement was 6.5 minutes (range, 1 to 13 minutes) and median time to extubation was 8.5 minutes (range, 1 to 14 minutes).""
  - **Summary**: The drug itself allows for a rapid return to spontaneous purposeful movement and extubation after discontinuation.
 

 15. **Respiration**:
  - **Sentence**: ""No pediatric patients receiving ULTIVA required naloxone during the immediate postoperative recovery period.""
  - **Summary**: The drug itself did not necessitate the use of naloxone for respiratory depression in pediatric patients during the immediate postoperative recovery period.
 

 16. **Respiration**:
  - **Sentence**: ""In the dose-finding studies, the use of bolus doses of ULTIVA and incremental infusion rate increases ≥ 0.05 mcg/kg/min led to respiratory depression and muscle rigidity.""
  - **Summary**: The drug itself, when administered in bolus doses or with incremental infusion rate increases, is associated with respiratory depression and muscle rigidity.
 

 17. **Respiration**:
  - **Sentence**: ""In two efficacy studies, ULTIVA 0.1 mcg/kg/min was started immediately after discontinuing anesthesia. Incremental infusion rate increases of 0.025 mcg/kg/min every 5 minutes were given to treat moderate to severe postoperative pain.""
  - **Summary**: The drug itself, when administered at 0.1 mcg/kg/min with incremental increases, is used to manage postoperative pain but is associated with respiratory depression.
 

 18. **Respiration**:
  - **Sentence**: ""In Study 1, 50% decreases in infusion rate were made if respiratory rate decreased below 12 breaths/min and in Study 2, the same decreases were made if respiratory rate was below 8 breaths/min.""
  - **Summary**: The drug itself requires careful monitoring and adjustment to prevent respiratory depression.
 

 19. **Respiration**:
  - **Sentence**: ""With this difference in criteria for infusion rate decrease, the incidence of respiratory depression was lower in Study 1 (4%) than in Study 2 (12%).""
  - **Summary**: The drug itself is associated with a variable incidence of respiratory depression depending on the criteria for infusion rate adjustment.
 

 20. **Respiration**:
  - **Sentence**: ""In both studies, ULTIVA provided effective analgesia (no or mild pain with respiratory rate ≥ 8 breaths/min) in approximately 60% of patients at mean final infusion rates of 0.1 to 0.125 mcg/kg/min.""
  - **Summary**: The drug itself provides effective analgesia while maintaining an adequate respiratory rate in most patients.
 

 21. **Respiration**:
  - **Sentence**: ""Respiratory depression occurred in 12% of patients receiving ULTIVA compared to 4% of morphine patients.""
  - **Summary**: The drug itself is associated with a higher incidence of respiratory depression compared to morphine.
 

 22. **Respiration**:
  - **Sentence**: ""For patients who received ULTIVA, morphine sulfate (0.15 mg/kg) was administered in divided doses 5 and 10 minutes before discontinuing ULTIVA.""
  - **Summary**: The drug itself requires careful management with morphine sulfate to prevent respiratory depression.
 

 23. **Respiration**:
  - **Sentence**: ""Within 30 minutes after discontinuation of ULTIVA, the percentage of patients with effective analgesia decreased to 34%.""
  - **Summary**: The drug itself has a rapid offset of analgesic effect, necessitating alternative analgesics to maintain pain control without causing respiratory depression.
 

 24. **Respiration**:
  - **Sentence**: ""Titration of ULTIVA resulted in prompt resolution of respiratory depression (median 3 minutes, range 0 to 6 minutes).""
  - **Summary**: The drug itself allows for rapid resolution of respiratory depression with appropriate titration.
 

 25. **Respiration**:
  - **Sentence**: ""The final mean infusion rate of ULTIVA was 0.12 mcg/kg/min (range 0.03 to 0.3) for the group receiving ULTIVA alone and 0.07 mcg/kg/min (range 0.02 to 0.2) for the group receiving ULTIVA/midazolam.""
  - **Summary**: The drug itself, when titrated appropriately, can be managed to minimize respiratory depression.
 

 26. **Respiration**:
  - **Sentence",Less,No,3,3
FLUCYTOSINE,"The drug label for ANCOBON (flucytosine) mentions pulmonary toxicity risks and pulmonary reactions in the following sentences:
 

 1. **""Limited trials in pulmonary infections justify the use of flucytosine.""**
  - **Summary:** This sentence indicates that flucytosine has been used in limited trials for pulmonary infections, but it does not associate the drug with causing pulmonary toxicity.
 

 2. **""Cryptococcus: Meningitis and pulmonary infections have been treated effectively.""**
  - **Summary:** This sentence states that flucytosine has been effective in treating pulmonary infections caused by Cryptococcus, without associating the drug with causing pulmonary toxicity.
 

 3. **""Respiratory: Respiratory arrest, chest pain, dyspnea.""**
  - **Summary:** This sentence lists respiratory arrest, chest pain, and dyspnea as adverse reactions that have occurred during treatment with ANCOBON, indicating that the drug itself is associated with these pulmonary risks.
 

 In summary, the drug label mentions that flucytosine has been used effectively in treating pulmonary infections but also lists respiratory arrest, chest pain, and dyspnea as potential adverse reactions associated with the drug.",Most,Yes,2,2
BIVALIRUDIN,"The drug label for Bivalirudin RTU Injection mentions pulmonary toxicity risks and pulmonary reactions in the following context:
 

 1. **Postmarketing Experience**:
  - **Sentence**: ""The following adverse reactions have been identified during post-approval use of bivalirudin: fatal bleeding; hypersensitivity and allergic reactions including reports of anaphylaxis; lack of anticoagulant effect; thrombus formation during PCI with and without intracoronary brachytherapy, including reports of fatal outcomes; pulmonary hemorrhage; cardiac tamponade; and INR increased.""
  - **Summary**: Pulmonary hemorrhage has been identified as an adverse reaction during post-approval use of bivalirudin. This indicates that the drug itself has been associated with pulmonary hemorrhage.
 

 No other sentences in the drug label discuss pulmonary toxicity risks or pulmonary reactions.",Less,Yes,1,1
CROFELEMER,"The drug label for MYTESI (crofelemer) does not mention any pulmonary toxicity risks or pulmonary reactions. The label primarily focuses on the drug's indication for non-infectious diarrhea in HIV/AIDS patients on anti-retroviral therapy, dosage and administration, contraindications, warnings and precautions, adverse reactions, drug interactions, use in specific populations, and clinical pharmacology. There are no sentences in the provided drug label that discuss pulmonary toxicity risks or pulmonary reactions associated with MYTESI.",No,No,1,1
