generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
LOVASTATIN,"The provided drug label for Altoprev (lovastatin extended-release) does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The sections of the label that discuss adverse reactions, warnings, and precautions do not include any information about ototoxicity or hearing-related side effects. 
 

 Here is a summary of the relevant sections that typically would include such information if it were present:
 

 1. **Adverse Reactions (Section 6)**:
  - This section lists various adverse reactions observed in clinical trials and postmarketing experiences, but there is no mention of ototoxicity or auditory risks.
 

 2. **Warnings and Precautions (Section 5)**:
  - This section includes warnings about myopathy, rhabdomyolysis, immune-mediated necrotizing myopathy, hepatic dysfunction, and increases in HbA1c and fasting serum glucose levels. There is no mention of ototoxicity or auditory risks.
 

 3. **Postmarketing Experience (Section 6.2)**:
  - This section lists adverse reactions reported after the drug was marketed, including muscle cramps, myopathy, rhabdomyolysis, cognitive impairment, and hypersensitivity reactions. However, it does not mention ototoxicity or auditory risks.
 

 4. **Clinical Pharmacology (Section 12)**:
  - This section describes the mechanism of action, pharmacodynamics, and pharmacokinetics of the drug. It does not mention ototoxicity or auditory risks.
 

 5. **Use in Specific Populations (Section 8)**:
  - This section discusses the use of the drug in pregnant women, lactating women, pediatric patients, geriatric patients, and patients with renal or hepatic impairment. There is no mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label for Altoprev does not associate the drug with ototoxicity or auditory risks. There are no mentions or warnings about ototoxic reactions in any part of the label.",No,No,1,1
LAMIVUDINE,"The drug label for EPIVIR-HBV (lamivudine) does not explicitly discuss ototoxicity, auditory risks, or ototoxic reactions. However, it does mention ear, nose, and throat infections as common adverse reactions. Here is a summary of the relevant parts:
 

 1. **Adverse Reactions (Section 6.1)**:
  - **Clinical Trials Experience in Adult Subjects with Chronic HBV Infection**:
  - ""The most common reported adverse reactions in those receiving EPIVIR-HBV (incidence greater than or equal to 10% and reported at a rate greater than placebo) were ear, nose, and throat infections; sore throat; and diarrhea.""
  - **Summary**: Ear, nose, and throat infections were common adverse reactions, but the label does not specify that these infections were caused by the drug itself or that they are related to ototoxicity.
 

 2. **Table 2. Clinical Adverse Reactions Reported in Greater than or Equal to 10% of Subjects Who Received EPIVIR-HBV for 52 to 68 Weeks and at an Incidence Greater than Placebo (Trials 1-3)**:
  - ""Ear, nose, and throat infections: 25% (EPIVIR-HBV) vs. 21% (Placebo)""
  - **Summary**: Ear, nose, and throat infections were reported more frequently in subjects receiving EPIVIR-HBV compared to placebo, but the label does not indicate that these infections were caused by the drug or that they are related to ototoxicity.
 

 In conclusion, the drug label mentions ear, nose, and throat infections as common adverse reactions but does not provide evidence or specify that EPIVIR-HBV causes ototoxicity or auditory risks.",No,No,3,2
ROMIDEPSIN,"The provided drug label for ISTODAX (romidepsin) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on other adverse reactions, such as myelosuppression, infections, electrocardiographic changes, tumor lysis syndrome, and embryo-fetal toxicity. 
 

 Here is a summary of the relevant sections that were reviewed for ototoxicity information:
 

 1. **Warnings and Precautions**:
  - **Myelosuppression**: Discusses risks related to blood counts.
  - **Infections**: Mentions risks of serious infections.
  - **Electrocardiographic Changes**: Focuses on heart-related risks.
  - **Tumor Lysis Syndrome**: Describes risks related to the rapid breakdown of cancer cells.
  - **Embryo-Fetal Toxicity**: Highlights risks to fetal development.
 

 2. **Adverse Reactions**:
  - Lists common adverse reactions such as nausea, fatigue, infections, vomiting, anorexia, and others, but does not mention ototoxicity or auditory risks.
 

 3. **Clinical Trials Experience**:
  - Provides detailed adverse reaction data from clinical trials but does not include any mention of ototoxicity or auditory risks.
 

 4. **Patient Counseling Information**:
  - Advises patients on various risks and side effects but does not include information on ototoxicity or auditory risks.
 

 5. **Use in Specific Populations**:
  - Discusses risks for pregnant women, lactating women, pediatric use, geriatric use, and patients with hepatic impairment, but does not mention ototoxicity.
 

 6. **Nonclinical Toxicology**:
  - Focuses on carcinogenesis, mutagenesis, and impairment of fertility, with no mention of ototoxicity.
 

 Based on the provided drug label, there is no information indicating that ISTODAX (romidepsin) is associated with or causes ototoxicity or auditory risks.",No,No,1,1
NORTRIPTYLINE HYDROCHLORIDE,"The drug label for Pamelor (nortriptyline HCl) does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. Here is a summary of the relevant sections that might indirectly relate to auditory issues, but none of them directly associate the drug with ototoxicity:
 

 1. **Adverse Reactions - Neurologic**:
  - **Tinnitus**: The label lists tinnitus (ringing in the ears) as a possible adverse reaction. This indicates that the drug itself is associated with this auditory issue.
 

 2. **Overdosage - Manifestations**:
  - **Transient visual hallucinations**: While this section mentions visual hallucinations, it does not directly relate to auditory risks or ototoxicity. Therefore, it does not associate the drug with ototoxicity.
 

 3. **Warnings - Serotonin Syndrome**:
  - **Symptoms may include mental status changes, autonomic instability, neuromuscular changes, seizures, and/or gastrointestinal symptoms**: This section does not mention auditory risks or ototoxicity. Thus, it does not associate the drug with ototoxicity.
 

 4. **Adverse Reactions - Psychiatric**:
  - **Confusional states, hallucinations, disorientation, delusions**: This section mentions psychiatric symptoms but does not specifically address auditory risks or ototoxicity. Therefore, it does not associate the drug with ototoxicity.
 

 In summary, the only mention of an auditory issue is tinnitus, which is listed as a possible adverse reaction, indicating that the drug itself is associated with this specific auditory issue. There are no other mentions of ototoxicity or auditory risks directly linked to the use of Pamelor in the provided drug label.",Less,Yes,1,1
AZITHROMYCIN DIHYDRATE,"The drug label for Zithromax (azithromycin) includes several mentions of ototoxicity and auditory risks. Here is a summary of those parts:
 

 1. **Section 6.2 Postmarketing Experience:**
  - **Sentence:** ""Hearing disturbances including hearing loss, deafness and/or tinnitus, and reports of taste/smell perversion and/or loss.""
  - **Summary:** The drug itself was associated with hearing disturbances, including hearing loss, deafness, and tinnitus, as reported during the postmarketing period.
 

 2. **Section 7.1 Nelfinavir:**
  - **Sentence:** ""Close monitoring for known adverse reactions of azithromycin, such as liver enzyme abnormalities and hearing impairment, is warranted.""
  - **Summary:** The drug itself was associated with hearing impairment, necessitating close monitoring when co-administered with nelfinavir.
 

 3. **Section 12.3 Pharmacokinetics:**
  - **Sentence:** ""Hearing disturbances including hearing loss, deafness and/or tinnitus, and reports of taste/smell perversion and/or loss.""
  - **Summary:** The drug itself was associated with hearing disturbances, including hearing loss, deafness, and tinnitus, as reported during the postmarketing period.
 

 In summary, the drug label indicates that Zithromax (azithromycin) itself is associated with ototoxicity risks, including hearing loss, deafness, and tinnitus, based on postmarketing reports and the need for close monitoring when used with certain other medications.",Most,Yes,1,1
POMALIDOMIDE,"The provided drug label for POMALYST (pomalidomide) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the label that discuss these specific adverse effects. Therefore, based on the information provided in the drug label, POMALYST is not associated with or known to cause ototoxicity or auditory risks.",No,No,1,1
FOSCARNET SODIUM,"The provided drug label for FOSCAVIR (foscarnet sodium) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on renal impairment, electrolyte imbalances, seizures, and other adverse effects. 
 

 Here is a summary of the key sections of the drug label, highlighting the major toxicities and adverse reactions associated with FOSCAVIR:
 

 1. **Warning Section**:
  - **Renal Impairment**: The major toxicity of FOSCAVIR is renal impairment, necessitating frequent monitoring of serum creatinine and dose adjustments.
  - **Seizures**: Seizures related to alterations in plasma minerals and electrolytes have been associated with FOSCAVIR treatment.
 

 2. **Adverse Reactions**:
  - **Renal Impairment**: Approximately 33% of patients developed significant renal impairment.
  - **Electrolyte Imbalances**: Changes in serum electrolytes, including hypocalcemia, hypophosphatemia, hyperphosphatemia, hypomagnesemia, and hypokalemia, have been associated with FOSCAVIR.
  - **Seizures**: FOSCAVIR treatment was associated with seizures in 10% of patients in initial controlled studies.
 

 3. **Clinical Trials**:
  - **CMV Retinitis**: FOSCAVIR was shown to delay the progression of CMV retinitis in patients with AIDS.
  - **Relapsed CMV Retinitis**: Combination therapy with FOSCAVIR and ganciclovir showed a longer median time to retinitis progression compared to monotherapy.
 

 4. **Precautions**:
  - **General**: Care must be taken to infuse FOSCAVIR solutions only into veins with adequate blood flow to avoid local irritation.
  - **Hematopoietic System**: Anemia and granulocytopenia have been reported in patients receiving FOSCAVIR.
 

 5. **Dosage and Administration**:
  - **Hydration**: Adequate hydration is recommended to minimize renal toxicity.
  - **Dose Adjustment**: Doses must be individualized based on renal function.
 

 6. **Patient Monitoring**:
  - **Renal Function**: Creatinine clearance should be monitored at baseline and during therapy.
  - **Electrolytes**: Serum calcium, magnesium, potassium, and phosphorus levels should be monitored closely.
 

 Given the absence of specific mentions of ototoxicity or auditory risks in the provided drug label, it can be concluded that the label does not associate FOSCAVIR with ototoxicity or auditory risks.",No,No,1,1
MICONAZOLE NITRATE,"The drug label for Miconazole Nitrate Vaginal Suppositories USP, 200 mg does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific concerns. Therefore, it can be concluded that the drug itself is not associated with or known to cause ototoxicity or auditory risks based on the information provided in the label.",No,No,1,1
LOSARTAN,"The drug label for Losartan Potassium Tablets does not explicitly mention ototoxicity or auditory risks. However, it does list some adverse reactions related to the ear and auditory system. Here is a summary of the relevant parts:
 

 1. **Clinical Trials Experience (Section 6.1)**
  - **Ear and labyrinth disorders:** Vertigo, tinnitus.
  - **Summary:** Vertigo and tinnitus were reported as adverse reactions. The label does not explicitly state that losartan itself caused these conditions, but they were observed in patients taking the drug.
 

 2. **Postmarketing Experience (Section 6.2)**
  - **Nervous system disorders:** Dysgeusia.
  - **Summary:** Dysgeusia (distortion of the sense of taste) is mentioned, but this is not directly related to auditory risks or ototoxicity. There is no mention of ototoxicity or auditory risks in the postmarketing experience section.
 

 In conclusion, while vertigo and tinnitus are listed as adverse reactions, the label does not explicitly state that losartan itself caused these conditions. There is no direct mention of ototoxicity or auditory risks associated with the drug.",Less,No,1,1
MARALIXIBAT CHLORIDE,"The provided drug label for LIVMARLI (maralixibat) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on hepatotoxicity, gastrointestinal adverse reactions, fat-soluble vitamin deficiency, and other side effects such as bone fractures and bleeding. 
 

 Here is a summary of the key sections and their relevance to ototoxicity:
 

 1. **Warnings and Precautions (Section 5)**:
  - **Hepatotoxicity (5.1)**: Discusses liver injury risks but does not mention ototoxicity.
  - **Gastrointestinal Adverse Reactions (5.2)**: Focuses on gastrointestinal issues, not auditory risks.
  - **Fat Soluble Vitamin (FSV) Deficiency (5.3)**: Mentions vitamin deficiencies and related complications but does not address ototoxicity.
 

 2. **Adverse Reactions (Section 6)**:
  - **Clinical Trials Experience (6.1)**: Lists common adverse reactions such as diarrhea, abdominal pain, vomiting, and liver test abnormalities. No mention of ototoxicity or auditory risks.
  - **Postmarketing Experience (6.2)**: Reports adverse reactions identified during post-approval use, including gastrointestinal disorders and general disorders, but does not include ototoxicity.
 

 3. **Drug Interactions (Section 7)**:
  - Discusses interactions with bile acid binding resins and OATP2B1 substrates but does not mention any auditory risks or ototoxic reactions.
 

 4. **Use in Specific Populations (Section 8)**:
  - Covers pregnancy, lactation, pediatric use, geriatric use, and hepatic impairment without mentioning ototoxicity.
 

 5. **Clinical Studies (Section 14)**:
  - Describes the efficacy of LIVMARLI in treating cholestatic pruritus in Alagille syndrome and progressive familial intrahepatic cholestasis, with no reference to ototoxicity.
 

 6. **Patient Counseling Information (Section 17)**:
  - Advises patients on administration, storage, and potential side effects, focusing on liver injury, gastrointestinal issues, and vitamin deficiencies, but does not mention ototoxicity.
 

 In summary, the drug label for LIVMARLI does not associate the drug with ototoxicity or auditory risks. There are no mentions of ototoxic reactions caused by the drug in any of the sections reviewed.",No,No,1,1
SODIUM FLUORIDE F-18,"The drug label for Sodium Fluoride F 18 Injection does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific adverse effects. Therefore, based on the information provided in the drug label, Sodium Fluoride F 18 Injection is not associated with or known to cause ototoxicity or auditory risks.",No,No,1,1
INSULIN DEGLUDEC,"The drug label for TRESIBA (insulin degludec) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific adverse effects. Therefore, TRESIBA is not associated with or reported to cause ototoxicity or auditory risks based on the information provided in the drug label.",No,No,1,1
TIVOZANIB,"The provided drug label for FOTIVDA (tivozanib) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various adverse reactions, warnings, precautions, and other safety information, but there is no specific reference to any ototoxic effects or risks related to hearing or auditory function associated with the use of FOTIVDA. 
 

 Therefore, based on the provided drug label, FOTIVDA is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
EPIRUBICIN HYDROCHLORIDE,"The drug label for ELLENCE (epirubicin hydrochloride injection) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The provided text includes detailed information on various adverse reactions, warnings, precautions, and clinical pharmacology, but there is no specific reference to ototoxicity or auditory risks associated with the use of ELLENCE.
 

 To summarize:
 

 - **Cardiac Toxicity**: The label discusses risks of myocardial damage and cardiomyopathy but does not mention ototoxicity.
 - **Secondary Malignancies**: The label mentions risks of secondary acute myelogenous leukemia (AML) and myelodysplastic syndrome (MDS) but does not mention ototoxicity.
 - **Extravasation and Tissue Necrosis**: The label discusses risks of severe local tissue injury and necrosis but does not mention ototoxicity.
 - **Severe Myelosuppression**: The label discusses risks of severe myelosuppression but does not mention ototoxicity.
 - **Other Adverse Reactions**: The label lists various adverse reactions such as leukopenia, neutropenia, anemia, thrombocytopenia, amenorrhea, lethargy, nausea/vomiting, mucositis, diarrhea, infection, conjunctivitis/keratitis, alopecia, local skin toxicity, and rash/itch, but does not mention ototoxicity.
 

 In conclusion, the drug label for ELLENCE does not associate the drug with ototoxicity or auditory risks.",No,No,1,1
OCTREOTIDE,"The drug label for MYCAPSSA (octreotide) does not explicitly mention ototoxicity or auditory risks in the sections provided. However, there is a mention of an adverse reaction related to the ear and labyrinth in the postmarketing experience section:
 

 1. **Postmarketing Experience (Section 6.3)**:
  - **Sentence**: ""The following adverse reactions have been identified during the post-approval use of octreotide acetate. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal relationship to drug exposure.""
  - **Summary**: This sentence indicates that the adverse reactions listed are from post-approval use and are reported voluntarily, making it difficult to establish a direct causal relationship to the drug.
  - **Sentence**: ""Ear and labyrinth: deafness""
  - **Summary**: This sentence lists ""deafness"" as an adverse reaction identified during post-approval use of octreotide acetate. It implies that there have been reports of deafness associated with the drug, but it does not confirm a direct causal relationship.
 

 In summary, the drug label mentions ""deafness"" as an adverse reaction reported during post-approval use of octreotide acetate, but it does not confirm that the drug itself directly causes ototoxicity or auditory risks. The relationship is noted as part of voluntary reports, which means the causality is not definitively established.",Less,Yes,3,1
KIT FOR THE PREPARATION OF GALLIUM GA 68 GOZETOTIDE INJECTION,"The provided drug label for ILLUCCIX does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the preparation, administration, indications, dosage, safety precautions, and potential adverse reactions of Gallium Ga 68 Gozetotide Injection, but it does not include any information related to ototoxicity or auditory risks. Therefore, there are no sentences to summarize regarding ototoxicity or auditory risks associated with this drug.",No,No,1,1
OXYMETAZOLINE HYDROCHLORIDE OPHTHALMIC,"The drug label for UPNEEQ (oxymetazoline hydrochloride ophthalmic solution) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, use in specific populations, overdosage, description, clinical pharmacology, nonclinical toxicology, clinical studies, and storage and handling instructions. 
 

 To summarize:
 

 1. **Indications and Usage**: UPNEEQ is indicated for the treatment of acquired blepharoptosis in adults.
 2. **Dosage and Administration**: Instructions on how to administer the drug, including removing contact lenses before use and waiting 15 minutes before reinserting them.
 3. **Dosage Forms and Strengths**: Describes the formulation of the drug.
 4. **Contraindications**: None listed.
 5. **Warnings and Precautions**: Discusses potential impacts on cardiovascular disease, risk of angle closure glaucoma, and other conditions but does not mention ototoxicity.
 6. **Adverse Reactions**: Lists common adverse reactions such as punctate keratitis, conjunctival hyperemia, dry eye, blurred vision, instillation site pain, eye irritation, and headache, but no mention of ototoxicity.
 7. **Drug Interactions**: Advises caution with anti-hypertensives, cardiac glycosides, and MAO inhibitors but does not mention auditory risks.
 8. **Use in Specific Populations**: Discusses use in pregnancy, lactation, pediatric, and geriatric populations without mentioning ototoxicity.
 9. **Overdosage**: Describes symptoms of accidental oral ingestion but does not mention ototoxicity.
 10. **Description**: Provides the chemical composition and formulation details.
 11. **Clinical Pharmacology**: Explains the mechanism of action, pharmacodynamics, and pharmacokinetics without mentioning ototoxicity.
 12. **Nonclinical Toxicology**: Discusses carcinogenesis, mutagenesis, and impairment of fertility without mentioning ototoxicity.
 13. **Clinical Studies**: Summarizes the clinical trials conducted to evaluate the drug's efficacy.
 14. **How Supplied/Storage and Handling**: Provides information on packaging, storage, and handling.
 15. **Patient Counseling Information**: Advises patients on when to seek medical care and how to administer the drug but does not mention ototoxicity.
 

 In conclusion, the drug label for UPNEEQ does not associate the drug with ototoxicity or auditory risks.",No,No,1,1
RUCAPARIB,"The provided drug label for Rubraca (rucaparib) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences within the label that discuss these specific adverse effects. Therefore, based on the provided information, Rubraca is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
CALCITRIOL 0.25 MCG,"The provided drug label for Calcitriol capsules does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects such as the drug's description, clinical pharmacology, indications, contraindications, warnings, precautions, adverse reactions, overdosage, dosage and administration, and storage information. However, there is no specific information or mention of ototoxicity or auditory risks associated with the use of Calcitriol capsules.",No,No,1,1
MEGESTROL ACETATE,"The provided drug label for MEGACE ES (megestrol acetate oral suspension) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The sections of the label that discuss adverse reactions, clinical pharmacology, and other safety information do not include any references to hearing loss, tinnitus, or other auditory issues. Therefore, based on the provided label, there is no indication that MEGACE ES is associated with or causes ototoxicity or auditory risks.",No,No,1,1
TACROLIMUS,"The drug label for ENVARSUS XR (tacrolimus extended-release tablets) includes the following information related to ototoxicity and auditory risks:
 

 1. **Postmarketing Experience**:
  - **Ear Disorders**: The label mentions ""hearing loss including deafness"" as an adverse reaction reported from marketing experience with tacrolimus. This indicates that the drug itself has been associated with or caused hearing loss and deafness in some cases.
 

 In summary, the drug label indicates that tacrolimus, the active ingredient in ENVARSUS XR, has been associated with or caused hearing loss, including deafness, based on postmarketing reports.",Most,Yes,1,1
MOEXIPRIL HYDROCHLORIDE,"The drug label for Univasc (moexipril hydrochloride) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The detailed sections on adverse reactions, warnings, and precautions do not include any references to hearing loss, tinnitus, or other auditory issues. Therefore, based on the provided drug label, there is no indication that Univasc is associated with or causes ototoxicity or auditory risks.",No,No,1,1
VERTEPORFIN FOR INJECTION,"The drug label for VISUDYNE (verteporfin for injection) mentions auditory risks and ototoxic reactions in the following sections:
 

 1. **Adverse Reactions (Section 6.1 Clinical Trials Experience)**
  - **Special Senses:**
  - ""Decreased hearing"" was reported more frequently with VISUDYNE therapy than with placebo therapy and occurred in 1%-10% of patients.
  - **Summary:** Decreased hearing was associated with VISUDYNE therapy.
 

 2. **Adverse Reactions (Section 6.1 Clinical Trials Experience)**
  - **Special Senses:**
  - ""Diplopia"" (double vision) and ""lacrimation disorder"" (tear production issues) were also reported more frequently with VISUDYNE therapy than with placebo therapy and occurred in 1%-10% of patients.
  - **Summary:** While these are not directly related to ototoxicity, they are sensory disturbances associated with VISUDYNE therapy.
 

 3. **Adverse Reactions (Section 6.1 Clinical Trials Experience)**
  - **Non-ocular Events:**
  - ""Anaphylactic reaction during or following infusion"" was reported, which could potentially include symptoms affecting the auditory system.
  - **Summary:** Anaphylactic reactions, which could potentially affect the auditory system, were associated with VISUDYNE therapy.
 

 In summary, the drug label indicates that decreased hearing was associated with VISUDYNE therapy, occurring in 1%-10% of patients. Other sensory disturbances such as diplopia and lacrimation disorder were also reported but are not directly related to ototoxicity. Anaphylactic reactions, which could potentially include auditory symptoms, were associated with the drug.",Less,Yes,1,1
CABOTEGRAVIR,"The provided drug label for APRETUDE (cabotegravir extended-release injectable suspension) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's use for HIV-1 pre-exposure prophylaxis (PrEP), its administration, dosage, contraindications, warnings, precautions, adverse reactions, and other relevant clinical and pharmacological information. 
 

 To summarize, there are no sections or sentences in the drug label that discuss ototoxicity or auditory risks associated with APRETUDE.",No,No,1,1
0.12% CHLORHEXIDINE GLUCONATE,"The provided drug label for Chlorhexidine Gluconate Oral Rinse does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily discusses the drug's indications, pharmacology, contraindications, warnings, precautions, adverse reactions, and dosage instructions, but there is no specific information related to ototoxicity or auditory risks associated with the use of this drug.",No,No,1,1
