generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score,issue_with_summaries,
HYDROCODONE BITARTRATE,"The drug label for HYSINGLA® ER (hydrocodone bitartrate) mentions several dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **Warnings and Precautions (Section 5.13)**
  - **Gastrointestinal Obstruction, Dysphagia, and Choking**: In the clinical studies, 11 out of 2476 subjects reported difficulty swallowing HYSINGLA ER, which included esophageal obstruction, dysphagia, and choking. This indicates that the drug itself was associated with these reactions.
 

 2. **Adverse Reactions (Section 6.1)**
  - **Most Common Adverse Reactions**: The most common treatment-emergent adverse events (incidence ≥ 5%) include pruritus (itching). This indicates that the drug itself was associated with causing pruritus.
  - **Common Adverse Reactions (≥1% to <5%)**: The common adverse reactions reported by patients treated with HYSINGLA ER in the chronic pain clinical trials include rash and hyperhidrosis (excessive sweating). This indicates that the drug itself was associated with causing rash and hyperhidrosis.
  - **Less Common Adverse Reactions (<1%)**: Other less common adverse reactions include flushing. This indicates that the drug itself was associated with causing flushing.
 

 3. **Postmarketing Experience (Section 6.2)**
  - **Hyperalgesia and Allodynia**: Cases of hyperalgesia (increased sensitivity to pain) and allodynia (pain from ordinarily non-painful stimuli) have been reported with opioid therapy of any duration. This indicates that the drug itself was associated with causing hyperalgesia and allodynia.
 

 In summary, HYSINGLA ER has been associated with several dermatological and cutaneous reactions, including pruritus, rash, hyperhidrosis, flushing, hyperalgesia, and allodynia. These reactions were either observed in clinical trials or reported postmarketing, indicating a direct association with the drug.",Less,Yes,1,1,,
DIAZEPAM INTENSOL,"The drug label for Diazepam Intensol™ Oral Solution mentions dermatological and cutaneous risks and reactions in the following sections:
 

 1. **Adverse Reactions - Skin and Appendages**:
  - **Sentence**: ""Skin reactions""
  - **Summary**: The drug itself is associated with causing skin reactions.
 

 2. **Adverse Reactions - Postmarketing Experience**:
  - **Sentence**: ""There have been reports of falls and fractures in benzodiazepine users. The risk is increased in those taking concomitant sedatives (including alcohol), and in the elderly.""
  - **Summary**: This sentence does not directly discuss dermatological risks but mentions falls and fractures, which are not dermatological reactions.
 

 3. **Drug Abuse and Dependence - Abuse**:
  - **Sentence**: ""The following adverse reactions have occurred with benzodiazepine abuse and/or misuse: ... formication...""
  - **Summary**: The drug itself, when abused or misused, is associated with causing formication, a sensation that resembles insects crawling on or under the skin.
 

 In summary, the drug label indicates that Diazepam Intensol™ Oral Solution is associated with causing skin reactions and formication when abused or misused.",Less,Yes,1,1,,
EPLONTERSEN,"The drug label for WAINUA (eplontersen) includes the following information related to dermatological and cutaneous risks and reactions:
 

 1. **Injection Site Reactions**:
  - **Sentence**: ""Injection site reactions includes erythema, pain, and pruritis.""
  - **Summary**: The drug WAINUA is associated with injection site reactions, which include erythema (redness), pain, and pruritis (itching).
 

 2. **Adverse Reactions in Clinical Trials**:
  - **Sentence**: ""Table 1: Adverse Reactions Reported in at least 5% of Patients Treated with WAINUA (Study 1)... Injection site reactions includes erythema, pain, and pruritis.""
  - **Summary**: In clinical trials, WAINUA was associated with injection site reactions, including erythema, pain, and pruritis, occurring in at least 5% of patients.
 

 3. **General Adverse Reactions**:
  - **Sentence**: ""The most common adverse reactions of WAINUA include decreased vitamin A and vomiting.""
  - **Summary**: While not directly dermatological, decreased vitamin A can potentially lead to skin issues, though the label does not specify this directly.
 

 4. **Patient Information**:
  - **Sentence**: ""WAINUA is injected under your skin (subcutaneously) in your stomach area (abdomen), or the front of your upper legs (thighs) by you or a caregiver. A caregiver may also give you an injection of WAINUA in the outer area of your upper arm.""
  - **Summary**: The drug WAINUA is administered subcutaneously, which inherently involves the skin and can lead to injection site reactions.
 

 5. **Instructions for Use**:
  - **Sentence**: ""Do not inject within 2 inches (5 cm) of the belly button (navel); into skin that is bruised, tender, red, or hard; into scars or damaged skin.""
  - **Summary**: The drug WAINUA should not be injected into areas of the skin that are bruised, tender, red, hard, scarred, or otherwise damaged, indicating a precaution to avoid exacerbating existing skin conditions.
 

 In summary, WAINUA is associated with dermatological risks primarily related to injection site reactions, including erythema, pain, and pruritis. The drug label advises against injecting into compromised skin areas to prevent further skin issues.",Less,Yes,1,1,,
SODIUM ACETATE,"The provided drug label for Sodium Acetate Injection, USP (2 mEq/mL) does not specifically mention any dermatological or cutaneous risks or reactions. The label primarily focuses on the drug's usage, administration, contraindications, warnings, precautions, and potential adverse reactions related to sodium and acetate ions, but it does not address any skin-related issues.
 

 To summarize:
 - **No dermatological risks or reactions are mentioned**: The drug label does not associate Sodium Acetate Injection, USP with any dermatological or cutaneous risks or reactions.",No,No,1,1,,
PRALSETINIB,"The drug label for GAVRETO (pralsetinib) includes several mentions of dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **Adverse Reactions (6.1 Clinical Trials Experience)**
  - **Rash**: The drug label states that rash, including dermatitis acneiform, eczema, palmar-plantar erythrodysaesthesia syndrome, rash erythematous, rash macular, rash maculo-papular, rash papular, and rash pustular, occurred in 17% of patients with non-small cell lung cancer (NSCLC) who received GAVRETO. This indicates that the drug itself was associated with causing these dermatological reactions.
 

 2. **RET-altered Thyroid Cancer (Table 7: Adverse Reactions)**
  - **Rash**: The drug label mentions that rash, including dermatitis, dermatitis acneiform, eczema, palmar-plantar erythrodysaesthesia syndrome, rash erythematous, rash macular, rash maculo-papular, rash papular, and rash pustular, occurred in 24% of patients with RET-altered thyroid cancer who received GAVRETO. This indicates that the drug itself was associated with causing these dermatological reactions.
 

 3. **Patient Information (17 PATIENT COUNSELING INFORMATION)**
  - **Risk of Impaired Wound Healing**: The drug label advises that GAVRETO may impair wound healing. This indicates that the drug itself is associated with a risk of impaired wound healing.
 

 4. **Patient Information Leaflet**
  - **Risk of Wound Healing Problems**: The leaflet advises that wounds may not heal properly during treatment with GAVRETO and that patients should inform their healthcare provider if they plan to have any surgery. This indicates that the drug itself is associated with a risk of impaired wound healing.
 

 In summary, GAVRETO is associated with causing various dermatological reactions such as rash and dermatitis, and it also poses a risk of impaired wound healing.",Most,Yes,1,1,,
SUMATRIPTAN SUCCINATE U-D,"The drug label for Sumatriptan tablets includes several sections that discuss dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **Warnings and Precautions (5.9 Anaphylactic/Anaphylactoid Reactions)**:
  - **Summary**: Anaphylactic/anaphylactoid reactions have occurred in patients receiving sumatriptan.
  - **Association**: The drug itself was associated with these reactions.
 

 2. **Adverse Reactions (6.2 Postmarketing Experience)**:
  - **Summary**: The postmarketing experience includes reports of hypersensitivity reactions, including anaphylaxis and angioedema.
  - **Association**: The drug itself was associated with these reactions.
 

 3. **Patient Information**:
  - **Summary**: Patients are advised to be aware of hives (itchy bumps) and swelling of the tongue, mouth, or throat as potential side effects.
  - **Association**: The drug itself was associated with these reactions.
 

 In summary, the drug label indicates that Sumatriptan tablets are associated with dermatological risks such as anaphylactic/anaphylactoid reactions, hypersensitivity reactions including anaphylaxis and angioedema, and hives.",Most,Yes,2,1,,"*i think less may be more appropriate here clinically, but if going based off of the summary, mention of anaphylactic shock would make it most and therefore a 1"
DIHYDROERGOTAMINE,"### Summary of Dermatological and Cutaneous Risks and Reactions
 

 1. **Local Irritation**:
  - **Summary**: Approximately 30% of patients using dihydroergotamine mesylate nasal spray reported irritation in the nose, throat, and/or disturbances in taste. Symptoms included congestion, burning sensation, dryness, paraesthesia, discharge, epistaxis, pain, or soreness.
  - **Association**: The drug itself was associated with these irritative symptoms.
 

 2. **Skin and Appendages**:
  - **Frequent Adverse Events**:
  - **Summary**: Infrequent adverse events included petechia, pruritus, rash, and cold clammy skin.
  - **Association**: The drug itself was associated with these skin-related adverse events.
  - **Rare Adverse Events**:
  - **Summary**: Rare adverse events included papular rash, urticaria, and herpes simplex.
  - **Association**: The drug itself was associated with these rare skin-related adverse events.
 

 3. **Application Site**:
  - **Summary**: Infrequent adverse events included local anesthesia.
  - **Association**: The drug itself was associated with this application site reaction.
 

 ### Detailed Breakdown
 

 1. **Local Irritation**:
  - **Details**: The symptoms were predominantly mild to moderate in severity and transient. In approximately 70% of cases, the symptoms resolved within four hours after dosing with dihydroergotamine mesylate nasal spray.
  - **Association**: The drug itself was associated with these symptoms.
 

 2. **Skin and Appendages**:
  - **Infrequent Adverse Events**:
  - **Details**: Petechia, pruritus, rash, and cold clammy skin were reported infrequently.
  - **Association**: The drug itself was associated with these infrequent adverse events.
  - **Rare Adverse Events**:
  - **Details**: Papular rash, urticaria, and herpes simplex were reported rarely.
  - **Association**: The drug itself was associated with these rare adverse events.
 

 3. **Application Site**:
  - **Details**: Local anesthesia was reported infrequently.
  - **Association**: The drug itself was associated with this application site reaction.
 

 ### Conclusion
 Dihydroergotamine mesylate nasal spray is associated with several dermatological and cutaneous risks, including local irritation, infrequent skin reactions like petechia and pruritus, and rare reactions such as papular rash and urticaria. These reactions are directly linked to the use of the drug.",Less,Yes,1,1,,
REPOSITORY CORTICOTROPIN,"### Summary of Dermatological and Cutaneous Risks and Reactions for Purified Cortrophin Gel
 

 1. **Indications and Usage:**
  - **Dermatologic diseases:** The drug is indicated for severe erythema multiforme (Stevens-Johnson syndrome) and severe psoriasis. 
  - **Association:** The drug is used to treat these conditions, not cause them.
 

 2. **Warnings:**
  - **Masking Symptoms of Other Diseases:** Corticotropin may only suppress symptoms and signs of chronic disease without altering the natural course of the disease.
  - **Association:** The drug may mask dermatological symptoms but does not cause them.
 

 3. **Adverse Reactions:**
  - **Dermatologic:**
  - **Injection site reactions:** The drug can cause reactions at the site of injection.
  - **Association:** The drug itself causes this reaction.
  - **Impaired wound healing:** The drug can impair the healing of wounds.
  - **Association:** The drug itself causes this reaction.
  - **Increased sweating:** The drug can cause increased sweating.
  - **Association:** The drug itself causes this reaction.
  - **Thin fragile skin:** The drug can cause the skin to become thin and fragile.
  - **Association:** The drug itself causes this reaction.
  - **Suppression of skin test reactions:** The drug can suppress reactions to skin tests.
  - **Association:** The drug itself causes this reaction.
  - **Petechiae and ecchymoses:** The drug can cause small red or purple spots (petechiae) and larger bruises (ecchymoses) on the skin.
  - **Association:** The drug itself causes this reaction.
  - **Acne:** The drug can cause acne.
  - **Association:** The drug itself causes this reaction.
  - **Hyperpigmentation:** The drug can cause darkening of the skin.
  - **Association:** The drug itself causes this reaction.
  - **Facial erythema:** The drug can cause redness of the face.
  - **Association:** The drug itself causes this reaction.
 

 4. **Precautions:**
  - **General:** Skin testing should be performed prior to treatment of all patients with suspected sensitivity to porcine protein. Immediately following intramuscular or subcutaneous administration of corticotropin, all patients should be observed carefully for sensitivity reactions.
  - **Association:** The drug may cause sensitivity reactions, including dermatological ones.
 

 ### Conclusion
 Purified Cortrophin Gel is associated with several dermatological and cutaneous risks and reactions, including injection site reactions, impaired wound healing, increased sweating, thin fragile skin, suppression of skin test reactions, petechiae and ecchymoses, acne, hyperpigmentation, and facial erythema. These reactions are directly caused by the drug. Additionally, the drug is used to treat severe dermatological conditions like erythema multiforme and psoriasis, but it does not cause these conditions.",Most,Yes,1,1,,
MICONAZOLE NITRATE,"### Summary of Dermatological and Cutaneous Risks and Reactions for Miconazole Nitrate Vaginal Suppositories
 

 1. **General Precautions:**
  - **Discontinue drug if sensitization or irritation is reported during use.**
  - **Summary:** The drug itself can cause sensitization or irritation, and its use should be discontinued if these reactions occur.
 

 2. **Adverse Reactions:**
  - **The incidence of vulvovaginal burning, itching, or irritation was 2%.**
  - **Summary:** The drug itself was associated with vulvovaginal burning, itching, or irritation in 2% of patients.
  - **Complaints of cramping (2%) and headaches (1.3%) were also reported. Other complaints (hives, skin rash) occurred with less than a 0.5% incidence.**
  - **Summary:** The drug itself was associated with hives and skin rash in less than 0.5% of patients.
 

 3. **Patient Instructions:**
  - **If your partner has any penile itching, redness, or discomfort, he should consult his physician and mention that you are being treated for a yeast infection.**
  - **Summary:** The drug itself may indirectly cause penile itching, redness, or discomfort in the patient's partner, suggesting a possible dermatological reaction.
 

 ### Conclusion
 The drug label indicates that Miconazole Nitrate Vaginal Suppositories can cause dermatological reactions such as sensitization, irritation, vulvovaginal burning, itching, hives, and skin rash. Additionally, it may indirectly cause penile itching, redness, or discomfort in the patient's partner.",Less,Yes,1,1,,
IVERMECTIN,"### Summary of Dermatological and Cutaneous Risks and Reactions for STROMECTOL (Ivermectin)
 

 1. **General Warnings:**
  - **Mazzotti Reaction:** Historical data indicate that microfilaricidal drugs, including ivermectin, might cause cutaneous reactions of varying severity in patients with onchocerciasis. These reactions are likely due to allergic and inflammatory responses to the death of microfilariae. **(Associated with the drug)**
 

 2. **Adverse Reactions in Strongyloidiasis:**
  - **Pruritus:** Reported in 2.8% of patients. **(Associated with the drug)**
  - **Rash:** Reported in 0.9% of patients. **(Associated with the drug)**
  - **Urticaria:** Reported in 0.9% of patients. **(Associated with the drug)**
 

 3. **Adverse Reactions in Onchocerciasis:**
  - **Mazzotti Reactions:** Worsening of skin involvement, including edema, papular and pustular or frank urticarial rash, was reported in 22.7% of patients during the first 4 days post-treatment. **(Associated with the drug)**
  - **Pruritus:** Reported in 27.5% of patients. **(Associated with the drug)**
  - **Facial Edema:** Reported in 1.2% of patients. **(Associated with the drug)**
  - **Peripheral Edema:** Reported in 3.2% of patients. **(Associated with the drug)**
 

 4. **Post-Marketing Experience:**
  - **Toxic Epidermal Necrolysis:** Reported since the drug was registered overseas. **(Associated with the drug)**
  - **Stevens-Johnson Syndrome:** Reported since the drug was registered overseas. **(Associated with the drug)**
 

 ### Conclusion
 STROMECTOL (Ivermectin) is associated with several dermatological and cutaneous risks and reactions, including pruritus, rash, urticaria, facial and peripheral edema, and severe conditions like toxic epidermal necrolysis and Stevens-Johnson syndrome. These reactions are primarily linked to the drug itself and its effects on the death of microfilariae in patients with onchocerciasis.",Most,Yes,1,1,,
ERIBULIN MESYLATE,"The provided drug label for Halaven® (eribulin mesylate) injection does not contain any specific information or sentences discussing dermatological and cutaneous risks or dermatological reactions. The label primarily includes details about the drug's composition, storage instructions, manufacturing information, and general usage for intravenous administration. 
 

 Therefore, based on the provided text, there are no mentions of dermatological risks or reactions associated with the drug Halaven® (eribulin mesylate).",No,No,1,1,,
GEMTUZUMAB OZOGAMICIN,"The drug label for MYLOTARG (gemtuzumab ozogamicin) includes several mentions of dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **Infusion-Related Reactions (Including Anaphylaxis)**:
  - **Sentence**: ""Signs and symptoms of infusion-related reactions may include fever, chills, hypotension, tachycardia, hypoxia and respiratory failure.""
  - **Summary**: The drug itself is associated with infusion-related reactions, which can include dermatological symptoms such as rash.
 

 2. **Adverse Reactions**:
  - **Sentence**: ""The most common adverse reactions (greater than 15%) were hemorrhage, infection, fever, nausea, vomiting, constipation, headache, increased AST, increased ALT, rash, mucositis, febrile neutropenia, and decreased appetite.""
  - **Summary**: The drug itself is associated with common adverse reactions, including rash.
 

 3. **Clinical Trials Experience**:
  - **Sentence**: ""During the treatment period, Grade 3 treatment-emergent adverse events (TEAEs) that occurred in greater than 1% patients included sepsis (32%), fever (16%), rash (11%), pneumonia (7%), bleeding (7%), mucositis (4%), pain (4%), diarrhea (2%), headaches (2%), tachycardia (2%), and lung edema (2%).""
  - **Summary**: The drug itself is associated with Grade 3 treatment-emergent adverse events, including rash.
 

  - **Sentence**: ""All grade TEAEs that occurred in greater than 15% of patients included fever (79%), infection (42%), increased AST (40%), bleeding (23%), nausea and vomiting (21%), constipation (21%), mucositis (21%), headache (19%), increased ALT (16%), and rash (16%).""
  - **Summary**: The drug itself is associated with all-grade treatment-emergent adverse events, including rash.
 

 4. **Postmarketing Experience**:
  - **Sentence**: ""The following adverse drug reactions have been identified during post-approval use of MYLOTARG. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal relationship to drug exposure.""
  - **Summary**: The drug itself is associated with adverse drug reactions identified during post-approval use, including dermatological reactions such as rash.
 

 In summary, MYLOTARG is associated with dermatological risks and reactions, including rash, as part of its infusion-related reactions, common adverse reactions, treatment-emergent adverse events, and postmarketing experience.",Most,Yes,1,1,,
FELBAMATE,"### Summary of Dermatological and Cutaneous Risks and Reactions for Felbatol® (felbamate)
 

 1. **Warnings Section:**
  - **Suicidal Behavior and Ideation:** This section does not specifically mention dermatological risks but highlights the importance of monitoring for unusual changes in mood or behavior, which could indirectly relate to dermatological reactions due to stress or anxiety.
 

 2. **Adverse Reactions Section:**
  - **Common Adverse Reactions in Adults (Monotherapy):**
  - **Acne:** Felbatol® was associated with acne in 3.4% of patients.
  - **Rash:** Felbatol® was associated with rash in 3.4% of patients.
  - **Common Adverse Reactions in Adults (Adjunctive Therapy):**
  - **Rash:** Felbatol® was associated with rash in 3.5% of patients.
  - **Common Adverse Reactions in Children (Adjunctive Therapy):**
  - **Rash:** Felbatol® was associated with rash in 9.7% of pediatric patients.
  - **Other Events Observed in Association with Felbatol®:**
  - **Frequent:** Pruritus (itching) was frequently associated with Felbatol®.
  - **Infrequent:** Urticaria (hives) and bullous eruption (blistering) were infrequently associated with Felbatol®.
  - **Rare:** Buccal mucous membrane swelling and Stevens-Johnson Syndrome (a severe skin reaction) were rarely associated with Felbatol®.
 

 3. **Postmarketing Adverse Event Reports:**
  - **Voluntary Reports:**
  - **Dermatological:** Abnormal body odor, sweating, lichen planus (a chronic skin condition), livedo reticularis (a skin condition characterized by a mottled discoloration), alopecia (hair loss), and toxic epidermal necrolysis (a severe skin reaction) were reported. These reports are voluntary and may not have a direct causal relationship with Felbatol®.
 

 ### Summary of Each Sentence:
 1. **Acne (Monotherapy):** Felbatol® was associated with acne in 3.4% of patients.
 2. **Rash (Monotherapy):** Felbatol® was associated with rash in 3.4% of patients.
 3. **Rash (Adjunctive Therapy in Adults):** Felbatol® was associated with rash in 3.5% of patients.
 4. **Rash (Adjunctive Therapy in Children):** Felbatol® was associated with rash in 9.7% of pediatric patients.
 5. **Pruritus:** Felbatol® was frequently associated with pruritus.
 6. **Urticaria:** Felbatol® was infrequently associated with urticaria.
 7. **Bullous Eruption:** Felbatol® was infrequently associated with bullous eruption.
 8. **Buccal Mucous Membrane Swelling:** Felbatol® was rarely associated with buccal mucous membrane swelling.
 9. **Stevens-Johnson Syndrome:** Felbatol® was rarely associated with Stevens-Johnson Syndrome.
 10. **Abnormal Body Odor:** Voluntary reports associated Felbatol® with abnormal body odor.
 11. **Sweating:** Voluntary reports associated Felbatol® with sweating.
 12. **Lichen Planus:** Voluntary reports associated Felbatol® with lichen planus.
 13. **Livedo Reticularis:** Voluntary reports associated Felbatol® with livedo reticularis.
 14. **Alopecia:** Voluntary reports associated Felbatol® with alopecia.
 15. **Toxic Epidermal Necrolysis:** Voluntary reports associated Felbatol® with toxic epidermal necrolysis.
 

 ### Conclusion:
 Felbatol® (felbamate) has been associated with various dermatological and cutaneous reactions, including acne, rash, pruritus, urticaria, bullous eruption, buccal mucous membrane swelling, and Stevens-Johnson Syndrome. Additionally, postmarketing reports have linked it to abnormal body odor, sweating, lichen planus, livedo reticularis, alopecia, and toxic epidermal necrolysis, although these reports may not establish a direct causal relationship.",Most,Yes,1,1,,
DICLOFENAC POTASSIUM,"### Summary of Dermatological and Cutaneous Risks and Reactions for CAMBIA (Diclofenac Potassium)
 

 1. **Serious Skin Reactions**:
  - **Sentence**: ""NSAIDs, including diclofenac, can cause serious skin adverse reactions such as exfoliative dermatitis, Stevens-Johnson Syndrome (SJS), and toxic epidermal necrolysis (TEN), which can be fatal.""
  - **Summary**: CAMBIA (diclofenac) is associated with causing serious skin reactions, including exfoliative dermatitis, SJS, and TEN, which can be fatal.
 

 2. **Discontinuation at First Appearance of Skin Rash**:
  - **Sentence**: ""Inform patients about the signs and symptoms of serious skin reactions, and to discontinue the use of CAMBIA at the first appearance of skin rash or any other sign of hypersensitivity.""
  - **Summary**: Patients should discontinue CAMBIA if they experience a skin rash or other signs of hypersensitivity, indicating that the drug can cause these reactions.
 

 3. **Contraindication in Patients with Previous Serious Skin Reactions**:
  - **Sentence**: ""CAMBIA is contraindicated in patients with previous serious skin reactions to NSAIDs.""
  - **Summary**: CAMBIA should not be used in patients who have had serious skin reactions to NSAIDs, suggesting that the drug itself can cause such reactions.
 

 4. **Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)**:
  - **Sentence**: ""Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS) has been reported in patients taking NSAIDs such as CAMBIA.""
  - **Summary**: CAMBIA is associated with causing DRESS, a serious and potentially life-threatening condition.
 

 5. **Signs and Symptoms of DRESS**:
  - **Sentence**: ""DRESS typically, although not exclusively, presents with fever, rash, lymphadenopathy, and/or facial swelling.""
  - **Summary**: CAMBIA can cause DRESS, which may present with symptoms including rash.
 

 6. **Early Manifestations of Hypersensitivity**:
  - **Sentence**: ""It is important to note that early manifestations of hypersensitivity, such as fever or lymphadenopathy, may be present even though rash is not evident.""
  - **Summary**: CAMBIA can cause early hypersensitivity reactions, which may include rash.
 

 7. **Serious Skin Reactions in Postmarketing Experience**:
  - **Sentence**: ""In patients taking diclofenac or other NSAIDs, the most frequently reported adverse reactions occurring in approximately 1%-10% of patients are: rashes.""
  - **Summary**: CAMBIA has been associated with causing rashes in 1%-10% of patients.
 

 8. **Life-threatening Skin Reactions**:
  - **Sentence**: ""CAMBIA, like other NSAIDS, can cause serious skin reactions such as exfoliative dermatitis, Stevens-Johnson syndrome (SJS), toxic epidermal necrolysis (TEN), and DRESS, which may result in hospitalizations and even death.""
  - **Summary**: CAMBIA can cause life-threatening skin reactions, including exfoliative dermatitis, SJS, TEN, and DRESS.
 

 9. **Patient Counseling Information**:
  - **Sentence**: ""Advise patients to stop taking CAMBIA immediately if they develop any type of rash, blisters, fever or other signs of hypersensitivity such as itching and to contact their healthcare provider as soon as possible.""
  - **Summary**: Patients should stop taking CAMBIA if they develop a rash, blisters, or other signs of hypersensitivity, indicating that the drug can cause these reactions.
 

 10. **Medication Guide**:
  - **Sentence**: ""CAMBIA can cause serious side effects, including: life-threatening skin reactions.""
  - **Summary**: CAMBIA is associated with causing life-threatening skin reactions.
 

 11. **Medication Guide - Emergency Help**:
  - **Sentence**: ""Get emergency help right away if you get any of the following symptoms: skin rash or blisters with fever.""
  - **Summary**: CAMBIA can cause skin rash or blisters with fever, requiring emergency help.
 

 12. **Medication Guide - Stop Taking CAMBIA**:
  - **Sentence**: ""Stop taking CAMBIA and call your healthcare provider right away if you get any of the following symptoms: skin rash or blisters with fever.""
  - **Summary**: Patients should stop taking CAMBIA if they develop a skin rash or blisters with fever, indicating that the drug can cause these reactions.
 

 ### Conclusion
 CAMBIA (diclofenac potassium) is associated with several serious dermatological and cutaneous risks, including life-threatening conditions such as exfoliative dermatitis, Stevens-Johnson Syndrome (SJS), toxic epidermal necrolysis (TEN), and Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS). Patients are advised to discontinue use and seek medical attention if they experience any signs of skin reactions or hypersensitivity.",Most,Yes,1,1,,
LEFLUNOMIDE,"### Summary of Dermatological and Cutaneous Risks and Reactions for ARAVA (leflunomide)
 

 1. **Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis, and Drug Reactions with Eosinophilia and Systemic Symptoms (DRESS)**
  - **Summary**: Rare cases of Stevens-Johnson syndrome, toxic epidermal necrolysis, and DRESS have been reported in patients receiving ARAVA.
  - **Association**: The drug itself was associated with these severe dermatological reactions.
 

 2. **Warnings and Precautions (Section 5.5)**
  - **Summary**: If a patient taking ARAVA develops Stevens-Johnson syndrome, toxic epidermal necrolysis, or DRESS, ARAVA treatment should be stopped, and an accelerated drug elimination procedure should be performed.
  - **Association**: The drug itself was associated with these conditions, necessitating discontinuation and elimination procedures.
 

 3. **Adverse Reactions (Section 6.1)**
  - **Summary**: The most commonly reported adverse reactions (≥10%) regardless of relation to ARAVA treatment included rash.
  - **Association**: The drug itself was associated with rash as a common adverse reaction.
 

 4. **Less Common Adverse Reactions (Section 6.1)**
  - **Summary**: In controlled clinical trials, the following adverse events in the ARAVA treatment group occurred at a higher incidence than in the placebo group and were deemed possibly related to the study drug: rash, alopecia, and pruritus.
  - **Association**: The drug itself was associated with rash, alopecia, and pruritus as less common adverse reactions.
 

 5. **Postmarketing Experience (Section 6.2)**
  - **Summary**: The following additional adverse reactions have been identified during postapproval use of ARAVA: erythema multiforme, Stevens-Johnson syndrome, toxic epidermal necrolysis, vasculitis including cutaneous necrotizing vasculitis, cutaneous lupus erythematosus, pustular psoriasis, or worsening psoriasis, and skin ulcer.
  - **Association**: The drug itself was associated with these severe dermatological reactions based on postmarketing reports.
 

 6. **Patient Counseling Information (Section 17)**
  - **Summary**: Advise patients of the possibility of rare, serious skin reactions and instruct them to promptly report if they develop a skin rash or mucous membrane lesions.
  - **Association**: The drug itself was associated with the potential for serious skin reactions, warranting patient education and prompt reporting.
 

 ### Conclusion
 ARAVA (leflunomide) is associated with several dermatological and cutaneous risks, including severe conditions like Stevens-Johnson syndrome, toxic epidermal necrolysis, DRESS, erythema multiforme, vasculitis, cutaneous lupus erythematosus, pustular psoriasis, and skin ulcers. Common adverse reactions include rash, alopecia, and pruritus. Patients should be advised to report any skin reactions promptly.",Most,Yes,1,1,,
SODIUM FLUORIDE F-18,"The drug label for Sodium Fluoride F 18 Injection does not mention any dermatological or cutaneous risks or reactions. Specifically:
 

 1. **Adverse Reactions Section (6)**: 
  - The label states, ""No adverse reactions have been reported for Sodium Fluoride F 18 Injection based on a review of the published literature, publicly available reference sources, and adverse drug reaction reporting systems."" This indicates that no dermatological or cutaneous reactions have been associated with or caused by the drug.
 

 Therefore, based on the provided drug label, there are no reported dermatological or cutaneous risks or reactions associated with Sodium Fluoride F 18 Injection.",No,No,1,1,,
MICAFUNGIN,"### Summary of Dermatological and Cutaneous Risks and Reactions for Micafungin for Injection
 

 1. **Warnings and Precautions: Infusion and Injection Site Reactions**
  - **Possible histamine-mediated symptoms**: The drug itself was associated with rash, pruritus, facial swelling, and vasodilatation. (Section 5.5)
 

 2. **Adverse Reactions: Clinical Trials Experience in Adults**
  - **Esophageal Candidiasis Study**: The drug itself was associated with rash in 14% of patients treated with micafungin for injection compared to 10% in the fluconazole group. (Table 4, Section 6.1)
  - **Prophylaxis of Candida Infections in Hematopoietic Stem Cell Transplant Recipients**: The drug itself was associated with rash in 25% of patients treated with micafungin for injection compared to 22% in the fluconazole group. (Table 5, Section 6.1)
 

 3. **Adverse Reactions: Clinical Trials Experience in Pediatric Patients**
  - **Prophylaxis Study in Pediatric Patients**: The drug itself was associated with pruritus in 33% of patients treated with micafungin for injection compared to 31% in the fluconazole group. Rash was reported in 30% of patients treated with micafungin for injection compared to 27% in the fluconazole group. Urticaria was reported in 19% of patients treated with micafungin for injection compared to 8% in the fluconazole group. (Table 6, Section 6.1)
 

 4. **Postmarketing Experience**
  - **Skin and subcutaneous tissue disorders**: The drug itself was associated with Stevens-Johnson syndrome and toxic epidermal necrolysis. (Section 6.2)
 

 5. **Nonclinical Toxicology**
  - **Animal Toxicology and/or Pharmacology**: High doses of the drug itself have been associated with irreversible changes to the liver, which may be indicative of pre-malignant processes, but no specific dermatological risks were mentioned in this section. (Section 13.2)
 

 ### Conclusion
 Micafungin for Injection has been associated with several dermatological and cutaneous risks and reactions, including rash, pruritus, facial swelling, vasodilatation, Stevens-Johnson syndrome, and toxic epidermal necrolysis. These reactions were observed in both adult and pediatric clinical trials, as well as in postmarketing reports.",Most,Yes,1,1,,
