generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
FLOTUFOLASTAT F-18,"The drug label for POSLUMA (flotufolastat F 18) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific adverse effects. Therefore, it can be concluded that the drug itself is not associated with or does not cause ototoxicity risks based on the information provided in the label.",No,No,1,1
MORPHINE SULFATE,"The provided drug label for Morphine Sulfate Oral Solution does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various risks, warnings, precautions, and adverse reactions associated with the use of morphine sulfate, but it does not include any information related to ototoxicity or auditory risks.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: There is no mention of ototoxicity or auditory risks associated with the use of Morphine Sulfate Oral Solution in the provided drug label.
 - **Ototoxic Reactions**: The label does not discuss any ototoxic reactions caused by Morphine Sulfate Oral Solution.
 

 Therefore, based on the provided drug label, Morphine Sulfate Oral Solution is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
IODINATED I-131 ALBUMIN,"The drug label for MEGATOPE (iodinated I-131 albumin) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. Here is a summary of the relevant sections that might indirectly relate to such concerns, although none directly associate the drug with ototoxicity:
 

 1. **Warnings**:
  - ""Aseptic meningitis and pyrogenic reactions have been reported following cisternography with MEGATOPE. The safety and effectiveness of MEGATOPE for cisternography have not been established. MEGATOPE is not approved for this use.""
  - **Summary**: This warning does not mention ototoxicity. It states that aseptic meningitis and pyrogenic reactions have been reported, but these are not directly related to auditory risks or ototoxicity.
 

 2. **Adverse Reactions**:
  - ""The following adverse reactions have been identified with the use of radioiodinated albumin products. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal relationship to drug exposure.""
  - **Summary**: This section does not list specific adverse reactions related to ototoxicity. It mentions that adverse reactions are reported but does not specify any auditory risks or ototoxic reactions.
 

 3. **Precautions**:
  - ""In the use of any radioactive material, care should be taken to minimize radiation exposure to the patient and healthcare providers consistent with proper patient management.""
  - **Summary**: This general precaution advises minimizing radiation exposure but does not specifically mention ototoxicity or auditory risks.
 

 4. **Pregnancy**:
  - ""Iodine-131 crosses the placenta and can permanently impair fetal thyroid function.""
  - **Summary**: This statement addresses fetal thyroid function impairment but does not mention ototoxicity or auditory risks.
 

 5. **Nursing Mothers**:
  - ""Iodine-131 is present in human milk. There are no data on the effect of iodinated I 131 albumin on the breastfed infant or milk production. Because of the potential for serious adverse reactions in the breastfed infant, including transient hypothyroidism, advise women not to breastfeed during treatment with MEGATOPE and for 80 days after the final dose.""
  - **Summary**: This section advises against breastfeeding due to potential adverse reactions, including transient hypothyroidism, but does not mention ototoxicity or auditory risks.
 

 In conclusion, the drug label for MEGATOPE does not provide any information or warnings specifically related to ototoxicity, auditory risks, or ototoxic reactions.",No,No,1,1
FOSPHENYTOIN,"The drug label for Fosphenytoin Sodium Injection does not explicitly mention ototoxicity or auditory risks as a primary concern. However, there are a few references to auditory-related adverse reactions. Here is a summary of those parts:
 

 1. **Section 6.1 Clinical Trials Experience:**
  - **Special Senses:**
  - ""Tinnitus"" was reported in 9% of patients treated with intravenous fosphenytoin sodium. This indicates that the drug itself was associated with tinnitus.
  - ""Diplopia"" was reported in 3% of patients treated with intravenous fosphenytoin sodium. This indicates that the drug itself was associated with diplopia.
  - ""Amblyopia"" was reported in 2% of patients treated with intravenous fosphenytoin sodium. This indicates that the drug itself was associated with amblyopia.
  - ""Deafness"" was reported in 2% of patients treated with intravenous fosphenytoin sodium. This indicates that the drug itself was associated with deafness.
 

 2. **Section 6.2 Post-marketing Experience:**
  - **Nervous System Disorders:**
  - ""Dyskinesia"" was reported during post-approval use of phenytoin or fosphenytoin. This indicates that the drug itself was associated with dyskinesia, although this is not directly related to auditory risks.
 

 3. **Section 7.2 Drugs Affected by Phenytoin or Fosphenytoin Sodium:**
  - **Neuromuscular blocking agents:**
  - Resistance to the neuromuscular blocking action of nondepolarizing neuromuscular blocking agents has occurred in patients chronically administered phenytoin. This indicates that the drug itself was associated with resistance to neuromuscular blocking agents, which is not directly related to auditory risks.
 

 In summary, the drug label indicates that fosphenytoin sodium is associated with tinnitus, diplopia, amblyopia, and deafness, but it does not explicitly discuss ototoxicity or auditory risks as primary concerns.",Less,Yes,2,1
ERTAPENEM SODIUM,"The drug label for INVANZ (ertapenem) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. Therefore, there are no parts of the label that discuss these specific concerns. 
 

 To summarize:
 - **Ototoxicity and auditory risks**: Not mentioned in the drug label.
 - **Ototoxic reactions**: Not mentioned in the drug label.
 

 Since there is no information provided on these topics, it can be concluded that the drug itself was not associated with or identified as causing ototoxicity risks based on the provided label.",No,No,1,1
ROPEGINTERFERON ALFA-2B,"The drug label for BESREMi (ropeginterferon alfa-2b-njft) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The provided text does not include any sections or sentences that discuss these specific risks or reactions. Therefore, there is no information indicating that BESREMi is associated with or causes ototoxicity or auditory risks.",No,No,1,1
GENTAMICIN SULFATE OPTH SOLUTION,"The provided drug label for Gentamicin Sulfate Ophthalmic Solution does not explicitly mention ototoxicity or auditory risks. The label primarily focuses on the ophthalmic use of the drug, its indications, contraindications, and potential adverse reactions related to ocular use. 
 

 Here is a summary of the relevant sections from the label:
 

 1. **General Warnings and Precautions**:
  - The label warns about the potential for overgrowth of nonsusceptible organisms, including fungi, with prolonged use of topical antibiotics. It also mentions the possibility of bacterial resistance to gentamicin. However, this does not directly relate to ototoxicity or auditory risks.
 

 2. **Adverse Reactions**:
  - The most frequently reported adverse reactions are ocular burning and irritation, non-specific conjunctivitis, conjunctival epithelial defects, and conjunctival hyperemia. Other rare adverse reactions include allergic reactions, thrombocytopenic purpura, and hallucinations. None of these adverse reactions are related to ototoxicity or auditory risks.
 

 3. **Pregnancy**:
  - The label mentions that gentamicin has been shown to depress body weights, kidney weights, and median glomerular counts in newborn rats when administered systemically to pregnant rats. However, this information pertains to systemic administration and does not directly address ototoxicity or auditory risks.
 

 4. **Carcinogenesis, Mutagenesis, Impairment of Fertility**:
  - The label states that there are no published carcinogenicity or impairment of fertility studies on gentamicin and that aminoglycoside antibiotics have been found to be non-mutagenic. This section does not discuss ototoxicity or auditory risks.
 

 In summary, the drug label for Gentamicin Sulfate Ophthalmic Solution does not provide any information or warnings specifically related to ototoxicity or auditory risks. The focus is on the ophthalmic use and potential ocular adverse reactions.",Most,No,1,1
TASIMELTEON,"The provided drug label for HETLIOZ (tasimelteon) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the label that discuss these specific concerns. Therefore, based on the provided information, HETLIOZ is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
DULOXETINE DELAYED-RELEASE CAPSULES,"The drug label for Duloxetine Delayed-Release Capsules mentions ototoxicity and auditory risks in the following sections:
 

 1. **Adverse Reactions in Adults**:
  - **Ear and Labyrinth Disorders**:
  - **Frequent**: vertigo
  - **Summary**: The drug itself was associated with vertigo as a frequent adverse reaction.
  - **Infrequent**: ear pain and tinnitus
  - **Summary**: The drug itself was associated with ear pain and tinnitus as infrequent adverse reactions.
 

 2. **Postmarketing Experience**:
  - **Adverse reactions reported since market introduction**:
  - Tinnitus (upon treatment discontinuation)
  - **Summary**: The drug itself was associated with tinnitus, particularly upon treatment discontinuation.
 

 In summary, Duloxetine Delayed-Release Capsules have been associated with vertigo, ear pain, and tinnitus as adverse reactions. Tinnitus has also been reported upon discontinuation of the drug.",Less,Yes,1,1
LEVOKETOCONAZOLE,"The provided drug label for RECORLEV (levoketoconazole) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on hepatotoxicity, QT prolongation, hypocortisolism, hypersensitivity reactions, and risks related to decreased testosterone. There is no information or warnings related to ototoxicity or auditory risks associated with the use of RECORLEV in the provided text.",No,No,1,1
TALIGLUCERASE ALFA,"The provided drug label for ELELYSO (taliglucerase alfa) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the label that discuss these specific adverse effects. Therefore, based on the information given in the drug label, ELELYSO is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
EPTINEZUMAB-JJMR,"The provided drug label for VYEPTI (eptinezumab-jjmr) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, contraindications, warnings, adverse reactions, and clinical studies related to its use for the preventive treatment of migraine in adults. 
 

 To summarize:
 - **Indications and Usage**: VYEPTI is indicated for the preventive treatment of migraine in adults.
 - **Dosage and Administration**: Instructions on how to dilute and administer the drug intravenously.
 - **Contraindications**: VYEPTI is contraindicated in patients with serious hypersensitivity to eptinezumab-jjmr or any of its excipients.
 - **Warnings and Precautions**: Focuses on hypersensitivity reactions, including anaphylaxis and angioedema.
 - **Adverse Reactions**: Lists common adverse reactions such as nasopharyngitis and hypersensitivity, but does not mention ototoxicity or auditory risks.
 - **Clinical Studies**: Describes the efficacy of VYEPTI in preventing migraines but does not discuss any auditory risks.
 

 Since there is no mention of ototoxicity or auditory risks in the provided drug label, it can be concluded that the drug itself was not associated with or caused any ototoxicity risk according to the information given.",No,No,1,1
HYDROXYZINE HCL,"The provided drug label for Hydroxyzine HCL 50mg Tablet does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The label discusses various other side effects, contraindications, precautions, and adverse reactions, but there is no specific mention of ototoxicity or auditory risks associated with the use of hydroxyzine.
 

 To summarize:
 

 1. **Adverse Reactions**: The label lists several adverse reactions, including anticholinergic effects (dry mouth), central nervous system effects (drowsiness, involuntary motor activity, tremor, convulsions), cardiac effects (QT prolongation, Torsade de Pointes), allergic reactions, headache, hallucination, pruritus, rash, and urticaria. However, none of these reactions are related to ototoxicity or auditory risks.
 

 2. **Warnings and Precautions**: The label provides warnings about the potentiating action of hydroxyzine with CNS depressants, QT prolongation, and Torsade de Pointes, as well as caution in elderly patients and the risk of acute generalized exanthematous pustulosis (AGEP). Again, there is no mention of ototoxicity or auditory risks.
 

 3. **Overdosage**: The label describes symptoms of overdosage, such as hypersedation, convulsions, stupor, nausea, vomiting, and QT prolongation, but does not mention any auditory or ototoxic effects.
 

 In conclusion, the drug label for Hydroxyzine HCL 50mg Tablet does not associate the drug with ototoxicity or auditory risks.",No,No,1,1
IOFLUPANE I-123,"The provided drug label for DATSCAN (ioflupane I 123 injection) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, usage, dosage, administration, radiation safety, thyroid blocking, adverse reactions, and other specific precautions and instructions. There is no information or warnings related to ototoxicity or auditory risks associated with the use of DATSCAN.",No,No,1,1
TRAVOPROST OPHTHALMIC SOLUTION,"The provided drug label for Travoprost Ophthalmic Solution (Ionic Buffered Solution) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the ophthalmic use of the drug, its indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and specific population usage. 
 

 Here is a summary of the key sections reviewed for any mention of ototoxicity or auditory risks:
 

 1. **Indications and Usage**: No mention of ototoxicity or auditory risks.
 2. **Dosage and Administration**: No mention of ototoxicity or auditory risks.
 3. **Dosage Forms and Strengths**: No mention of ototoxicity or auditory risks.
 4. **Contraindications**: No mention of ototoxicity or auditory risks.
 5. **Warnings and Precautions**: Discusses pigmentation changes, eyelash changes, intraocular inflammation, macular edema, angle-closure glaucoma, bacterial keratitis, and use with contact lenses, but no mention of ototoxicity or auditory risks.
 6. **Adverse Reactions**: Lists ocular and non-ocular adverse reactions, but none related to ototoxicity or auditory risks.
 7. **Use in Specific Populations**: Discusses use in pregnancy, lactation, pediatric, geriatric, hepatic, and renal impairment, but no mention of ototoxicity or auditory risks.
 8. **Description**: Provides chemical and pharmacological details, but no mention of ototoxicity or auditory risks.
 9. **Clinical Pharmacology**: Discusses the mechanism of action and pharmacokinetics, but no mention of ototoxicity or auditory risks.
 10. **Nonclinical Toxicology**: Discusses carcinogenesis, mutagenesis, and impairment of fertility, but no mention of ototoxicity or auditory risks.
 11. **Clinical Studies**: Summarizes clinical study results, but no mention of ototoxicity or auditory risks.
 12. **How Supplied/Storage and Handling**: No mention of ototoxicity or auditory risks.
 13. **Patient Counseling Information**: Advises on pigmentation, eyelash changes, handling the container, seeking physician advice, use with contact lenses, and use with other ophthalmic drugs, but no mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label for Travoprost Ophthalmic Solution does not associate the drug with ototoxicity or auditory risks, nor does it mention any ototoxic reactions.",No,No,1,1
ORLISTAT,"The drug label for XENICAL (orlistat) does not explicitly mention ototoxicity or auditory risks as a primary concern. However, there is a brief mention of an auditory-related adverse event in the context of other treatment-emergent adverse events. Here is the relevant information summarized:
 

 1. **Section 6.1 Clinical Trials - Other Adverse Clinical Events:**
  - **Hearing & Vestibular Disorders:**
  - **Otitis:** 
  - **Summary:** Otitis was reported in 4.3% of patients treated with XENICAL compared to 3.4% of patients treated with placebo during the first year of clinical trials. In the second year, otitis was reported in 2.9% of XENICAL-treated patients compared to 2.5% of placebo-treated patients.
  - **Association:** The drug itself was associated with a slightly higher incidence of otitis compared to placebo, but it is not explicitly stated that XENICAL caused otitis.
 

 No other sections of the drug label discuss ototoxicity, auditory risks, or ototoxic reactions directly associated with XENICAL. The mention of otitis is the only auditory-related adverse event noted, and while there is an association, causation is not definitively established.",Less,No,1,1
DARATUMUMAB,"The provided drug label for DARZALEX (daratumumab) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects of the drug, including indications, dosage, administration, warnings, precautions, adverse reactions, and clinical studies, but there is no specific mention of ototoxicity or auditory risks associated with DARZALEX.
 

 To summarize:
 - **Ototoxicity and Auditory Risks**: The drug label does not discuss any ototoxicity or auditory risks.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions caused by DARZALEX in the provided drug label.
 

 Therefore, based on the provided information, DARZALEX is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
FLUOROESTRADIOL F 18,"The drug label for CERIANNA™ (fluoroestradiol F 18) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific adverse effects. Therefore, it can be concluded that the drug itself is not associated with or known to cause ototoxicity or auditory risks based on the information provided in the label.",No,No,1,1
RAXIBACUMAB,"The drug label for Raxibacumab does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. Here is a summary of the relevant sections that might indirectly relate to such concerns, but none of them directly associate the drug with ototoxicity:
 

 1. **Adverse Reactions (Section 6.1)**:
  - **Ear and Labyrinth Disorders**: Vertigo was reported in less than 1.5% of subjects exposed to raxibacumab. However, vertigo is not explicitly linked to ototoxicity or auditory damage caused by the drug.
 

 2. **Warnings and Precautions (Section 5.1)**:
  - This section primarily discusses hypersensitivity and anaphylaxis, with no mention of ototoxicity or auditory risks.
 

 3. **Clinical Trials Experience (Section 6.1)**:
  - The safety of raxibacumab was studied in healthy volunteers, and the most frequently reported adverse reactions included rash, pain in extremity, pruritus, and somnolence. There is no mention of ototoxicity or auditory risks.
 

 4. **Nonclinical Toxicology (Section 13.2)**:
  - Studies with raxibacumab in rabbit, cynomolgus macaque, and human donor tissues showed no cross-reactivity with brain tissues, but there is no mention of ototoxicity or auditory risks.
 

 In summary, the drug label for Raxibacumab does not provide any information indicating that the drug is associated with or causes ototoxicity or auditory risks.",No,No,1,1
DOLUTEGRAVIR SODIUM,"The drug label for TIVICAY (dolutegravir) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The sections of the label that discuss adverse reactions, clinical trials, and postmarketing experiences do not include any references to ototoxicity or auditory issues. Therefore, there is no information in the provided drug label indicating that TIVICAY itself is associated with or causes ototoxicity risks or ototoxic reactions.",No,No,1,1
TRIFLUOPERAZINE HYDROCHLORIDE,"The provided drug label for Trifluoperazine Hydrochloride Tablets, USP does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The label extensively covers various warnings, precautions, adverse reactions, and other safety information, but there is no specific reference to ototoxicity or auditory risks associated with the drug itself.
 

 To summarize:
 

 1. **General Warnings and Precautions**: The label discusses various risks such as tardive dyskinesia, neuroleptic malignant syndrome (NMS), and other side effects, but none of these sections mention ototoxicity or auditory risks.
 

 2. **Adverse Reactions**: The adverse reactions listed include drowsiness, dizziness, skin reactions, and neuromuscular reactions, among others, but there is no mention of ototoxicity or auditory issues.
 

 3. **Overdosage**: The symptoms and treatment of overdosage are described, focusing on extrapyramidal symptoms, CNS depression, and autonomic reactions, but again, no mention of ototoxicity.
 

 4. **Long-Term Therapy**: The section advises periodic evaluation for long-term therapy but does not mention auditory risks.
 

 In conclusion, the drug label for Trifluoperazine Hydrochloride does not associate the drug with ototoxicity or auditory risks.",No,No,1,1
METOPROLOL SUCCINATE,"The drug label for TOPROL-XL (metoprolol succinate) does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The sections of the label that discuss adverse reactions, clinical trials, and post-marketing experiences do not include any references to ototoxicity or hearing-related issues. Therefore, based on the provided drug label, there is no indication that TOPROL-XL is associated with or causes ototoxicity or auditory risks.",No,No,1,1
GANAXOLONE,"The provided drug label for ZTALMY (ganaxolone) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, warnings, precautions, adverse reactions, and other relevant information. 
 

 Here is a summary of the key sections reviewed for any mention of ototoxicity or auditory risks:
 

 1. **Indications and Usage**: No mention of ototoxicity or auditory risks.
 2. **Dosage and Administration**: No mention of ototoxicity or auditory risks.
 3. **Warnings and Precautions**: No mention of ototoxicity or auditory risks.
 4. **Adverse Reactions**: The adverse reactions listed include somnolence, pyrexia, salivary hypersecretion, and seasonal allergy, but there is no mention of ototoxicity or auditory risks.
 5. **Drug Interactions**: No mention of ototoxicity or auditory risks.
 6. **Use in Specific Populations**: No mention of ototoxicity or auditory risks.
 7. **Drug Abuse and Dependence**: No mention of ototoxicity or auditory risks.
 8. **Overdosage**: No mention of ototoxicity or auditory risks.
 9. **Clinical Pharmacology**: No mention of ototoxicity or auditory risks.
 10. **Nonclinical Toxicology**: No mention of ototoxicity or auditory risks.
 11. **Clinical Studies**: No mention of ototoxicity or auditory risks.
 12. **How Supplied/Storage and Handling**: No mention of ototoxicity or auditory risks.
 13. **Patient Counseling Information**: No mention of ototoxicity or auditory risks.
 14. **Medication Guide**: No mention of ototoxicity or auditory risks.
 15. **Instructions for Use**: No mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label for ZTALMY does not associate the drug with ototoxicity or auditory risks, nor does it mention any ototoxic reactions caused by the drug.",No,No,1,1
ALLOPURINOL,"The provided drug label for ALOPRIM (allopurinol) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on other adverse reactions, such as skin rash, hypersensitivity, renal function impairment, hepatotoxicity, myelosuppression, and drowsiness. There is no information indicating that ALOPRIM itself is associated with or causes ototoxicity or auditory risks.",No,No,1,1
