generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
BIMEKIZUMAB,"The drug label for BIMZELX (bimekizumab-bkzx) does not explicitly discuss hematological toxicity risks or hematological reactions. The label primarily focuses on other types of risks and adverse reactions, such as suicidal ideation and behavior, infections, liver biochemical abnormalities, and inflammatory bowel disease. 
 

 However, there is a brief mention of neutropenia in the context of adverse reactions:
 

 1. **Adverse reactions that occurred in < 1% but > 0.1% of subjects in the BIMZELX group and at a higher rate than in the placebo group through Week 16 were neutropenia, eczema, otitis externa, otitis media, and pyrexia.**
  - **Summary:** Neutropenia was observed in less than 1% but more than 0.1% of subjects treated with BIMZELX, occurring at a higher rate than in the placebo group. This indicates that the drug itself was associated with neutropenia.
 

 This is the only sentence in the drug label that mentions a hematological reaction (neutropenia) associated with the use of BIMZELX.",Less,Yes,1,1
ELRANATAMAB-BCMM,"Here is a summary of all the sentences from the drug label that discuss hematological toxicity risks and hematological reactions for ELREXFIO, clearly stating whether the drug itself was associated with or caused the hematological risk:
 

 1. **Neutropenia: Monitor complete blood cell counts at baseline and periodically during treatment. (5.5)**
  - **Summary:** The drug label advises monitoring complete blood cell counts at baseline and periodically during treatment with ELREXFIO. This implies that ELREXFIO is associated with the risk of neutropenia.
 

 2. **Hematologic Adverse Reactions (5.5): Absolute neutrophil count less than 0.5 x 10^9/L**
  - **Summary:** ELREXFIO is associated with causing a decrease in absolute neutrophil count to less than 0.5 x 10^9/L.
 

 3. **Febrile neutropenia: Withhold ELREXFIO until absolute neutrophil count is 1 x 10^9/L or higher and fever resolves.**
  - **Summary:** ELREXFIO is associated with causing febrile neutropenia, and the drug should be withheld until the neutrophil count is 1 x 10^9/L or higher and the fever resolves.
 

 4. **Hemoglobin less than 8 g/dL: Withhold ELREXFIO until hemoglobin is 8 g/dL or higher.**
  - **Summary:** ELREXFIO is associated with causing a decrease in hemoglobin levels to less than 8 g/dL.
 

 5. **Platelet count less than 25,000/mcL: Withhold ELREXFIO until platelet count is 25,000/mcL or higher and no evidence of bleeding.**
  - **Summary:** ELREXFIO is associated with causing a decrease in platelet count to less than 25,000/mcL.
 

 6. **The most common Grade 3 to 4 laboratory abnormalities (≥30%) are decreased lymphocytes, decreased neutrophils, decreased hemoglobin, decreased white blood cells, and decreased platelets. (6.1)**
  - **Summary:** ELREXFIO is associated with causing Grade 3 to 4 laboratory abnormalities, including decreased lymphocytes, neutrophils, hemoglobin, white blood cells, and platelets.
 

 7. **In patients who received ELREXFIO at the recommended dose in the clinical trial, decreased neutrophils occurred in 62% of patients, with Grade 3 or 4 decreased neutrophils in 51%. Febrile neutropenia occurred in 2.2% of patients. (5.5)**
  - **Summary:** ELREXFIO is associated with causing decreased neutrophils in 62% of patients, with Grade 3 or 4 decreased neutrophils in 51%, and febrile neutropenia in 2.2% of patients.
 

 8. **The most common Grade 3 to 4 laboratory abnormalities (≥30%) were decreased lymphocytes, decreased neutrophils, decreased hemoglobin, decreased white blood cells, and decreased platelets.**
  - **Summary:** ELREXFIO is associated with causing Grade 3 to 4 laboratory abnormalities, including decreased lymphocytes, neutrophils, hemoglobin, white blood cells, and platelets.
 

 9. **Table 9. Select Laboratory Abnormalities (≥30%) That Worsened from Baseline in Patients with Relapsed or Refractory Multiple Myeloma Who Received ELREXFIO in MagnetisMM-3: Lymphocyte count decreased (91%), White blood cell decreased (69%), Hemoglobin decreased (68%), Neutrophil count decreased (62%), Platelet count decreased (61%).**
  - **Summary:** ELREXFIO is associated with causing a decrease in lymphocyte count (91%), white blood cell count (69%), hemoglobin (68%), neutrophil count (62%), and platelet count (61%).
 

 10. **Decreased white blood cell counts are common during treatment with ELREXFIO and can also be severe.**
  - **Summary:** ELREXFIO is associated with causing decreased white blood cell counts, which can be severe.
 

 11. **The most common severe abnormal lab test results with ELREXFIO include decreased white blood cells, red blood cells, and platelets.**
  - **Summary:** ELREXFIO is associated with causing severe abnormal lab test results, including decreased white blood cells, red blood cells, and platelets.
 

 These summaries indicate that ELREXFIO is associated with or causes various hematological toxicities and reactions, including neutropenia, febrile neutropenia, decreased hemoglobin, decreased platelet count, and decreased white blood cell count.",Most,Yes,1,1
ABEMACICLIB,"Here is a summary of all the sentences from the drug label that discuss hematological toxicity risks and hematological reactions for Verzenio (abemaciclib):
 

 1. **Neutropenia: Monitor complete blood counts prior to the start of VERZENIO therapy, every 2 weeks for the first 2 months, monthly for the next 2 months, and as clinically indicated.**
  - **Summary:** The drug requires monitoring of complete blood counts due to potential hematological risks.
 

 2. **Neutropenia, including febrile neutropenia and fatal neutropenic sepsis, occurred in patients treated with VERZENIO.**
  - **Summary:** The drug itself was associated with neutropenia, including severe cases like febrile neutropenia and fatal neutropenic sepsis.
 

 3. **Across four clinical trials in 3691 patients, neutropenia occurred in 37% to 46% of patients receiving VERZENIO.**
  - **Summary:** The drug itself caused neutropenia in a significant percentage of patients.
 

 4. **A Grade ≥3 decrease in neutrophil count (based on laboratory findings) occurred in 19% to 32% of patients receiving VERZENIO.**
  - **Summary:** The drug itself caused a significant decrease in neutrophil count in a notable percentage of patients.
 

 5. **Febrile neutropenia has been reported in <1% of patients exposed to VERZENIO across trials.**
  - **Summary:** The drug itself was associated with febrile neutropenia in a small percentage of patients.
 

 6. **Two deaths due to neutropenic sepsis were observed in MONARCH 2.**
  - **Summary:** The drug itself was associated with fatal cases of neutropenic sepsis.
 

 7. **Monitor complete blood counts prior to the start of VERZENIO therapy, every 2 weeks for the first 2 months, monthly for the next 2 months, and as clinically indicated.**
  - **Summary:** The drug requires frequent monitoring of complete blood counts due to potential hematological risks.
 

 8. **Dose interruption, dose reduction, or delay in starting treatment cycles is recommended for patients who develop Grade 3 or 4 neutropenia.**
  - **Summary:** The drug itself necessitates dose adjustments in response to severe neutropenia.
 

 9. **The most frequently reported (≥5%) Grade 3 or 4 adverse reactions were neutropenia, leukopenia, diarrhea, and lymphopenia.**
  - **Summary:** The drug itself was associated with severe neutropenia and leukopenia among other adverse reactions.
 

 10. **Permanent VERZENIO treatment discontinuation due to an adverse reaction was reported in 19% of patients receiving VERZENIO, plus tamoxifen or an aromatase inhibitor.**
  - **Summary:** The drug itself led to treatment discontinuation due to adverse reactions, including hematological ones.
 

 11. **Dose interruption of VERZENIO due to an adverse reaction occurred in 62% of patients receiving VERZENIO plus tamoxifen or aromatase inhibitors.**
  - **Summary:** The drug itself caused dose interruptions due to adverse reactions, including hematological ones.
 

 12. **Dose reductions of VERZENIO due to an adverse reaction occurred in 44% of patients receiving VERZENIO plus endocrine therapy (tamoxifen or an aromatase inhibitor).**
  - **Summary:** The drug itself necessitated dose reductions due to adverse reactions, including hematological ones.
 

 13. **The most common adverse reactions leading to VERZENIO dose reductions in ≥5% were diarrhea (17%), neutropenia (8%), and fatigue (5%).**
  - **Summary:** The drug itself caused dose reductions due to neutropenia among other adverse reactions.
 

 14. **The most frequently reported (≥5%) Grade 3 or 4 adverse reactions were neutropenia, diarrhea, leukopenia, increased ALT, and anemia.**
  - **Summary:** The drug itself was associated with severe neutropenia, leukopenia, and anemia among other adverse reactions.
 

 15. **Permanent treatment discontinuation due to an adverse reaction was reported in 13% of patients receiving VERZENIO plus an aromatase inhibitor.**
  - **Summary:** The drug itself led to treatment discontinuation due to adverse reactions, including hematological ones.
 

 16. **Dose interruption of VERZENIO due to an adverse reaction occurred in 56% of patients receiving VERZENIO plus anastrozole or letrozole.**
  - **Summary:** The drug itself caused dose interruptions due to adverse reactions, including hematological ones.
 

 17. **Dose reductions due to an adverse reaction occurred in 43% of patients receiving VERZENIO plus anastrozole or letrozole.**
  - **Summary:** The drug itself necessitated dose reductions due to adverse reactions, including hematological ones.
 

 18. **VERZENIO dose reductions due to neutropenia of any grade occurred in 11% of patients receiving VERZENIO plus an aromatase inhibitor compared to 0.6% of patients receiving placebo plus an aromatase inhibitor.**
  - **Summary:** The drug itself caused dose reductions due to neutropenia in a significant percentage of patients.
 

 19. **The most frequently reported (≥5%) Grade 3 or 4 adverse reactions were neutropenia, diarrhea, leukopenia, anemia, and infections.**
  - **Summary:** The drug itself was associated with severe neutropenia, leukopenia, and anemia among other adverse reactions.
 

 20. **Permanent study treatment discontinuation due to an adverse reaction were reported in 9% of patients receiving VERZENIO plus fulvestrant.**
  - **Summary:** The drug itself led to treatment discontinuation due to adverse reactions, including hematological ones.
 

 21. **Dose interruption of VERZENIO due to an adverse reaction occurred in 52% of patients receiving VERZENIO plus fulvestrant.**
  - **Summary:** The drug itself caused dose interruptions due to adverse reactions, including hematological ones.
 

 22. **Dose reductions due to an adverse reaction occurred in 43% of patients receiving VERZENIO plus fulvestrant.**
  - **Summary:** The drug itself necessitated dose reductions due to adverse reactions, including hematological ones.
 

 23. **VERZENIO dose reductions due to neutropenia of any grade occurred in 10% of patients receiving VERZENIO plus fulvestrant compared to no patients receiving placebo plus fulvestrant.**
  - **Summary:** The drug itself caused dose reductions due to neutropenia in a significant percentage of patients.
 

 24. **The most frequently reported (≥5%) Grade 3 or 4 adverse reactions were diarrhea, neutropenia, fatigue, and leukopenia.**
  - **Summary:** The drug itself was associated with severe neutropenia and leukopenia among other adverse reactions.
 

 25. **Dose interruption of VERZENIO due to an adverse reaction occurred in 58% of patients.**
  - **Summary:** The drug itself caused dose interruptions due to adverse reactions, including hematological ones.
 

 26. **Forty-nine percent of patients had dose reductions due to an adverse reaction.**
  - **Summary:** The drug itself necessitated dose reductions due to adverse reactions, including hematological ones.
 

 27. **The most frequent adverse reactions that led to dose reductions were diarrhea (20%), neutropenia (11%), and fatigue (9%).**
  - **Summary:** The drug itself caused dose reductions due to neutropenia among other adverse reactions.
 

 28. **The most common reported adverse reactions (≥20%) were: diarrhea, fatigue, nausea, decreased appetite, abdominal pain, neutropenia, vomiting, infections, anemia, headache, and thrombocytopenia.**
  - **Summary:** The drug itself was associated with neutropenia, anemia, and thrombocytopenia among other adverse reactions.
 

 29. **The most common adverse reactions (incidence ≥20%) were diarrhea, neutropenia, nausea, abdominal pain, infections, fatigue, anemia, leukopenia, decreased appetite, vomiting, headache, alopecia, and thrombocytopenia.**
  - **Summary:** The drug itself was associated with neutropenia, anemia, leukopenia, and thrombocytopenia among other adverse reactions.
 

 30. **The most common adverse reactions reported (≥20%) in the VERZENIO arm were: diarrhea, fatigue, neutropenia, nausea, infections, abdominal pain, anemia, leukopenia, decreased appetite, vomiting, and headache.**
  - **Summary:** The drug itself was associated with neutropenia, anemia, and leukopenia among other adverse reactions.
 

 31. **The most common adverse reactions reported (≥20%) in the VERZENIO, plus tamoxifen or an aromatase inhibitor, arm and ≥2% higher than the tamoxifen or an aromatase inhibitor arm were: diarrhea, infections, neutropenia, fatigue, leukopenia, nausea, anemia, and headache.**
  - **Summary:** The drug itself was associated with neutropenia, leukopenia, and anemia among other adverse reactions.
 

 32. **The most frequently reported (≥5%) Grade 3 or 4 adverse reactions were neutropenia, leukopenia, diarrhea, and lymphopenia.**
  - **Summary:** The drug itself was associated with severe neutropenia, leukopenia, and lymphopenia among other adverse reactions.
 

 33. **The most frequently reported (≥5%) Grade 3 or 4 adverse reactions were neutropenia, diarrhea, leukopenia, increased ALT",Most,Yes,1,1
METFORMIN; METFORMIN HYDROCHLORIDE,"Here is a summary of all the sentences from the drug label that discuss hematological toxicity risks and hematological reactions for Metformin Hydrochloride Tablets, USP:
 

 1. **Vitamin B12 Levels**:
  - **Sentence**: ""In controlled clinical trials of metformin hydrochloride tablets of 29 weeks duration, a decrease to subnormal levels of previously normal serum vitamin B12 levels, without clinical manifestations, was observed in approximately 7% of patients.""
  - **Summary**: The drug was associated with a decrease in serum vitamin B12 levels in approximately 7% of patients.
 

 2. **Vitamin B12 Levels and Anemia**:
  - **Sentence**: ""Such decrease, possibly due to interference with B12 absorption from the B12-intrinsic factor complex, is, however, very rarely associated with anemia and appears to be rapidly reversible with discontinuation of metformin hydrochloride tablets or vitamin B12 supplementation.""
  - **Summary**: The drug was very rarely associated with anemia due to decreased vitamin B12 levels, which is reversible upon discontinuation or supplementation.
 

 3. **Hematologic Parameters Monitoring**:
  - **Sentence**: ""Measurement of hematologic parameters on an annual basis is advised in patients on metformin and any apparent abnormalities should be appropriately investigated and managed.""
  - **Summary**: The drug requires annual monitoring of hematologic parameters to detect any abnormalities.
 

 4. **Megaloblastic Anemia**:
  - **Sentence**: ""While megaloblastic anemia has rarely been seen with metformin hydrochloride tablets therapy, if this is suspected, vitamin B12 deficiency should be excluded.""
  - **Summary**: The drug has rarely been associated with megaloblastic anemia, and vitamin B12 deficiency should be checked if this condition is suspected.
 

 5. **Laboratory Tests**:
  - **Sentence**: ""Initial and periodic monitoring of hematologic parameters (e.g., hemoglobin/hematocrit and red blood cell indices) and renal function (serum creatinine) should be performed, at least on an annual basis.""
  - **Summary**: The drug necessitates initial and periodic monitoring of hematologic parameters to ensure safety.
 

 6. **Hematologic Abnormalities**:
  - **Sentence**: ""If patients have not satisfactorily responded to 1 to 3 months of concomitant therapy with the maximum dose of metformin and the maximum dose of an oral sulfonylurea, consider therapeutic alternatives including switching to insulin with or without metformin.""
  - **Summary**: This sentence does not directly discuss hematological toxicity risks or reactions but suggests alternative therapies if the drug combination is ineffective.
 

 In summary, Metformin Hydrochloride Tablets, USP, are associated with a risk of decreased vitamin B12 levels, which can very rarely lead to anemia, including megaloblastic anemia. Regular monitoring of hematologic parameters is recommended to manage and detect any potential hematological abnormalities.",Less,Yes,1,1
"TESTOSTERONE GEL, 1%","Here is a summary of all the sentences from the drug label that discuss hematological toxicity risks and hematological reactions for testosterone gel, 1%:
 

 1. **Polycythemia**:
  - **Sentence**: ""Increases in hematocrit, reflective of increases in red blood cell mass, may require lowering or discontinuation of testosterone.""
  - **Summary**: The drug itself is associated with an increase in hematocrit, which may necessitate dose adjustment or discontinuation.
 

 2. **Polycythemia**:
  - **Sentence**: ""Check hematocrit prior to initiating treatment. It would also be appropriate to re-evaluate the hematocrit 3 to 6 months after starting treatment, and then annually.""
  - **Summary**: The drug itself requires monitoring of hematocrit levels before and during treatment to manage potential increases.
 

 3. **Polycythemia**:
  - **Sentence**: ""If hematocrit becomes elevated, stop therapy until hematocrit decreases to an acceptable concentration.""
  - **Summary**: The drug itself can cause elevated hematocrit, necessitating discontinuation until levels normalize.
 

 4. **Polycythemia**:
  - **Sentence**: ""An increase in red blood cell mass may increase the risk of thromboembolic events.""
  - **Summary**: The drug itself is associated with an increased red blood cell mass, which may elevate the risk of thromboembolic events.
 

 5. **Adverse Reactions**:
  - **Sentence**: ""Lab test abnormal occurred in nine patients with one or more of the following events reported: elevated hemoglobin or hematocrit, hyperlipidemia, elevated triglycerides, hypokalemia, decreased HDL, elevated glucose, elevated creatinine, elevated total bilirubin.""
  - **Summary**: The drug itself was associated with elevated hemoglobin or hematocrit in clinical trials.
 

 6. **Postmarketing Experience**:
  - **Sentence**: ""The following adverse reactions have been identified during post approval use of testosterone gel, 1%: Blood and the lymphatic system disorders: Elevated Hgb, Hct (polycythemia).""
  - **Summary**: The drug itself has been associated with elevated hemoglobin and hematocrit (polycythemia) in postmarketing reports.
 

 7. **Clinical Trials**:
  - **Sentence**: ""Lab test abnormal occurred in 15 patients with one or more of the following events reported: elevated AST, elevated ALT, elevated testosterone, elevated hemoglobin or hematocrit, elevated cholesterol, elevated cholesterol/LDL ratio, elevated triglycerides, elevated HDL, elevated serum creatinine.""
  - **Summary**: The drug itself was associated with elevated hemoglobin or hematocrit in a 3-year clinical trial.
 

 These summaries indicate that testosterone gel, 1% is associated with hematological risks, particularly increases in hematocrit and hemoglobin, which may require monitoring and potential dose adjustments.",Most,Yes,1,1
TIZANIDINE HCL,"The provided drug label for Tizanidine HCL 4mg tablets does not explicitly mention hematological toxicity risks or hematological reactions. The label primarily focuses on other adverse reactions, such as hypotension, liver injury, sedation, hallucinations, hypersensitivity reactions, and withdrawal symptoms. It also discusses drug interactions, dosing information, and specific population considerations.
 

 Therefore, based on the provided text, there are no sentences that discuss hematological toxicity risks or hematological reactions associated with Tizanidine HCL.",No,No,1,1
OXYCODONE HYDCHLORIDE,"The drug label for Oxycodone Hydrochloride mentions hematological reactions and risks in the following sentences:
 

 1. **""Hemic and Lymphatic – anemia and leukopenia.""**
  - **Summary:** The drug is associated with anemia and leukopenia as potential adverse reactions.
 

 2. **""The opioid abstinence or withdrawal syndrome is characterized by some or all of the following: restlessness, lacrimation, rhinorrhea, yawning, perspiration, chills, myalgia, and mydriasis. Other symptoms also may develop, including irritability, anxiety, backache, joint pain, weakness, abdominal cramps, insomnia, nausea, anorexia, vomiting, diarrhea, or increased blood pressure, respiratory rate, or heart rate.""**
  - **Summary:** Withdrawal from the drug may cause increased blood pressure, which is a hematological reaction.
 

 In summary, the drug itself is associated with anemia and leukopenia as potential adverse reactions. Additionally, withdrawal from the drug may cause increased blood pressure, which is a hematological reaction.",Less,Yes,1,1
RUBIDIUM CHLORIDE RB-82,"The drug label for CardioGen-82 mentions hematological toxicity risks and reactions in the following contexts:
 

 1. **High Level Radiation Exposure with Use of Incorrect Eluent**:
  - **Sentence**: ""Evaluate the patient’s radiation absorbed dose and monitor for the effects of radiation to critical organs such as bone marrow.""
  - **Summary**: The drug label advises monitoring for radiation effects on critical organs, including bone marrow, if the incorrect eluent is used. This indicates a potential hematological risk due to radiation exposure, not directly from the drug itself.
 

 2. **Warnings and Precautions**:
  - **Sentence**: ""Immediately stop the patient infusion and discontinue use of the affected CardioGen-82 generator if the incorrect eluent is used and evaluate the patient’s radiation absorbed dose and monitor for the effects of radiation to critical organs such as bone marrow.""
  - **Summary**: The label again advises stopping the infusion and monitoring radiation effects on bone marrow if the incorrect eluent is used, indicating a hematological risk due to radiation exposure, not directly from the drug itself.
 

 3. **Postmarketing Experience**:
  - **Sentence**: ""High level radiation exposure to the bone marrow has occurred in some patients due to Sr 82 and Sr 85 breakthrough in the eluate when an incorrect solution was used to elute the rubidium Rb 82 generator.""
  - **Summary**: The label reports that high radiation exposure to the bone marrow has occurred in some patients due to Sr 82 and Sr 85 breakthrough when the incorrect solution was used. This indicates a hematological risk due to radiation exposure, not directly from the drug itself.
 

 In summary, the hematological toxicity risks and reactions mentioned in the drug label are associated with radiation exposure to the bone marrow due to the use of incorrect eluent solutions, rather than being directly caused by the drug itself.",Less,Yes,1,1
LITHIUM CARBONATE,"The drug label for LITHOBID (Lithium Carbonate USP) mentions hematological toxicity risks and reactions in the following sentences:
 

 1. **Encephalopathic Syndrome**: ""An encephalopathic syndrome (characterized by weakness, lethargy, fever, tremulousness and confusion, extrapyramidal symptoms, leukocytosis, elevated serum enzymes, BUN, and FBS) has occurred in a few patients treated with lithium plus a neuroleptic, most notably haloperidol.""
  - **Summary**: The drug lithium, when used in combination with neuroleptics, has been associated with an encephalopathic syndrome that includes leukocytosis (an increase in white blood cells).
 

 2. **Adverse Reactions**: ""The following reactions have been reported and appear to be related to serum lithium concentrations, including concentrations within the therapeutic range: Central Nervous System: ... leukocytosis, ... .""
  - **Summary**: Leukocytosis has been reported as an adverse reaction related to serum lithium concentrations.
 

 In summary, the drug lithium itself has been associated with leukocytosis both as a part of an encephalopathic syndrome when combined with neuroleptics and as an adverse reaction related to its serum concentrations.",Less,Yes,1,1
PAROXETINE MESYLATE,"Here is a summary of all the sentences from the drug label that discuss hematological toxicity risks and hematological reactions for PEXEVA (paroxetine mesylate):
 

 1. **Increased Risk of Bleeding:**
  - **Sentence:** ""Drugs that interfere with serotonin reuptake inhibition, including PEXEVA, increase the risk of bleeding events.""
  - **Summary:** PEXEVA is associated with an increased risk of bleeding events.
 

 2. **Concomitant Use with Antiplatelet Agents or Anticoagulants:**
  - **Sentence:** ""Concomitant use of aspirin, nonsteroidal anti-inflammatory drugs (NSAIDS), other antiplatelet drugs, warfarin, and other anticoagulant drugs may increase risk.""
  - **Summary:** The risk of bleeding is increased when PEXEVA is used with other antiplatelet agents or anticoagulants.
 

 3. **Case Reports and Epidemiological Studies:**
  - **Sentence:** ""Case reports and epidemiological studies (case-control and cohort design) have demonstrated an association between drugs that interfere with serotonin reuptake and the occurrence of gastrointestinal bleeding.""
  - **Summary:** PEXEVA, as a drug that interferes with serotonin reuptake, is associated with gastrointestinal bleeding.
 

 4. **Postpartum Hemorrhage:**
  - **Sentence:** ""Based on data from the published observational studies, exposure to SSRIs, particularly in the month before delivery, has been associated with a less than 2-fold increase in the risk of postpartum hemorrhage.""
  - **Summary:** PEXEVA, as an SSRI, is associated with an increased risk of postpartum hemorrhage.
 

 5. **Bleeding Events:**
  - **Sentence:** ""Bleeding events related to drugs that interfere with serotonin reuptake have ranged from ecchymoses, hematomas, epistaxis, and petechiae to life-threatening hemorrhages.""
  - **Summary:** PEXEVA is associated with a range of bleeding events, from minor to life-threatening hemorrhages.
 

 6. **Inform Patients:**
  - **Sentence:** ""Inform patients about the increased risk of bleeding associated with the concomitant use of PEXEVA and antiplatelet agents or anticoagulants.""
  - **Summary:** Patients should be informed that PEXEVA is associated with an increased risk of bleeding when used with antiplatelet agents or anticoagulants.
 

 7. **Hemic and Lymphatic Systems:**
  - **Sentence:** ""Hemic and Lymphatic Systems: infrequent: anemia, leukopenia, lymphadenopathy, purpura; rare: abnormal erythrocytes, basophilia, bleeding time increased, eosinophilia, hypochromic anemia, iron deficiency anemia, leukocytosis, lymphedema, abnormal lymphocytes, lymphocytosis, microcytic anemia, monocytosis, normocytic anemia, thrombocythemia, thrombocytopenia.""
  - **Summary:** PEXEVA is associated with infrequent occurrences of anemia, leukopenia, lymphadenopathy, and purpura, and rare occurrences of various other hematological abnormalities.
 

 8. **Postmarketing Experience:**
  - **Sentence:** ""The following reactions have been identified during post approval use of paroxetine: hemolytic anemia, events related to impaired hematopoiesis (including aplastic anemia, pancytopenia, bone marrow aplasia, and agranulocytosis).""
  - **Summary:** PEXEVA is associated with postmarketing reports of hemolytic anemia and other serious hematological conditions related to impaired hematopoiesis.
 

 9. **Drugs Highly Bound to Plasma Protein:**
  - **Sentence:** ""Monitor for adverse reactions and reduce dosage of PEXEVA or other protein-bound drugs (e.g., warfarin) as warranted.""
  - **Summary:** PEXEVA is associated with an increased risk of adverse reactions, including hematological risks, when used with other protein-bound drugs like warfarin.
 

 10. **Inform Patients About Bleeding Risk:**
  - **Sentence:** ""Inform patients about the concomitant use of PEXEVA with aspirin, NSAIDs, other antiplatelet drugs, warfarin, or other anticoagulants because the combined use has been associated with an increased risk of bleeding.""
  - **Summary:** Patients should be informed that PEXEVA is associated with an increased risk of bleeding when used with aspirin, NSAIDs, other antiplatelet drugs, warfarin, or other anticoagulants.
 

 These summaries indicate that PEXEVA is associated with various hematological risks, including increased bleeding events, gastrointestinal bleeding, postpartum hemorrhage, and several hematological abnormalities.",Most,Yes,1,1
AMMONIA N-13,"The drug label for Ammonia N 13 Injection does not specifically discuss hematological toxicity risks or hematological reactions. The label primarily focuses on the use, dosage, administration, radiation risks, and other general safety information related to the drug. 
 

 Here is a summary of the relevant sections that might indirectly relate to hematological concerns, although they do not explicitly mention hematological toxicity or reactions:
 

 1. **Radiation Risks (Section 5.1)**:
  - **Sentence**: ""Ammonia N 13 Injection may increase the risk of cancer.""
  - **Summary**: The drug itself is associated with an increased risk of cancer due to its radioactive nature, but it does not specifically mention hematological cancers or toxicity.
 

 2. **Adverse Reactions (Section 6)**:
  - **Sentence**: ""No adverse reactions have been reported for Ammonia N 13 Injection based on a review of the published literature, publicly available reference sources, and adverse drug reaction reporting systems.""
  - **Summary**: The drug itself has not been associated with any reported adverse reactions, including hematological reactions, based on available data.
 

 3. **Nonclinical Toxicology (Section 13.1)**:
  - **Sentence**: ""Long term animal studies have not been performed to evaluate the carcinogenic potential of Ammonia N 13 Injection.""
  - **Summary**: The drug itself has not been studied for long-term carcinogenic potential, which could include hematological cancers, but no specific hematological toxicity is mentioned.
 

 In conclusion, the drug label does not provide any specific information or sentences that directly discuss hematological toxicity risks or hematological reactions associated with Ammonia N 13 Injection.",No,No,1,1
