generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
METOPROLOL SUCCINATE ER,"The drug label for Metoprolol Succinate ER discusses infertility risks in the following sections:
 

 1. **Section 8.3 Females and Males of Reproductive Potential:**
  - **Sentence:** ""Based on the published literature, beta-blockers (including metoprolol) may cause erectile dysfunction and inhibit sperm motility.""
  - **Summary:** The drug itself (metoprolol) is associated with causing erectile dysfunction and inhibiting sperm motility, which are factors that can contribute to infertility.
 

 2. **Sentence:** ""No evidence of impaired fertility due to metoprolol was observed in rats [see NONCLINICAL TOXICOLOGY (13.1)].""
  - **Summary:** The drug itself (metoprolol) was not associated with causing impaired fertility in animal studies (rats).
 

 In summary, while metoprolol may cause erectile dysfunction and inhibit sperm motility in humans, which can contribute to infertility, animal studies did not show evidence of impaired fertility due to metoprolol.",Less,Yes,1,1
PILOCARPINE HYDROCHLORIDE OPHTHALMIC SOLUTION,"The drug label for Pilocarpine Hydrochloride Ophthalmic Solution includes a section on nonclinical toxicology that discusses potential risks related to carcinogenesis, mutagenesis, and impairment of fertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""There have been no long-term studies done using pilocarpine hydrochloride in animals to evaluate carcinogenic potential.""
  - **Summary:** The drug itself has not been studied for long-term carcinogenic potential, so no conclusions can be drawn about its association with or causation of infertility risk.
 

 This is the only part of the drug label that touches on the topic of fertility. The label does not provide specific information indicating that Pilocarpine Hydrochloride Ophthalmic Solution is associated with or causes infertility risks.",No,No,1,1
DACOMITINIB,"The drug label for VIZIMPRO (dacomitinib) includes information on infertility risks in the following sections:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility**:
  - **Sentence**: ""Daily oral administration of dacomitinib at doses ≥ 0.5 mg/kg/day to female rats (approximately 0.14 times the exposure based on AUC at the 45 mg human dose) resulted in reversible epithelial atrophy in the cervix and vagina.""
  - **Summary**: The drug itself (dacomitinib) was associated with reversible epithelial atrophy in the cervix and vagina in female rats.
  - **Sentence**: ""Oral administration of dacomitinib at 2 mg/kg/day to male rats (approximately 0.6 times the human exposure based on AUC at the 45 mg clinical dose) resulted in reversible decreased secretion in the prostate gland.""
  - **Summary**: The drug itself (dacomitinib) caused reversible decreased secretion in the prostate gland in male rats.
 

 In summary, the drug dacomitinib was associated with reversible epithelial atrophy in the cervix and vagina in female rats and caused reversible decreased secretion in the prostate gland in male rats, indicating potential infertility risks.",Less,Yes,1,1
GLUCAGON HYDROCHLORIDE,"The drug label for GlucaGen includes a section on nonclinical toxicology that addresses the potential for carcinogenesis, mutagenesis, and impairment of fertility. Here is a summary of the parts discussing infertility risks:
 

 1. **Impairment of Fertility**:
  - **Sentence**: ""Glucagon was not tested in animal fertility studies.""
  - **Summary**: The drug itself was not tested for infertility risks in animal studies, so no direct association or causation with infertility can be established from this statement.
  
  - **Sentence**: ""Studies in rats have shown that pancreatic glucagon does not cause impaired fertility.""
  - **Summary**: The drug itself, specifically pancreatic glucagon, was not associated with or did not cause infertility in rat studies.
 

 In summary, the drug label indicates that GlucaGen itself was not tested for infertility risks in animal fertility studies, but related studies with pancreatic glucagon showed no evidence of causing impaired fertility in rats.",No,No,1,1
ASFOTASE ALFA,"The drug label for STRENSIQ (asfotase alfa) includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Long-term studies in animals to evaluate carcinogenic potential or studies to evaluate mutagenic potential have not been performed with asfotase alfa.""
  - **Summary:** No long-term studies have been conducted to evaluate the carcinogenic or mutagenic potential of the drug. The drug itself was not associated with or caused infertility risk in this statement.
  - ""Asfotase alfa at intravenous doses up to 50 mg/kg/day administered daily in pregnant rats (approximately 21 times the human AUC of 65486 ng.h/mL at 2 mg/kg dose administered three times weekly for a 50 kg individual) was found to have no adverse effect on fertility and reproductive performance of male and female rats.""
  - **Summary:** The drug was not associated with or caused infertility risk in animal studies, as it showed no adverse effect on fertility and reproductive performance in male and female rats.
 

 In summary, the drug label indicates that STRENSIQ (asfotase alfa) was not associated with or caused infertility risks based on the animal studies conducted.",No,No,1,1
PEMIGATINIB,"The drug label for PEMAZYRE (pemigatinib) includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Dedicated fertility studies with pemigatinib have not been conducted.""
  - **Summary:** No specific studies on fertility have been conducted with the drug itself.
  - ""Oral administration of pemigatinib did not result in any dose-related findings likely to result in impaired fertility in male and female reproductive organs.""
  - **Summary:** The drug itself was not associated with or did not cause infertility based on the available data from oral administration studies.
 

 In summary, the drug label indicates that while dedicated fertility studies have not been conducted, available data from oral administration studies suggest that pemigatinib itself did not result in findings likely to cause infertility in male and female reproductive organs.",Less,No,1,1
MEXILETINE HYDROCHLORIDE,"The drug label for Mexiletine Hydrochloride Capsules, USP, includes a section on ""Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the parts that discuss infertility risks:
 

 1. **Sentence:** ""Mexiletine did not impair fertility in the rat.""
  - **Summary:** The drug itself was not associated with or did not cause infertility in rats.
 

 2. **Sentence:** ""Reproduction studies performed with mexiletine in rats, mice and rabbits at doses up to four times the maximum human oral dose (24 mg/kg in a 50 kg patient) revealed no evidence of teratogenicity or impaired fertility but did show an increase in fetal resorption.""
  - **Summary:** The drug itself was not associated with or did not cause infertility in rats, mice, and rabbits, although it did show an increase in fetal resorption.
 

 In summary, the drug label indicates that Mexiletine Hydrochloride was not associated with or did not cause infertility in animal studies.",No,No,1,1
TROFINETIDE,"The drug label for DAYBUE (trofinetide) includes information on infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY,"" specifically under ""13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Impairment of Fertility**:
  - **Sentence**: ""Oral administration of trofinetide (0, 150, 450, or 1000 mg/kg twice daily; 0, 300, 900, or 2000 mg/kg/day) to male and female rats prior to and throughout mating and continuing in females through gestation day 7 resulted in no adverse effects on fertility or reproductive function.""
  - **Summary**: The drug itself was not associated with or did not cause infertility risks in the tested animals.
 

 In summary, the drug label indicates that trofinetide was not associated with or did not cause infertility risks based on the animal studies conducted.",No,No,1,1
ALENDRONATE SODIUM TABLET,"The drug label for Alendronate Sodium Tablets discusses infertility risks in the following sections:
 

 1. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility (Section 13.1):**
  - **Sentence:** ""Alendronate had no effect on fertility (male or female) in rats at oral doses up to 5 mg/kg/day (approximately 1 times the 40 mg clinical daily dose based on surface area, mg/m2).""
  - **Summary:** The drug itself was not associated with or did not cause infertility risks in rats at the tested doses.
 

 2. **Nonclinical Toxicology - Animal Toxicology and/or Pharmacology (Section 13.2):**
  - **Sentence:** ""The relative inhibitory activities on bone resorption and mineralization of alendronate and etidronate were compared in the Schenk assay, which is based on histological examination of the epiphyses of growing rats.""
  - **Summary:** This sentence does not discuss infertility risks directly but rather focuses on the drug's effects on bone resorption and mineralization.
 

 In summary, the drug label indicates that Alendronate Sodium Tablets were not associated with or did not cause infertility risks in animal studies at the tested doses.",No,No,1,1
TOFERSEN,"The drug label for QALSODY (tofersen) discusses infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY,"" specifically under ""13.1. Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Study Overview**: 
  - ""In a study to assess effects on fertility and reproductive function, tofersen (0, 3, 10, 30 mg/kg) was administered every other day to male and female mice prior to and during mating and continuing in females to gestation day (GD) 7.""
  - **Summary**: This sentence describes the design of the study but does not state whether the drug itself was associated with or caused infertility risks.
 

 2. **Adverse Effects on Male Reproductive Organs**:
  - ""Adverse effects on male reproductive organs (seminiferous tubular degeneration, seminiferous tubule dilatation, spermatid retention, apoptosis of epithelial cells, increased cellular debris in the testes, and hypospermia in the epididymis) were observed at the highest dose tested.""
  - **Summary**: This sentence states that the drug itself was associated with adverse effects on male reproductive organs at the highest dose tested.
 

 3. **Functional Endpoints**:
  - ""However, there were no adverse effects on functional endpoints.""
  - **Summary**: This sentence states that the drug itself was not associated with or did not cause adverse effects on functional endpoints related to fertility.
 

 4. **Plasma Exposure**:
  - ""Plasma exposure at the no-effect dose (10 mg/kg) for adverse effects on male reproductive organs was approximately 2 times that in humans at the recommended human dose of 100 mg.""
  - **Summary**: This sentence provides context on the plasma exposure levels but does not state whether the drug itself was associated with or caused infertility risks.
 

 In summary, the drug label indicates that QALSODY (tofersen) was associated with adverse effects on male reproductive organs at the highest dose tested in mice, but it did not cause adverse effects on functional endpoints related to fertility.",Less,No,1,1
CIPAGLUCOSIDASE ALFA-ATGA,"The drug label for POMBILITI™ (cipaglucosidase alfa-atga) discusses infertility risks in several sections. Here is a summary of each relevant part, clearly indicating whether the drug itself was associated with or caused the infertility risk:
 

 1. **Section 8.3 Females and Males of Reproductive Potential:**
  - **Females:**
  - ""Based on preimplantation loss observed in female rats treated with intravenous cipaglucosidase alfa-atga (400 mg/kg) in combination with oral miglustat (60 mg/kg) every other day for 14 days prior to mating, and continuing through GD 7, POMBILITI in combination with Opfolda may impair human female fertility.""
  - **Summary:** The combination of cipaglucosidase alfa-atga and miglustat was associated with preimplantation loss in female rats, suggesting a potential risk of impaired fertility in humans.
  - ""A NOAEL for the combination was not identified. The LOAEL margins are 21-fold and 4-fold the MRHD for POMBILITI and Opfolda, respectively.""
  - **Summary:** No observed adverse effect level (NOAEL) was identified for the combination, indicating that the combination of drugs may pose a risk to fertility.
  - ""It is not known whether this preimplantation loss in female rats would be sustained if dosing with the combination were discontinued prior to mating.""
  - **Summary:** The sustained effect of preimplantation loss due to the combination of drugs is unknown.
 

  - **Males:**
  - ""Based on reversible increases in preimplantation loss in male rats treated with the combination every other day for 28 days prior to mating, POMBILITI in combination with Opfolda may impair human male fertility.""
  - **Summary:** The combination of cipaglucosidase alfa-atga and miglustat was associated with reversible preimplantation loss in male rats, suggesting a potential risk of impaired fertility in humans.
  - ""A NOAEL for the combination was not identified. The LOAEL margins are 21-fold and 4-fold the MRHD for POMBILITI and Opfolda, respectively.""
  - **Summary:** No observed adverse effect level (NOAEL) was identified for the combination, indicating that the combination of drugs may pose a risk to fertility.
 

 2. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""In a fertility study in rats, cipaglucosidase alfa-atga (75, 150, or 400 mg/kg) was administered intravenously to male and female rats every other day. Dosing in males was initiated 28 days prior to cohabitation with untreated females. Dosing in females was initiated 14 days prior to cohabitation with untreated males and continued through GD 7.""
  - **Summary:** The study involved administering cipaglucosidase alfa-atga to rats to assess fertility.
  - ""There was no effect on male or female rat fertility in any experimental group.""
  - **Summary:** Cipaglucosidase alfa-atga alone did not affect fertility in male or female rats.
  - ""Treatment of male rats with the combination was associated with increased preimplantation loss that was reversible.""
  - **Summary:** The combination of cipaglucosidase alfa-atga and miglustat was associated with reversible preimplantation loss in male rats.
  - ""Treatment of female rats with the combination, or with miglustat alone, resulted in preimplantation loss; whether this would be reversible if treatment were discontinued prior to cohabitation is unknown.""
  - **Summary:** The combination of cipaglucosidase alfa-atga and miglustat, or miglustat alone, was associated with preimplantation loss in female rats, with unknown reversibility.
 

 In summary, the infertility risks discussed in the drug label are primarily associated with the combination of cipaglucosidase alfa-atga and miglustat (Opfolda), rather than cipaglucosidase alfa-atga alone. The combination was linked to preimplantation loss in both male and female rats, suggesting potential risks to human fertility.",Less,Yes,1,1
FUTIBATINIB,"The drug label for LYTGOBI (futibatinib) does not explicitly discuss infertility risks. However, it does mention reproductive toxicity and related precautions. Here is a summary of the relevant sections:
 

 1. **Section 5.3 Embryo-Fetal Toxicity:**
  - **Summary:** This section states that LYTGOBI can cause fetal harm when administered to a pregnant woman based on findings in animal studies and its mechanism of action.
  - **Infertility Risk:** The drug itself is associated with causing fetal harm but does not explicitly mention infertility.
 

 2. **Section 8.1 Pregnancy:**
  - **Summary:** This section reiterates that LYTGOBI can cause fetal harm or loss of pregnancy when administered to a pregnant woman, based on animal studies.
  - **Infertility Risk:** The drug itself is associated with causing fetal harm but does not explicitly mention infertility.
 

 3. **Section 8.3 Females and Males of Reproductive Potential:**
  - **Summary:** This section advises females of reproductive potential to use effective contraception during treatment and for 1 week after the last dose. It also advises males with female partners of reproductive potential to use effective contraception during treatment and for 1 week after the last dose.
  - **Infertility Risk:** The drug itself is associated with the need for contraception to prevent fetal harm but does not explicitly mention infertility.
 

 4. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Summary:** This section states that dedicated fertility studies with futibatinib have not been conducted.
  - **Infertility Risk:** The drug itself has not been studied for its effects on fertility, so no direct association with infertility is mentioned.
 

 In summary, the drug label for LYTGOBI (futibatinib) does not explicitly discuss infertility risks. It primarily focuses on the potential for fetal harm and the need for effective contraception during treatment. The absence of dedicated fertility studies means that the drug's impact on fertility is not clearly defined.",Less,No,2,1
