generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
EPTINEZUMAB-JJMR,"### Summary of Dermatological and Cutaneous Risks and Reactions for VYEPTI (eptinezumab-jjmr)
 

 1. **Warnings and Precautions (Section 5.1)**
  - **Hypersensitivity Reactions**: The drug itself was associated with hypersensitivity reactions, including urticaria (hives) and rash. These reactions occurred during clinical trials and in the postmarketing setting. Most reactions were not serious but often led to discontinuation or required treatment. Serious hypersensitivity reactions, including anaphylaxis, have been reported.
 

 2. **Adverse Reactions (Section 6.1)**
  - **Clinical Trials Experience**: The drug itself was associated with hypersensitivity reactions, which include multiple related adverse event terms such as hypersensitivity, pruritus (itching), and flushing/hot flush that occurred on the day of dosing. These reactions were reported in clinical trials with an incidence of at least 2% and at least 2% greater than placebo.
 

 3. **Postmarketing Experience (Section 6.3)**
  - **Immune System Disorders**: The drug itself was associated with anaphylaxis, a severe allergic reaction that can include cutaneous symptoms such as rash and hives.
 

 4. **Patient Counseling Information (Section 17)**
  - **Hypersensitivity Reactions**: Patients are advised that the drug itself can cause hypersensitivity reactions, including rash and hives. They are instructed to contact their healthcare provider immediately if these symptoms occur.
 

 5. **Patient Package Insert**
  - **Possible Side Effects**: The drug itself may cause serious side effects, including allergic reactions that can manifest as rash, hives, and redness in the face. Patients are advised to seek emergency medical help if these symptoms occur.
 

 ### Conclusion
 VYEPTI (eptinezumab-jjmr) is associated with dermatological and cutaneous risks, primarily in the form of hypersensitivity reactions such as rash, hives, and facial redness. These reactions have been observed in clinical trials and postmarketing reports, and patients are advised to seek medical attention if they experience these symptoms.",Less,Yes,2,1
CLONIDINE HYDROCHLORIDE,"### Summary of Dermatological and Cutaneous Risks and Reactions for Duraclon (Clonidine Hydrochloride)
 

 1. **General Dermatological Reactions:**
  - **Rash:** The drug itself was associated with a 1% incidence of rash.
  - **Pruritus:** The drug itself was associated with a 0.7% incidence of pruritus.
  - **Hives, Angioneurotic Edema, and Urticaria:** The drug itself was associated with a 0.5% incidence of these conditions.
  - **Alopecia:** The drug itself was associated with a 0.2% incidence of alopecia.
 

 2. **Catheter-Related Infections:**
  - **Infections:** The use of implantable epidural catheters, which are part of the administration method for the drug, poses a risk of catheter-related infections, including meningitis and/or epidural abscess. The risk is associated with the clinical situation and the type of catheter used, not directly with the drug itself.
 

 3. **Clinical Trial Data:**
  - **Skin Ulcer:** In an open-label long-term extension study, 5% of subjects reported skin ulcers. It is not explicitly stated that the drug itself caused this reaction, but it was observed in patients receiving the drug.
 

 ### Conclusion
 The drug Duraclon (clonidine hydrochloride) is directly associated with several dermatological reactions, including rash, pruritus, hives, angioneurotic edema, urticaria, and alopecia. Additionally, the use of epidural catheters for drug administration poses a risk of infections, which can have cutaneous manifestations. Skin ulcers were also reported in a clinical trial, although a direct causal relationship with the drug is not explicitly stated.",Less,Yes,1,
GLATIRAMER,"### Summary of Dermatological and Cutaneous Risks and Reactions for Glatiramer Acetate Injection
 

 1. **Lipoatrophy and Skin Necrosis (Section 5.3)**
  - **Lipoatrophy and skin necrosis may occur at injection sites.** 
  - **Association:** The drug itself is associated with these risks.
  - **Lipoatrophy occurred in approximately 2% of patients exposed to glatiramer acetate injection 20 mg per mL in the 5 placebo-controlled trials compared to none on placebo, and 0.5% of patients exposed to glatiramer acetate injection 40 mg per mL in a single placebo-controlled trial and none on placebo.**
  - **Association:** The drug itself caused lipoatrophy.
  - **Skin necrosis has only been observed in the postmarketing setting.**
  - **Association:** The drug itself is associated with this risk.
  - **Lipoatrophy may occur at various times after treatment onset (sometimes after several months) and is thought to be permanent.**
  - **Association:** The drug itself is associated with this risk.
  - **There is no known therapy for lipoatrophy.**
  - **Association:** The drug itself is associated with this risk.
  - **To assist in possibly minimizing these events, the patient should be advised to follow proper injection technique and to rotate injection sites with each injection.**
  - **Association:** The drug itself is associated with this risk.
 

 2. **Adverse Reactions (Section 6)**
  - **In controlled studies of glatiramer acetate injection 20 mg/mL, most common adverse reactions (≥ 10% and ≥ 1.5 times higher than placebo) were: injection site reactions, vasodilatation, rash, dyspnea, and chest pain.**
  - **Association:** The drug itself caused these reactions.
  - **In a controlled study of glatiramer acetate injection 40 mg/mL, most common adverse reactions (≥ 10% and ≥ 1.5 times higher than placebo) were: injection site reactions.**
  - **Association:** The drug itself caused these reactions.
 

 3. **Table 1: Adverse Reactions in Controlled Clinical Trials with an Incidence ≥ 2% of Patients and More Frequent with Glatiramer Acetate Injection (20 mg per mL Daily) than with Placebo**
  - **Injection Site Erythema: 43% (Glatiramer Acetate) vs. 10% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Pain: 40% (Glatiramer Acetate) vs. 20% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Pruritus: 27% (Glatiramer Acetate) vs. 4% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Mass: 26% (Glatiramer Acetate) vs. 6% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Edema: 19% (Glatiramer Acetate) vs. 4% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Inflammation: 9% (Glatiramer Acetate) vs. 1% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Reaction: 8% (Glatiramer Acetate) vs. 1% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Hypersensitivity: 4% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Fibrosis: 2% (Glatiramer Acetate) vs. 1% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Atrophy: 2% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Rash: 19% (Glatiramer Acetate) vs. 11% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Hyperhidrosis: 7% (Glatiramer Acetate) vs. 5% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Pruritus: 5% (Glatiramer Acetate) vs. 4% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Urticaria: 3% (Glatiramer Acetate) vs. 1% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Skin Disorder: 3% (Glatiramer Acetate) vs. 1% (Placebo)**
  - **Association:** The drug itself caused this reaction.
 

 4. **Table 2: Adverse Reactions in a Controlled Clinical Trial with an Incidence ≥ 2% of Patients and More Frequent with Glatiramer Acetate Injection (40 mg per mL Three Times per Week) than with Placebo**
  - **Injection Site Erythema: 22% (Glatiramer Acetate) vs. 2% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Pain: 10% (Glatiramer Acetate) vs. 2% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Mass: 6% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Pruritus: 6% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Edema: 6% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Injection Site Inflammation: 2% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Erythema: 2% (Glatiramer Acetate) vs. 0% (Placebo)**
  - **Association:** The drug itself caused this reaction.
  - **Rash: 2% (Glatiramer Acetate) vs. 1% (Placebo)**
  - **Association:** The drug itself caused this reaction.
 

 5. **Other Adverse Reactions (Section 6.1)**
  - **Frequent: Eczema, herpes zoster, pustular rash, skin atrophy, and warts.**
  - **Association:** The drug itself is associated with these reactions.
  - **Infrequent: Dry skin, skin hypertrophy, dermatitis, furunculosis, psoriasis, angioedema, contact dermatitis, erythema nodosum, fungal dermatitis, maculopapular rash, pigmentation, benign skin neoplasm, skin carcinoma, skin striae, and vesiculobullous rash.**
  - **Association:** The drug itself is associated with these reactions.
 

 6. **Postmarketing Experience (Section 6.2)**
  - **Body as a Whole: allergic reaction; anaphylactoid reaction**
  - **Association:** The drug itself is associated with these reactions.
 

 7. **Patient Counseling Information (Section 17)**
  - **Lipoatrophy and Skin Necrosis at Injection Site: Advise patients that localized lipoatrophy, and rarely, skin necrosis may occur at injection sites.**
  - **Association:** The drug itself is associated with these risks.
  - **Instruct patients to follow proper injection technique and to rotate injection areas and sites with each injection to minimize these risks.**
  - **Association:** The drug itself is associated with these risks.
 

 ### Conclusion
 Glatiramer acetate injection is associated with several dermatological and cutaneous risks and reactions, including lipoatrophy, skin necrosis, injection site reactions, rash, and other skin conditions. Proper injection techniques and site rotation are recommended to minimize these risks.",Most,Yes,1,
ADUCANUMAB,"The drug label for ADUHELM (aducanumab-avwa) includes the following information related to dermatological and cutaneous risks and reactions:
 

 1. **Hypersensitivity Reactions (Section 5.2)**
  - **Sentence:** ""Angioedema and urticaria were reported in one patient in the placebo-controlled period of Studies 1 and 2, and occurred during the ADUHELM infusion.""
  - **Summary:** The drug ADUHELM was associated with causing angioedema and urticaria in one patient during the infusion period in clinical studies.
 

 2. **Warnings and Precautions (Section 5.2)**
  - **Sentence:** ""Promptly discontinue the infusion upon the first observation of any signs or symptoms consistent with a hypersensitivity reaction, and initiate appropriate therapy.""
  - **Summary:** The drug ADUHELM may cause hypersensitivity reactions, including dermatological reactions, necessitating the discontinuation of the infusion and initiation of appropriate therapy.
 

 3. **Medication Guide (Section 17)**
  - **Sentence:** ""Serious allergic reactions. Swelling of the face, lips, mouth, or tongue and hives have happened during an ADUHELM infusion.""
  - **Summary:** The drug ADUHELM was associated with causing serious allergic reactions, including swelling of the face, lips, mouth, or tongue, and hives during the infusion.
 

 4. **Medication Guide (Section 17)**
  - **Sentence:** ""Tell your healthcare provider if you have any of the symptoms of a serious allergic reaction during or after ADUHELM infusion.""
  - **Summary:** The drug ADUHELM may cause serious allergic reactions, including dermatological symptoms, and patients are advised to inform their healthcare provider if these occur during or after the infusion.
 

 In summary, ADUHELM has been associated with causing dermatological reactions such as angioedema, urticaria, swelling of the face, lips, mouth, or tongue, and hives during the infusion period. These reactions are considered serious allergic reactions and warrant immediate medical attention.",Less,Yes,2,1
TROSPIUM CHLORIDE ER,"### Summary of Dermatological and Cutaneous Risks and Reactions for Trospium Chloride Extended-Release Capsules
 

 1. **Contraindications (Section 4)**
  - **Hypersensitivity Reactions**: Trospium Chloride Extended-Release Capsules are contraindicated in patients with known hypersensitivity to the drug or its ingredients. **Associated with the drug**: Angioedema, rash, and anaphylactic reaction have been reported.
 

 2. **Warnings and Precautions (Section 5)**
  - **Angioedema (Section 5.2)**: Angioedema of the face, lips, tongue, and/or larynx has been reported with trospium chloride. **Associated with the drug**: In one case, angioedema occurred after the first dose of trospium chloride. Angioedema associated with upper airway swelling may be life-threatening.
 

 3. **Adverse Reactions (Section 6)**
  - **Clinical Trials Experience (Section 6.1)**: 
  - **Dry Skin**: Additional adverse events reported in less than 1% of Trospium Chloride Extended-Release Capsules treated patients and more common for Trospium Chloride Extended-Release Capsules than placebo included dry skin. **Associated with the drug**.
  - **Rash**: Rash was reported in several patients during the open-label treatment phase. **Associated with the drug**: One case was judged by the investigator to be possibly related to treatment.
  - **Post-marketing Experience (Section 6.2)**: 
  - **Rash**: Rash has been identified during post-approval use of trospium chloride. **Associated with the drug**.
  - **Stevens-Johnson Syndrome**: Stevens-Johnson syndrome has been identified during post-approval use of trospium chloride. **Associated with the drug**.
  - **Angioedema**: Angioedema has been identified during post-approval use of trospium chloride. **Associated with the drug**.
 

 4. **Patient Counseling Information (Section 17)**
  - **Angioedema (Section 17.1)**: Patients should be informed that Trospium Chloride Extended-Release Capsules may produce angioedema, which could result in life-threatening airway obstruction. **Associated with the drug**: Patients should be advised to promptly discontinue therapy and seek immediate medical attention if they experience edema of the tongue, edema of the laryngopharynx, or difficulty breathing.
 

 ### Conclusion
 Trospium Chloride Extended-Release Capsules are associated with several dermatological and cutaneous risks, including angioedema, rash, dry skin, and Stevens-Johnson syndrome. These reactions have been reported both in clinical trials and post-marketing experiences. Patients should be informed about these potential risks and advised to seek immediate medical attention if they experience severe reactions.",Most,Yes,1,1
CLADRIBINE,"### Summary of Dermatological and Cutaneous Risks and Reactions for MAVENCLAD
 

 1. **Hypersensitivity Reactions**:
  - **Label Section**: 5.8 Hypersensitivity
  - **Summary**: MAVENCLAD was associated with hypersensitivity reactions, including dermatological manifestations such as dermatitis and pruritis. Serious hypersensitivity reactions that led to discontinuation of MAVENCLAD occurred in 0.5% of patients, compared to 0.1% of placebo patients. One patient experienced a serious hypersensitivity reaction with rash, mucous membrane ulceration, throat swelling, vertigo, diplopia, and headache after the first dose of MAVENCLAD.
 

 2. **Alopecia**:
  - **Label Section**: 6.1 Clinical Trials Experience
  - **Summary**: MAVENCLAD was associated with alopecia, occurring in 3% of MAVENCLAD-treated patients compared to 1% of placebo patients.
 

 3. **Stevens-Johnson Syndrome (SJS) and Toxic Epidermal Necrolysis (TEN)**:
  - **Label Section**: 6.1 Clinical Trials Experience
  - **Summary**: SJS and TEN are identified risks of parenteral cladribine (the active ingredient in MAVENCLAD) for the treatment of oncologic indications. However, the label does not specify if these conditions were observed in patients treated with MAVENCLAD for multiple sclerosis.
 

 4. **Hypersensitivity in Clinical Trials**:
  - **Label Section**: 6.1 Clinical Trials Experience
  - **Summary**: In clinical studies, 11% of MAVENCLAD-treated patients had hypersensitivity adverse reactions, compared to 7% of placebo patients. This includes dermatological reactions.
 

 5. **Medication Guide**:
  - **Label Section**: Medication Guide
  - **Summary**: The Medication Guide advises patients to seek immediate medical attention if they experience any symptoms of serious or severe hypersensitivity reactions, including skin reactions. This indicates that MAVENCLAD can cause serious dermatological reactions.
 

 ### Conclusion
 MAVENCLAD is associated with several dermatological and cutaneous risks, including hypersensitivity reactions (dermatitis, pruritis, rash), alopecia, and potentially severe conditions like SJS and TEN. Patients are advised to seek immediate medical attention if they experience serious skin reactions.",Most,Yes,1,1
POLYETHYLENE GLYCOL 3350,"The drug label for Polyethylene Glycol 3350 NF mentions dermatological and cutaneous risks and reactions in the following sections:
 

 1. **Adverse Reactions**:
  - ""Patients taking other medications containing polyethylene glycol have occasionally developed urticaria suggestive of an allergic reaction.""
  - **Summary**: The drug itself (Polyethylene Glycol 3350 NF) is associated with urticaria (hives), which suggests an allergic reaction.
 

 2. **Patient Information**:
  - ""On rare occasions hives and skin rashes have been reported which are suggestive of an allergic reaction.""
  - **Summary**: The drug itself (Polyethylene Glycol 3350 NF) is associated with rare occurrences of hives and skin rashes, indicating a potential allergic reaction.
  - ""If you get an allergic reaction you should discontinue the medication and call your physician.""
  - **Summary**: The drug itself (Polyethylene Glycol 3350 NF) may cause an allergic reaction, and patients are advised to discontinue use and consult a physician if this occurs.
  - ""If you are allergic to polyethylene glycol, do not use this drug.""
  - **Summary**: The drug itself (Polyethylene Glycol 3350 NF) should not be used by individuals who are allergic to polyethylene glycol, indicating a risk of allergic reactions.
 

 In summary, the drug label indicates that Polyethylene Glycol 3350 NF is associated with dermatological risks such as urticaria (hives) and skin rashes, which are suggestive of allergic reactions. Patients are advised to discontinue use and consult a physician if they experience these reactions, and those with known allergies to polyethylene glycol should avoid using the drug.",Less,Yes,1,1
VALPROATE SODIUM,"### Summary of Dermatological and Cutaneous Risks and Reactions for Valproate Sodium Injection
 

 1. **Adverse Reactions (Section 6)**
  - **Dermatologic Reactions in Clinical Trials**: 
  - Sweating was reported in 0.9% of subjects/patients in clinical trials of Valproate Sodium Injection. **(Associated with the drug)**
  - **Adverse Reactions in Monotherapy or Adjunctive Complex Partial Seizures Trials**:
  - Alopecia (hair loss) was reported in more than 5% of patients treated with divalproex sodium. **(Associated with the drug)**
  - **Additional Adverse Reactions in Other Clinical Trials with Divalproex Sodium**:
  - Rash was reported in greater than 1% but less than 5% of patients. **(Associated with the drug)**
  - Pruritus (itching) and dry skin were also reported in greater than 1% but less than 5% of patients. **(Associated with the drug)**
  - **Postmarketing Experience**:
  - Hair texture changes, hair color changes, photosensitivity, erythema multiforme, toxic epidermal necrolysis, nail and nail bed disorders, and Stevens-Johnson syndrome have been identified during post-approval use of divalproex sodium. **(Associated with the drug)**
 

 2. **Warnings and Precautions (Section 5)**
  - **Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)/Multi-Organ Hypersensitivity Reactions**:
  - DRESS, also known as Multi-Organ Hypersensitivity, has been reported in patients taking valproate. This condition may present with fever, rash, lymphadenopathy, and/or facial swelling, and can be fatal or life-threatening. **(Caused by the drug)**
 

 3. **Patient Counseling Information (Section 17)**
  - **Multi-Organ Hypersensitivity Reactions**:
  - Patients are instructed that a fever associated with other organ system involvement (rash, lymphadenopathy, etc.) may be drug-related and should be reported to the physician immediately. **(Associated with the drug)**
 

 ### Conclusion
 Valproate Sodium Injection is associated with several dermatological and cutaneous risks and reactions, including sweating, alopecia, rash, pruritus, dry skin, hair texture and color changes, photosensitivity, erythema multiforme, toxic epidermal necrolysis, nail and nail bed disorders, Stevens-Johnson syndrome, and DRESS. Some of these reactions can be severe and life-threatening, necessitating immediate medical attention.",Most,Yes,1,1
TROFINETIDE,"The drug label for DAYBUE (trofinetide) does not explicitly mention any dermatological or cutaneous risks or reactions associated with the drug. The sections of the label that discuss adverse reactions, warnings, and precautions do not include any references to skin-related issues. The primary adverse reactions noted are diarrhea, weight loss, and vomiting, with no mention of dermatological effects. Therefore, based on the provided drug label, DAYBUE itself is not associated with or does not cause any dermatological risks or reactions.",No,No,1,1
TISOTUMAB VEDOTIN,"### Summary of Dermatological and Cutaneous Risks and Reactions for TIVDAK
 

 1. **Severe Cutaneous Adverse Reactions**:
  - **Statement**: Severe cutaneous adverse reactions, including events of fatal or life-threatening Stevens-Johnson syndrome (SJS), can occur in patients treated with TIVDAK.
  - **Summary**: TIVDAK can cause severe cutaneous adverse reactions, including potentially fatal SJS.
 

 2. **Incidence in Clinical Trials**:
  - **Statement**: Severe cutaneous adverse reactions occurred in 1.6% of patients with cervical cancer treated with TIVDAK across clinical trials.
  - **Summary**: TIVDAK was associated with severe cutaneous adverse reactions in 1.6% of patients in clinical trials.
 

 3. **Grade ≥3 Severe Cutaneous Adverse Reactions**:
  - **Statement**: Grade ≥3 severe cutaneous adverse reactions occurred in 0.5% of patients, including 1 patient who had a fatal outcome.
  - **Summary**: TIVDAK caused Grade ≥3 severe cutaneous adverse reactions in 0.5% of patients, with one fatality.
 

 4. **Monitoring and Management**:
  - **Statement**: Monitor patients for signs or symptoms of severe cutaneous adverse reactions, which include target lesions, worsening skin reactions, blistering or peeling of the skin, painful sores in mouth, nose, throat, or genital area, fever or flu-like symptoms, and swollen lymph nodes.
  - **Summary**: Patients treated with TIVDAK should be monitored for signs of severe cutaneous adverse reactions.
 

 5. **Immediate Action for Suspected Reactions**:
  - **Statement**: If signs or symptoms of severe cutaneous adverse reactions occur, withhold TIVDAK until the etiology of the reaction has been determined.
  - **Summary**: TIVDAK should be withheld if severe cutaneous adverse reactions are suspected.
 

 6. **Consultation with Specialists**:
  - **Statement**: Early consultation with a specialist is recommended to ensure greater diagnostic accuracy and appropriate management.
  - **Summary**: Specialist consultation is recommended for patients on TIVDAK who show signs of severe cutaneous adverse reactions.
 

 7. **Permanent Discontinuation**:
  - **Statement**: Permanently discontinue TIVDAK for confirmed Grade 3 or 4 severe cutaneous adverse reactions, including SJS.
  - **Summary**: TIVDAK should be permanently discontinued if Grade 3 or 4 severe cutaneous adverse reactions are confirmed.
 

 8. **Adverse Reactions in Clinical Trials (innovaTV 301)**:
  - **Statement**: Rash occurred in 17% of patients who received TIVDAK in innovaTV 301.
  - **Summary**: TIVDAK was associated with rash in 17% of patients in the innovaTV 301 trial.
 

 9. **Adverse Reactions in Clinical Trials (innovaTV 204)**:
  - **Statement**: Rash occurred in 25% of patients who received TIVDAK in innovaTV 204.
  - **Summary**: TIVDAK was associated with rash in 25% of patients in the innovaTV 204 trial.
 

 10. **Patient Counseling Information**:
  - **Statement**: Inform patients of the signs and symptoms of severe cutaneous adverse reactions, including life-threatening and potentially fatal SJS, which include target lesions, worsening skin reactions, blistering or peeling of the skin, painful sores in mouth, nose, throat, or genital area, fever or flu-like symptoms, and swollen lymph nodes.
  - **Summary**: Patients should be informed that TIVDAK can cause severe cutaneous adverse reactions, including life-threatening SJS.
 

 11. **Immediate Medical Attention**:
  - **Statement**: Instruct patients to contact their healthcare provider to seek immediate medical attention for signs or symptoms of severe cutaneous adverse reactions, including SJS.
  - **Summary**: Patients on TIVDAK should seek immediate medical attention if they experience signs of severe cutaneous adverse reactions.
 

 ### Conclusion
 TIVDAK is associated with several dermatological and cutaneous risks, including severe and potentially fatal reactions such as Stevens-Johnson syndrome (SJS). Patients should be closely monitored for signs of these reactions, and the drug should be withheld or permanently discontinued if severe reactions are confirmed. Patients should also be informed about the potential risks and advised to seek immediate medical attention if symptoms occur.",Most,Yes,1,1
ATOGEPANT,"### Summary of Dermatological and Cutaneous Risks and Reactions for QULIPTA (Atogepant)
 

 1. **Warnings and Precautions (Section 5.1)**
  - **Hypersensitivity Reactions**: 
  - **Summary**: Hypersensitivity reactions, including rash, pruritus (itching), and urticaria (hives), have been reported with the use of QULIPTA.
  - **Association**: The drug itself was associated with these dermatological reactions.
 

 2. **Adverse Reactions (Section 6.2)**
  - **Postmarketing Experience**:
  - **Summary**: During post-approval use, hypersensitivity reactions such as rash, pruritus, and urticaria have been identified.
  - **Association**: The drug itself was associated with these dermatological reactions.
 

 3. **Patient Counseling Information (Section 17)**
  - **Hypersensitivity Reactions**:
  - **Summary**: Patients should be informed about the signs and symptoms of hypersensitivity reactions, including rash, and advised to discontinue QULIPTA and seek immediate medical attention if they experience any symptoms of a hypersensitivity reaction.
  - **Association**: The drug itself was associated with these dermatological reactions.
 

 4. **Patient Information Leaflet**
  - **Allergic (Hypersensitivity) Reactions**:
  - **Summary**: Serious allergic reactions, including rash, can happen when taking QULIPTA or days after. Patients are advised to stop taking QULIPTA and get emergency medical help if they experience rash.
  - **Association**: The drug itself was associated with these dermatological reactions.
 

 ### Conclusion
 QULIPTA (atogepant) has been associated with several dermatological and cutaneous risks, specifically hypersensitivity reactions that include rash, pruritus, and urticaria. These reactions have been reported both in clinical trials and postmarketing experiences. Patients are advised to discontinue the drug and seek medical attention if they experience any of these symptoms.",Most,Yes,1,1
ZIPRASIDONE HYDROCHLORIDE,"### Summary of Dermatological and Cutaneous Risks and Reactions for GEODON (ziprasidone)
 

 #### 1. **Warnings and Precautions: Rash**
 - **Sentence:** ""Discontinue in patients who develop a rash without an identified cause (5.6).""
  - **Summary:** The drug GEODON is associated with the risk of rash, and it is advised to discontinue the drug if a rash develops without an identified cause.
 

 #### 2. **Adverse Reactions: Clinical Trials Experience**
 - **Sentence:** ""In premarketing trials with ziprasidone, about 5% of patients developed rash and/or urticaria, with discontinuation of treatment in about one-sixth of these cases.""
  - **Summary:** The drug GEODON was associated with the development of rash and/or urticaria in about 5% of patients during premarketing trials, leading to discontinuation in some cases.
 

 - **Sentence:** ""Several patients with rash had signs and symptoms of associated systemic illness, e.g., elevated WBCs.""
  - **Summary:** The drug GEODON was associated with rash in several patients, some of whom also had signs of systemic illness.
 

 - **Sentence:** ""Most patients improved promptly with adjunctive treatment with antihistamines or steroids and/or upon discontinuation of ziprasidone, and all patients experiencing these reactions were reported to recover completely.""
  - **Summary:** The drug GEODON was associated with rash, but most patients improved with adjunctive treatment or discontinuation of the drug.
 

 - **Sentence:** ""Upon appearance of rash for which an alternative etiology cannot be identified, ziprasidone should be discontinued.""
  - **Summary:** The drug GEODON is associated with the risk of rash, and it is recommended to discontinue the drug if no alternative cause for the rash is identified.
 

 #### 3. **Adverse Reactions: Other Adverse Reactions Observed During the Premarketing Evaluation of Oral Ziprasidone**
 - **Sentence:** ""Skin and Appendages: Frequent: fungal dermatitis.""
  - **Summary:** The drug GEODON was associated with frequent occurrences of fungal dermatitis during premarketing evaluation.
 

 - **Sentence:** ""Infrequent: maculopapular rash, urticaria, alopecia, eczema, exfoliative dermatitis, contact dermatitis, vesiculobullous rash.""
  - **Summary:** The drug GEODON was associated with infrequent occurrences of maculopapular rash, urticaria, alopecia, eczema, exfoliative dermatitis, contact dermatitis, and vesiculobullous rash during premarketing evaluation.
 

 #### 4. **Adverse Reactions: Postmarketing Experience**
 - **Sentence:** ""Skin and subcutaneous Tissue Disorders: Allergic reaction (such as allergic dermatitis, angioedema, orofacial edema, urticaria), rash.""
  - **Summary:** The drug GEODON was associated with postmarketing reports of allergic reactions, including allergic dermatitis, angioedema, orofacial edema, urticaria, and rash.
 

 ### Conclusion
 GEODON (ziprasidone) has been associated with various dermatological and cutaneous risks and reactions, including rash, urticaria, fungal dermatitis, maculopapular rash, alopecia, eczema, exfoliative dermatitis, contact dermatitis, vesiculobullous rash, and allergic reactions such as allergic dermatitis, angioedema, and orofacial edema. These reactions have been observed in both premarketing trials and postmarketing reports. It is recommended to discontinue the drug if a rash develops without an identified cause.",Most,Yes,1,1
PREDNISONE,"### Summary of Dermatological and Cutaneous Risks and Reactions for RAYOS (Prednisone)
 

 #### Dermatological Diseases Indications
 - **Section 1.2 Dermatologic Diseases**: RAYOS is indicated for the treatment of several dermatologic diseases, including bullous dermatitis herpetiformis, contact dermatitis, exfoliative erythroderma, mycosis fungoides, pemphigus, and severe erythema multiforme (Stevens-Johnson syndrome). 
  - **Summary**: RAYOS is used to treat these dermatological conditions.
 

 #### Warnings and Precautions
 - **Section 5.2 Increased Risks Related to Infection**: Corticosteroids, including RAYOS, may exacerbate infections and increase the risk of disseminated infections, which can include cutaneous infections.
  - **Summary**: RAYOS may exacerbate cutaneous infections.
 

 - **Section 5.6 Decrease in Bone Density**: Corticosteroids, including RAYOS, can decrease bone formation and increase bone resorption, which may lead to osteoporosis and related skin conditions.
  - **Summary**: RAYOS can lead to conditions that may affect the skin indirectly through bone density reduction.
 

 - **Section 5.7 Ophthalmic Effects**: Prolonged use of corticosteroids, including RAYOS, may produce posterior subcapsular cataracts and glaucoma, which can indirectly affect the skin around the eyes.
  - **Summary**: RAYOS may indirectly affect the skin around the eyes due to ophthalmic effects.
 

 #### Adverse Reactions
 - **Section 6 Adverse Reactions**: Common adverse reactions for corticosteroids, including RAYOS, include fluid retention, alteration in glucose tolerance, elevation in blood pressure, behavioral and mood changes, increased appetite, and weight gain.
  - **Summary**: RAYOS is associated with common adverse reactions that may indirectly affect the skin.
 

 - **Section 6 Dermatologic Adverse Reactions**: Specific dermatologic adverse reactions associated with corticosteroids, including RAYOS, are listed as acne, allergic dermatitis, cutaneous and subcutaneous atrophy, dry scalp, edema, facial erythema, hyper or hypopigmentation, impaired wound healing, increased sweating, petechiae and ecchymoses, rash, sterile abscess, striae, suppressed reactions to skin tests, thin fragile skin, thinning scalp hair, and urticaria.
  - **Summary**: RAYOS is associated with a wide range of dermatologic adverse reactions.
 

 #### Patient Counseling Information
 - **Section 17 Patient Counseling Information**: Patients should be advised of common adverse reactions that could occur with RAYOS use, including fluid retention, alteration in glucose tolerance, elevation in blood pressure, behavioral and mood changes, increased appetite, and weight gain.
  - **Summary**: Patients should be informed that RAYOS can cause common adverse reactions that may indirectly affect the skin.
 

 ### Conclusion
 RAYOS (prednisone) is associated with several dermatological and cutaneous risks and reactions. It is used to treat various dermatologic diseases but can also cause or exacerbate a range of skin-related adverse effects, including acne, dermatitis, skin atrophy, and impaired wound healing. Patients should be informed about these potential risks and monitored accordingly.",Most,Yes,1,1
