,generic_name,trade_name,binary_determination,yes_no_prompts,set_id,short_answer,ground_truth
92,CAFFEINE CITRATE,CAFFEINE CITRATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2bd238d4-4657-4341-9c28-1b468b8f3bf8,No,most
93,CALCIUM GLUCONATE,CALCIUM GLUCONATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8b77c3d2-992d-4261-8421-9cfd07328fbf,Yes,most
94,CALCIUM GLUCONATE,CALCIUM GLUCONATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8b77c3d2-992d-4261-8421-9cfd07328fbf,Yes,most
95,CAPECITABINE,CAPECITABINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",17749bb8-dd33-49cc-95c9-45c7fefa6e78,Yes,most
96,CAPECITABINE,CAPECITABINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",17749bb8-dd33-49cc-95c9-45c7fefa6e78,Yes,most
97,CAPECITABINE,CAPECITABINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",17749bb8-dd33-49cc-95c9-45c7fefa6e78,Yes,most
98,CARFILZOMIB,CARFILZOMIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ea66eb30-e665-4693-99a1-a9d3b4bbe2d6,Yes,most
99,CARFILZOMIB,CARFILZOMIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ea66eb30-e665-4693-99a1-a9d3b4bbe2d6,Yes,most
100,CARFILZOMIB,CARFILZOMIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ea66eb30-e665-4693-99a1-a9d3b4bbe2d6,Yes,most
101,CARVEDILOL,CARVEDILOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2fb46fe1-9b7b-4718-9327-2471af22f0b7,Yes,most
102,CARVEDILOL,CARVEDILOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2fb46fe1-9b7b-4718-9327-2471af22f0b7,Yes,most
103,CARVEDILOL,CARVEDILOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2fb46fe1-9b7b-4718-9327-2471af22f0b7,Yes,most
104,CENOBAMATE,CENOBAMATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",565c2126-57ae-4e29-b443-723bbe7e2072,No,most
105,CENOBAMATE,CENOBAMATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",565c2126-57ae-4e29-b443-723bbe7e2072,No,most
106,CENOBAMATE,CENOBAMATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",565c2126-57ae-4e29-b443-723bbe7e2072,No,most
107,CERITINIB,CERITINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fff5d805-4ffd-4e8e-8e63-6f129697563e,No,most
108,CERITINIB,CERITINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fff5d805-4ffd-4e8e-8e63-6f129697563e,No,most
109,CERITINIB,CERITINIB,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fff5d805-4ffd-4e8e-8e63-6f129697563e,No,most
110,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ff199f31-bfda-45f8-adbd-4662f7054f1c,Yes,most
111,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ff199f31-bfda-45f8-adbd-4662f7054f1c,Yes,most
112,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ff199f31-bfda-45f8-adbd-4662f7054f1c,Yes,most
113,CILOSTAZOL,CILOSTAZOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1c56a77c-d414-42a4-981f-a46ece442848,Yes,most
114,CILOSTAZOL,CILOSTAZOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1c56a77c-d414-42a4-981f-a46ece442848,Yes,most
115,CILOSTAZOL,CILOSTAZOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1c56a77c-d414-42a4-981f-a46ece442848,Yes,most
116,CINACALCET,CINACALCET,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",60e6264c-723c-49b2-a246-827b15ff219c,No,most
117,CINACALCET,CINACALCET,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",60e6264c-723c-49b2-a246-827b15ff219c,No,most
118,CINACALCET,CINACALCET,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",60e6264c-723c-49b2-a246-827b15ff219c,No,most
119,CIPROFLOXACIN,CIPROFLOXACIN,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3e152b58-a572-400f-9fb0-6dbb491b0fff,Yes,most
120,CIPROFLOXACIN,CIPROFLOXACIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3e152b58-a572-400f-9fb0-6dbb491b0fff,Yes,most
121,CIPROFLOXACIN,CIPROFLOXACIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3e152b58-a572-400f-9fb0-6dbb491b0fff,Yes,most
122,CITALOPRAM,CITALOPRAM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b1f0c6e8-85eb-4368-8709-9cace32415cb,No,most
123,CITALOPRAM,CITALOPRAM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b1f0c6e8-85eb-4368-8709-9cace32415cb,No,most
